"startup_id","startup_name","emergent_theme","market_label","transition_function","technical_stack","output_class","feedstock","industry_destination","market_interface","maturity_path","evidence_source","confidence","taxonomy_source","assignment_method","structured_sector","trl_current","trl_current_confidence","trl_current_status","trl_current_source_url","trl_current_last_checked","valuation_tier","notes","macro_theme","thesis_fit","scope_decision","scope_reason","scope_source","structured_country"
"ini","INI","offline payments and fintech infrastructure","offline-capable payment infrastructure","cash-heavy-commerce-to-digital-payments-without-internet","payment rails; alternative connectivity; white-label fintech; radiofrequency payments","payment infrastructure platform","merchant payment and transaction data","fintech, payments and retail commerce","B2B fintech platform","pending current evidence","ini_forbes_2023","0.86","manual_override","manual_override","Digital Economy","","","pending_research","","","2","Forbes describes INI as an Argentine fintech connecting virtual payments with alternative connectivity for areas with limited or no internet, outside BIO VC LATAM scope.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_fintech_no_bio_materiality_signal","forbes_profile","AR"
"inmet","INMET","PHB biopolymers and compostable materials","PHB biopolymer and compostable biomaterials","fossil-plastic-materials-to-compostable-biobased-PHB","PHB; biopolymer; synthetic biology; agro-industrial waste; solvent-free process; compostable plastics","compostable PHB biopolymer","","packaging, plastics, biomaterials and circular materials","B2B / platform","pending current evidence","official_website","0.92","manual_override","manual_override","Bio·Industry","","","pending_research","","","1","Include as core biobased chemistry / biomaterials.","biobased chemistry and advanced materials","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","AR"
"inner_cosmos","Inner Cosmos","neurotherapeutic medical devices","brain-computer-interface therapy for depression","treatment-resistant-depression-to-embedded-neurotherapeutic-intervention","brain-computer interface; neurostimulation; embedded device; depression therapy; neural circuits","neurotherapeutic medical device","","mental health, neurology and neurotechnology","B2B / platform","pending current evidence","official_website","0.84","manual_override","manual_override","Human Health","","","pending_research","","","1","Include as neurotherapeutic medtech; keep LATAM linkage under watch if needed.","therapeutics and regenerative medicine","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_04_2026_05_08","US"
"innova_space","Innova Space","satellite IoT and planetary monitoring","satellite IoT for planetary and agricultural monitoring","unobserved-remote-systems-to-satellite-enabled-planetary-monitoring","picosatellites; satellite IoT; environmental monitoring; water-quality monitoring; agriculture monitoring; remote sensing","satellite IoT monitoring infrastructure","","environmental monitoring, agriculture, water quality and remote infrastructure","B2B / platform","pending current evidence","official_website","0.84","manual_override","manual_override","Other / Unclassified","","","pending_research","","","2","Include as planetary monitoring infrastructure, not as generic aerospace.","climate, energy and resource systems","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_06_2026_05_08","AR"
"innovai","Innovai","food transition ingredients and proteins","seafood shelf-life bioactive coating platform","short-shelf-life-seafood-to-bioactive-extended-freshness","bioactive compounds; food preservation; seafood processing","food preservation platform","bioactive microparticles and seafood fillets","seafood and food supply chains","foodtech company","pending current evidence","ganesha_innovai_2026","0.89","manual_override","manual_override","","","","pending_research","","","","The Ganesha Lab describes Innovai as applying bioactive compounds to salmon fillets to extend freshness by at least 50 percent and reduce food loss.","food biotech and novel ingredients","core","include","official_portfolio_signal_bio_based_or_biocentric","ganesha_portfolio_official","CL"
"inprenha","Inprenha","ag biologicals and crop resilience","animal reproduction biotech platform","low-pregnancy-rates-in-mammals-to-biotech-assisted-reproduction","protein biotechnology; animal reproduction","animal biotech platform","mammalian reproduction biology and protein technology","animal reproduction and livestock","biotech company","pending current evidence","spv_inprenha_2026","0.89","manual_override","manual_override","","","","pending_research","","","","SP Ventures legacy portfolio describes Inprenha as developing a protein that increases pregnancy rate in mammals in an unprecedented way.","ag biologicals and crop resilience","core","include","official_portfolio_signal_bio_based_or_biocentric","spventures_portfolio_official","BR"
"inventa","Inventa","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","2","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","BR"
"invitrall","Invitrall","in vitro human organ models and drug testing","in-vitro human organ models for drug testing","low-predictive-preclinical-testing-to-human-relevant-organ-models","in-vitro organ models; human tissue models; toxicology; efficacy testing; drug discovery; translational medicine","human organ-model testing platform","","drug discovery, toxicology, pharma R&D and regenerative medicine","B2B / platform","pending current evidence","official_portfolio_profile","0.82","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Include as therapeutic R&D / organ-model infrastructure, not food biotech.","therapeutics and regenerative medicine","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","AR"
"iof","Iof","unclassified / needs review resolved","insufficiently documented venture","unknown","insufficient_public_evidence","unknown","unknown","unknown","unknown","pending current evidence","internal_research_2026","0.52","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Could not establish a defensible thesis-core signal from available public evidence.","peripheral or underclassified ventures","under_review","exclude","insufficient_public_evidence_and_no_defensible_materiality_signal","manual_research_resolution","nan"
"jampp","Jampp","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","2","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","AR/US"
"jetbov","JetBov","precision agriculture intelligence","beef cattle management intelligence platform","manual-beef-chain-operations-to-digital-cattle-management","livestock software; herd management; traceability","livestock intelligence platform","beef cattle production and herd data","beef cattle production","agtech company","pending current evidence","spv_jetbov_2026","0.8","manual_override","manual_override","","","","pending_research","","","","SP Ventures agtech portfolio and founder quote describe JetBov as improving the beef cattle chain through digital technologies.","precision agriculture and resource intelligence","core","include","official_portfolio_signal_material_ag_system","spventures_portfolio_official","BR"
"kangu","Kangu","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","2","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","BR"
"keclon","Keclon","industrial biotech and molecular tools","precision fermentation biosolutions platform","conventional-industrial-processing-to-microbial-biosolutions","precision fermentation; microorganisms; enzyme development","industrial biotech platform","microorganisms and fermentation processes","food, feed, biofuels, beauty and care","industrial solution supplier","pending current evidence","keclon_official_site_2026","0.94","manual_override","manual_override","Digital Economy","","","pending_research","","","2","Official site describes precision fermentation and microorganism-based production of enzymes, bioactives and alternative proteins.","biomanufacturing and bioindustrial platforms","core","include","official_website_signal_bio_based_or_biocentric","keclon_official_site","AR"
"kigui","Kigüi","climate and resource intelligence platforms","AI copilot for retail waste and rotation management","food-loss-and-retail-waste-to-better-rotation-and-lower-losses","AI task prioritization; expiry tracking; shelf validation","resource efficiency software","sales, stock, expiry and shelf data","retail food and CPG operations","B2B software platform","pending current evidence","kigui_official_site_2026","0.73","manual_override","manual_override","Bio·Industry","","","pending_research","","","1.5","Official site describes AI for expiry-based stock accuracy, task prioritization and promotion execution to reduce losses in retail operations.","climate, energy and resource systems","core","include","official_website_signal_material_resource_efficiency","kigui_official_site","MX/AR"
"kilimo","Kilimo","water intelligence for resilient agriculture","climate ag platform","water-stress-to-efficient-irrigation","data platform; agronomy; climate measurement","measurement and optimization platform","irrigation and farm management data","agriculture and watershed management","B2B platform","commercial deployment","official_website","0.7","taxonomy_v0_seed","manual_seed","Bio·Industry","","","pending_research","","","3","Relevant to broader transition lens but weaker biotech identity","climate, energy and resource systems","core","include","official_website_signal_planetary_boundary_water_stewardship","kilimo_official_site","AR"
"kresko_rnatech","Kresko RNAtech","food transition ingredients and proteins","fresh-food bioactive RNA ingredients","rapidly-lost-food-bioactives-to-stable-health-relevant-ingredients","bioactive RNA isolation; food extracts; functional ingredient stabilization","functional ingredient platform","fresh fruits, vegetables, herbs, roots and milk-derived bioactive RNA","food, nutrition and gut health","ingredient company","pending current evidence","sosv_company_profile_2026","0.88","manual_override","manual_override","Digital Economy","","","pending_research","","","1","SOSV company page describes isolating supernutrient bioactive RNAs from fresh foods and stabilizing them into extracts.","food biotech and novel ingredients","core","include","official_portfolio_signal_bio_based_or_biocentric","sosv_indiebio_portfolio_official","AR/US"
"krilltech","Krilltech","nano-biofertilizers and plant physiology","nano-biofertilizer and plant physiology platform","conventional-fertilization-to-nano-enabled-plant-performance","organic nanostructures; biofertilizer; biofortification; nutrient carrier; plant physiology; crop input","nano-biofertilizer crop input","","crop production, plant nutrition and agricultural biologicals","B2B / platform","pending current evidence","official_website","0.88","manual_override","manual_override","","","","pending_research","","","","Include as ag biologicals / crop input technology.","ag biologicals and crop resilience","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","BR"
"laurus","Laurus","industrial biotech and molecular tools","precision fermentation and recombinant biomanufacturing","animal-derived-and-less-consistent-inputs-to-animal-free-biomanufactured-proteins","precision fermentation; recombinant technology; animal-free protein manufacturing","biomanufacturing platform","microbial cell factories and recombinant production systems","biopharma, food, health, nutrition and personal care","biomanufacturing company","pending current evidence","laurus_official_site_2026","0.91","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1.5","Official site describes a research-driven biomanufacturing organization with precision fermentation and recombinant technology producing animal-free proteins and growth factors.","biomanufacturing and bioindustrial platforms","core","include","official_website_signal_bio_based_or_biocentric","laurus_official_site","AR"
"laurus_ag_tech","Laurus AG Tech","climate and resource intelligence platforms","autonomous urban farming network","long-food-miles-and-costly-vertical-farms-to-low-cost-urban-production","distributed autonomous farming infrastructure","urban agriculture infrastructure","urban spare spaces and controlled farms","fresh vegetables and urban food supply","infrastructure operator","pending current evidence","laurus_f6s_profile_2026","0.7","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","F6S profile describes autonomous urban farms that produce affordable fresh vegetables in decentralized city spaces with lower capital and operating costs.","climate, energy and resource systems","core","include","official_portfolio_signal_material_ag_system","laurus_f6s_profile","AR"
"leaf","Leaf","agriculture data infrastructure","unified API and data infrastructure for food and agriculture","fragmented-farm-data-to-interoperable-agriculture-data-infrastructure","farm data API; machine data translation; field boundaries; crop monitoring; prescriptions; irrigation data","agriculture data infrastructure platform","field, machinery, satellite, weather and agronomic data","food and agriculture software infrastructure","B2B API / data infrastructure","pending current evidence","official_website","0.84","manual_override","manual_override","","","","pending_research","","","","Official Leaf site describes a unified API for food and agriculture, retrieving and managing farm data in consistent formats for agriculture applications.","precision agriculture and resource intelligence","core","include","bio_centric_agriculture_data_infrastructure","external_atlas_official_site_validated","US/BR"
"lemon","Lemon","crypto and consumer fintech","consumer crypto wallet and financial app","cash-and-crypto-friction-to-consumer-crypto-finance-app","crypto wallet; payments; card; fintech app","consumer fintech app","wallet, crypto and payment transaction data","consumer fintech and crypto","B2C fintech platform","pending current evidence","lemon_public_signal_2026","0.82","manual_override","manual_override","Digital Economy","","","pending_research","","","2","Public signals identify Lemon as a consumer crypto/fintech app, with no bio-based, biocentric or planetary-boundary materiality.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_fintech_no_bio_materiality_signal","manual_public_signal","AR"
"lemu","Lemu","biodiversity MRV and nature intelligence","biodiversity MRV and nature intelligence","opaque-nature-impact-to-measurable-biodiversity-MRV","biodiversity MRV; satellite imagery; ecological indicators; AI; nature intelligence; planetary monitoring","nature-intelligence MRV platform","","biodiversity, conservation, land stewardship and nature-positive finance","B2B / platform","pending current evidence","official_website","0.9","manual_override","manual_override","","","","pending_research","","","","Include as planetary-boundary nature intelligence.","climate, energy and resource systems","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","CL"
"levya","Levya","food ingredients and biofactories","precision-fermented sustainable fats and oils","palm-cocoa-shea-dependence-to-fermentation-derived-sustainable-oils","wild yeast strains; precision fermentation; lipid profiling; food formulation","fermentation-derived ingredient platform","wild yeast strains, lipid profiles and flexible feedstocks","food, cosmetics and personal care ingredients","B2B ingredient company","pending current evidence","levya_official_2026","0.92","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Official site describes Levya as using wild non-GMO yeasts and precision fermentation to produce sustainable fats and oils matching cocoa butter, palm oil and shea butter profiles.","food biotech and novel ingredients","core","include","official_website_signal_bio_based_food_and_cosmetic_ingredients","levya_official_site","AR"
"lia_aeospace","LIA Aeospace","green satellite propulsion systems","green propulsion for satellites","satellite-deployment-friction-to-greener-space-propulsion","green bipropellant propulsion; aerospace engineering","space propulsion system","satellite and spacecraft propulsion systems","space economy","B2B aerospace company","pending current evidence","lia_aerospace_official_site_2026","0.84","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1.5","Official site describes green, low-cost propulsion systems for last-mile satellite delivery, but the company remains space infrastructure rather than a thesis-core bio-based, biocentric or planetary-restoration venture.","frontier hardware and infrastructure systems","core","exclude","official_site_signal_non_thesis_space_infrastructure","lia_aerospace_official_site","AR"
"libera","Libera","therapeutic and regenerative biology","extracellular vesicles for inflammatory disease","limited-inflammatory-disease-treatment-to-vesicle-based-biological-therapies","extracellular vesicles; inflammatory disease therapeutics","therapeutic platform","extracellular vesicles","therapeutics","therapeutic company","pending current evidence","sf500_portfolio_2026","0.83","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1","SF500 portfolio describes extracellular vesicles to fight inflammatory diseases.","therapeutics and regenerative medicine","core","include","official_portfolio_signal_bio_based_or_biocentric","sf500_portfolio_official","AR"
"lifit","Lifit","digital coordination and market infrastructure","consumer wellness or productivity software","manual-and-fragmented-operations-to-digital-coordination","consumer app workflows","consumer app","consumer behavior and item tracking data","consumer software","consumer app","pending current evidence","lifit_public_signal_2026","0.58","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Available public signals point to a consumer app, not a thesis-core bio, regenerative or climate-material startup.","peripheral or non-core digital ventures","peripheral","exclude","consumer_software_without_thesis_core_signal","lifit_public_signal","nan"
"limay_biosciences","Limay Biosciences","health diagnostics and medtech","portable molecular diagnostics","centralized-lab-diagnostics-to-portable-molecular-testing","portable PCR; molecular diagnostics; point-of-care devices","molecular diagnostic platform","biological samples and PCR workflows","healthcare, veterinary medicine and food testing","diagnostic platform","pending current evidence","cancilleria_2026","0.88","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Public institutional profile describes portable molecular diagnostics with PCR-level accuracy delivered without centralized labs.","diagnostics and medtech","core","include","institutional_public_source_signal_bio_based_or_biocentric","institutional_public_source","AR"
"lipock","Lipock","drug delivery and bioactive formulation platforms","lipid nanocapsule drug-delivery and formulation platform","hard-to-formulate-actives-to-lipid-nanocapsule-delivery","lipid nanocapsules; encapsulation; drug delivery; hydrophobic actives; formulation technology","lipid nanocapsule formulation platform","","therapeutics, cosmetics and bioactive health-product formulation","B2B / platform","pending current evidence","official_portfolio_profile","0.82","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Include as biomedical formulation and drug-delivery technology.","therapeutics and regenerative medicine","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_03_2026_05_08","AR"
"logan","Logan","digital coordination and market infrastructure","adtech and media data platform","manual-and-fragmented-operations-to-digital-coordination","mobility media; audience data; advertising technology","software platform","audience, mobility and advertising data","marketing and media","B2B software platform","pending current evidence","logan_official_site_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes a media and data company focused on advertising, audiences and programmatic formats.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","logan_official_site","nan"
"logshare","LogShare","low-emission logistics and supply-chain efficiency","collaborative freight decarbonization platform","empty-return-trips-and-fragmented-cargo-routes-to-lower-emission-logistics","collaborative freight sharing; route matching; monitoring; traceability; CO2 analytics","logistics climate platform","cargo routes, fleet utilization and freight data","cargo transportation, logistics and material supply chains","B2B logistics platform","pending current evidence","logshare_official_site_2026","0.82","manual_override","manual_override","Digital Economy","","","pending_research","","","1.5","Official site describes collaborative freight sharing, route coordination, monitoring and direct CO2 reduction in cargo transportation and return freight.","climate, energy and resource systems","core","include","official_website_signal_material_logistics_system","logshare_official_site","BR"
"lupeon","Lupeon","general logistics software","freight management and auditing SaaS","manual-freight-audit-to-logistics-cost-management","freight audit; transportation management; logistics SaaS; cost optimization","logistics management software","freight, carrier and logistics cost data","retail, industry, healthcare, ecommerce and logistics","B2B logistics SaaS","pending current evidence","secondary_public_profile","0.7","manual_override","manual_override","","","","pending_research","","","","SP Ventures portfolio/CBInsights profile describes Lupeon as freight management and auditing SaaS across broad logistics sectors, without specific BIO or ag/food material transition signal.","peripheral or non-core digital ventures","peripheral","exclude","general_logistics_saas_not_specific_to_bio_or_ag_material_transition","thesis_exclusion_clear_drop","BR"
"luzid","Luzid","digital coordination and market infrastructure","ERP delivery and transformation platform","manual-and-fragmented-operations-to-digital-coordination","agentic ERP workflows; testing; document generation","software platform","ERP project documents and delivery workflows","enterprise software","B2B software platform","pending current evidence","luzid_official_site_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1.5","Official site describes an AI platform for ERP delivery, testing and transformation management.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","luzid_official_site","CR"
"m4life","M4Life","ag biologicals and crop resilience","abiotic stress plant resilience enhancer","stress-vulnerable-crops-to-biologically-enhanced-resilience","biological plant resilience enhancer; abiotic stress","ag biological","crop stress response systems","agriculture","input supplier","pending current evidence","sf500_portfolio_2026","0.81","manual_override","manual_override","Digital Economy","","","pending_research","","","1","SF500 portfolio describes a biological plant resilience enhancer to abiotic stress.","ag biologicals and crop resilience","core","include","official_portfolio_signal_bio_based_or_biocentric","sf500_portfolio_official","AR"
"mabloc","Mabloc","therapeutics and regenerative bio","AI antibody discovery","slow-antibody-discovery-to-ai-accelerated-therapeutic-candidates","AI antibody discovery; immunology; biologics R&D; drug discovery platform","therapeutic discovery platform","antibody sequences and immunology data","therapeutic antibody discovery","B2B biotech platform","pending current evidence","official_website","0.78","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Bio-relevant but excluded pending LATAM base evidence; official source lists Washington DC.","peripheral or non-core digital ventures","peripheral","exclude","non_latam_company_despite_bio_relevance","geography_exclusion_pending_latam_evidence","BR"
"magnamed","Magnamed","critical-care medical devices","respiratory care and mechanical ventilation devices","limited-critical-care-respiratory-capacity-to-scalable-medical-device-infrastructure","mechanical ventilation; respiratory care; ICU devices; emergency-care hardware; medical-device manufacturing","respiratory medical device","","hospitals, ICU, emergency and transport care","B2B / platform","pending current evidence","official_website","0.86","manual_override","manual_override","","","","pending_research","","","","Include as clinical medical-device infrastructure.","diagnostics and medtech","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_02_2026_05_08","BR"
"matchetune","Matchetune","food transition ingredients and proteins","nanoencapsulated functional food ingredients platform","low-bioavailability-functional-ingredients-to-stable-high-absorption-products","nanotechnology; nutraceutical formulation; food bioactives","functional ingredient platform","curcumin and natural bioactive compounds","functional foods and nutraceutical products","foodtech company","pending current evidence","cgv_matchetune_2026","0.84","manual_override","manual_override","","","","pending_research","","","","ChileGlobal Ventures describes Matchetune as using nature-derived compounds and nanotechnology to create functional food products based on nanoencapsulated curcumin.","food biotech and novel ingredients","core","include","official_portfolio_signal_bio_based_or_biocentric","chileglobalventures_portfolio_official","CL"
"mavios","Mavios","bioprocess intelligence and digital twins","digital twin for bioprocesses","slow-costly-bioprocess-scale-up-to-faster-in-silico-bioprocess-optimization","AI; digital twin; in silico simulation; bioprocess modeling","bioprocess intelligence platform","precision fermentation and bioprocess production data","precision fermentation and bioindustrial companies","B2B platform","pending current evidence","mavios_official_site_2026","0.92","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1","Official site says Mavios helps precision fermentation companies scale faster with an AI-based digital twin for bioprocesses and in silico simulations evaluating biological and economic outcomes.","biomanufacturing and bioindustrial platforms","core","include","official_site_signal_bioindustrial_infrastructure","mavios_official_site","AR"
"menta_tickets","Menta Tickets","digital coordination and market infrastructure","ticket resale infrastructure","manual-and-fragmented-operations-to-digital-coordination","payments; resale governance; ticketing APIs","software platform","ticketing, payments and compliance data","ticketing and events","B2B software platform","pending current evidence","menta_official_site_2026","0.88","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes white-label resale infrastructure for ticketing platforms.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","menta_official_site","nan"
"mentatech","MentaTech","ticketing and fan exchange infrastructure","event ticketing resale and exchange platform","informal-ticket-resale-to-managed-fan-exchange-marketplace","ticketing software; marketplace; transaction infrastructure","ticketing infrastructure platform","tickets, event and fan transaction data","events, entertainment and ticketing","B2B ticketing software","pending current evidence","mentatech_linkedin_2026","0.78","manual_override","manual_override","Digital Economy","","","pending_research","","","1.5","Public LinkedIn evidence describes menta tech as ticketing and official fan-to-fan exchange infrastructure, not a bio/material/planetary startup.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_ticketing_no_bio_materiality_signal","linkedin_public_post","AR"
"mesenchyal_t","Mesenchyal-T","therapeutics and regenerative bio","regenerative cell therapy","severe-bone-injury-and-degenerative-disease-to-scalable-regenerative-cell-therapy","mesenchymal stem cells; hyaluronic acid; ex vivo production; AI-enabled therapy development; regenerative medicine","advanced therapy medicinal product","umbilical cord mesenchymal stem cells and hyaluronic acid","advanced therapy and regenerative medicine","therapeutic product / biotech","pending current evidence","official_website","0.92","manual_override","manual_override","Digital Economy","","","pending_research","","","1","False negative rescued from taxonomy_stub exclude based on official stem-cell therapy evidence.","therapeutics and regenerative medicine","core","include","core_bio_therapeutics_and_regenerative_medicine","thesis_inclusion_source_backed","AR"
"metabix-biotech","metaBIX Biotech","environmental pathogen intelligence and biosecurity","environmental pathogen intelligence and bio-vigilance","reactive-disease-response-to-environmental-pathogen-early-warning","environmental sampling; biotechnology hardware; AI disease prediction; pathogen surveillance; biosecurity","bio-vigilance and pathogen-intelligence platform","","food production, animal health, plant health, human health and biosecurity","B2B / platform","pending current evidence","external_company_profile","0.82","manual_override","manual_override","","","","pending_research","","","","Include as diagnostics / biosecurity infrastructure for living systems.","diagnostics and medtech","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","UY"
"michroma","Michroma","fermented functional ingredients","food ingredients; bioindustry","synthetic-to-biobased-functional-ingredients","fermentation; fungal or microbial engineering","functional ingredient","sugars and fermentation substrates","food, beverage and consumer ingredients","ingredient supplier","validation to scale-up","official_website","0.9","taxonomy_v0_seed","manual_seed","Deep·Biotech","","","pending_research","","","3","Excellent candidate for food bio cluster","food biotech and novel ingredients","core","include","official_website_signal_food_biotech_precision_fermentation","michroma_official_site","AR/US"
"microgenesis","Microgenesis","health diagnostics and medtech","fertility diagnostics and reproductive age assessment","low-visibility-into-reproductive-health-to-better-fertility-decision-support","inflammatory profiling; reproductive age scoring; personalized interpretation","diagnostic and assessment platform","patient questionnaire and inflammatory profile data","fertility and reproductive health","clinical assessment platform","pending current evidence","microgenesis_official_site_2026","0.84","manual_override","manual_override","Human Health","","","pending_research","","","2","Official site describes fertility support tools including reproductive age testing, inflammatory profiling and personalized interpretation for IVF-related decisions.","diagnostics and medtech","core","include","official_website_signal_medtech_clinical_system","microgenesis_official_site","AR/US"
"microin","MicroIN","extremophile microbial ag inputs","bioinput microencapsulation","fragile-bioinputs-to-more-effective-agricultural-delivery","microencapsulation; ag bioinputs; formulation technology","bioinput technology","bioinput formulations","agriculture","input platform","pending current evidence","gridx_portfolio_2026","0.8","manual_override","manual_override","Digital Economy","","","pending_research","","","1","GRIDX portfolio describes microencapsulation technology for bioinput innovation.","ag biologicals and crop resilience","core","include","official_portfolio_signal_bio_based_or_biocentric","gridx_portfolio_official","AR"
"microscopia","microscopIA","health diagnostics and medtech","ai-enabled automated microscopy devices","manual-and-slow-screening-to-automated-diagnostic-detection","automated microscopy; machine learning diagnostics; robotic sample handling","diagnostic or medical device","microscopy images and pathogen detection workflows","public health, veterinary medicine and agribusiness diagnostics","device and diagnostic platform","pending current evidence","microscopia_public_profiles_2026","0.78","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Public company profiles describe automated microscopy devices powered by machine learning for malaria, tropical disease and agroindustrial pathogen detection.","diagnostics and medtech","core","include","secondary_public_signal_bio_based_or_biocentric","microscopia_public_profiles","AR"
"microterra","MicroTerra","food transition ingredients and proteins","aquatic plant functional ingredients","polluting-aquaculture-to-water-cleaning-functional-ingredient-production","lemna cultivation; aquafarm integration; plant-based ingredient processing","functional ingredient platform","lemna grown in aquaculture systems","plant-based food and food ingredients","ingredient company","pending current evidence","sosv_company_profile_2026","0.9","manual_override","manual_override","Digital Economy","","","pending_research","","","1.5","SOSV company page describes lemna-based functional ingredients grown alongside aquafarms, reducing water footprint and cleaning water.","food biotech and novel ingredients","core","include","official_portfolio_signal_bio_based_or_biocentric","sosv_indiebio_portfolio_official","MX"
"migma","MIGMA","food shelf-life extension and antioxidant systems","AI-designed antioxidant systems for food, animal nutrition and cosmetics","short-shelf-life-and-waste-to-tailored-antioxidant-systems","AI; chemistry; R&D; antioxidant formulations; laboratory validation","functional antioxidant formulation platform","antioxidant mixtures and formulation data","food, pet food, animal nutrition and cosmetics","B2B formulation licensing and services","pending current evidence","linkedin_migma_2026","0.78","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","LinkedIn and CATAL1.5T materials describe MIGMA as a Mendoza startup using AI and advanced chemistry to design antioxidant systems that extend shelf life and reduce waste.","food biotech and novel ingredients","core","include","external_source_signal_food_bioeconomy_and_waste_reduction","linkedin_company_profile","AR"
"mombak","Mombak","native reforestation and carbon removal","large-scale native biodiverse reforestation platform","degraded-pasture-to-native-biodiverse-carbon-removal-forests","native reforestation; carbon removal; forestry science; carbon markets; biodiversity; landowner partnerships","nature-based carbon removal platform","degraded land, native species, forest carbon and biodiversity data","forest restoration and carbon removal","B2B carbon removal / nature restoration platform","pending current evidence","official_website","0.92","manual_override","manual_override","","","","pending_research","","","","Official Mombak site describes large-scale native biodiverse reforestation that removes carbon and creates habitat for biodiversity, starting in Brazil.","climate, energy and resource systems","core","include","bio_centric_ecosystem_restoration_and_carbon_removal","brasil_bio_import_official_site","BR"
"momentum-therapeutics","Momentum Therapeutics","therapeutic and regenerative biology","neurodegeneration proteostasis therapeutics platform","neuronal-decline-to-protein-homeostasis-restoration","proteomics; biological models; drug discovery","therapeutic biotech platform","brain proteostasis biology and neurodegeneration targets","neurodegeneration and aging therapeutics","biotech company","pending current evidence","zentynel_portfolio_2026","0.91","manual_override","manual_override","","","","pending_research","","","","Zentynel describes Momentum Therapeutics as developing therapies to restore brain protein balance during aging and neurodegeneration through proteomics, biological models and drug discovery.","therapeutics and regenerative medicine","core","include","official_portfolio_signal_bio_based_or_biocentric","zentynel_portfolio_official","CL/US"
"monte-caldera-technology","Monte Caldera Technology","biobased chemistry and materials","advanced-physics materials discovery platform","slow-costly-materials-rd-to-faster-sustainable-materials-discovery","advanced physics molecular modeling; materials simulation","materials discovery platform","molecular and materials data","energy, chemicals, semiconductors and biotech","R&D platform provider","pending current evidence","montecaldera_official_site_2026","0.72","manual_override","manual_override","","","","pending_research","","","","Official site describes advanced-physics molecular modeling to accelerate materials discovery for energy, chemicals, semiconductors and biotech with sustainability applications.","biobased chemistry and advanced materials","core","include","official_website_signal_material_transition","montecaldera_official_site","CL"
