"startup_id","startup_name","scope_decision","scope_status","scope_basis","scope_reason","macro_theme","emergent_theme","market_label","transition_function","technical_stack","industry_destination","thesis_fit","assignment_method","taxonomy_confidence","structured_country","structured_sector","trl_current","trl_current_status","valuation_tier","data_quality_score_10","quality_band","research_priority","missing_signals","startup_summary_v1","business_one_liner","materiality_signal","thesis_scope_note","source_url","source_type","source_date","evidence_excerpt","summary_confidence","review_status","last_reviewed_at","bio_lens_tags","domain_tags","technology_tags","scale_tags"
"inner_cosmos","Inner Cosmos","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","neurotherapeutic medical devices","brain-computer-interface therapy for depression","treatment-resistant-depression-to-embedded-neurotherapeutic-intervention","brain-computer interface; neurostimulation; embedded device; depression therapy; neural circuits","mental health, neurology and neurotechnology","core","manual_override","0.84","US","Human Health","","pending_research","1","8.5","high","3","needs_current_trl_research","Inner Cosmos is a neurotechnology company developing a minimally invasive embedded brain-computer-interface therapy for treatment-resistant depression. Its Digital Pill is designed to read and stimulate brain networks, with public FDA early-feasibility milestones. It belongs inside BIO VC LATAM as neurotherapeutic medtech: a device-based biological intervention on neural circuits, not generic AI or wellness software.","Embedded brain-computer-interface therapy for depression.","high","Include as neurotherapeutic medtech; keep LATAM linkage under watch if needed.","https://innercosmos.ai/","official_website","2026-05-08","Official site describes the Digital Pill as an embedded BCI designed to treat depression and notes FDA-approved early feasibility study milestones.","high","reviewed","2026-05-08","biocentric; human-health-bio; planetary-boundary; regenerative","diagnostics-medtech; human-health; therapeutics-regenerative","ai-data; therapeutics","human-scale; planetary-scale; product-scale"
"innova_space","Innova Space","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","satellite IoT and planetary monitoring","satellite IoT for planetary and agricultural monitoring","unobserved-remote-systems-to-satellite-enabled-planetary-monitoring","picosatellites; satellite IoT; environmental monitoring; water-quality monitoring; agriculture monitoring; remote sensing","environmental monitoring, agriculture, water quality and remote infrastructure","core","manual_override","0.84","AR","Other / Unclassified","","pending_research","2","8","medium","4","needs_current_trl_research","Innova Space deploys picosatellites and satellite-IoT connectivity for remote monitoring applications, including environmental sensing, water-quality monitoring, agriculture, maritime activity and remote infrastructure. It is not biotech and not generic aerospace for this project: its BIO VC LATAM relevance is planetary-boundary infrastructure that makes distributed environmental and agricultural systems observable. It should cluster with planetary monitoring, climate resilience and resource intelligence.","Satellite IoT for environmental, water and agriculture monitoring.","medium-high","Include as planetary monitoring infrastructure, not as generic aerospace.","https://www.innova-space.com/en/","official_website","2026-05-08","Official site highlights environmental, farming, water-quality and maritime monitoring applications enabled by its satellite IoT platform.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food; climate-resource","ai-data; iot; remote-sensing","agroecosystem-scale; industrial-scale; planetary-scale"
"innovai","Innovai","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","seafood shelf-life bioactive coating platform","short-shelf-life-seafood-to-bioactive-extended-freshness","bioactive compounds; food preservation; seafood processing","seafood and food supply chains","core","manual_override","0.89","CL","","","pending_research","","8","medium","4","needs_current_trl_research","Startup chilena de foodtech que aplica compuestos bioactivos a filetes de salmón para extender su vida útil y reducir pérdidas en cadena de frío. Entra claramente por food biotech.","Seafood shelf-life bioactive coating platform.","high","Entra claramente por preservación alimentaria con bioactivos y reducción de food loss.","https://theganeshalab.com/startup/innovai/","official_portfolio_profile","2026-04-24","The Ganesha Lab says Innovai applies bioactive compounds on salmon fillets to keep them fresh for at least 50% more days.","high","reviewed","2026-05-08","","agri-food","ai-data","industrial-scale; product-scale"
"inprenha","Inprenha","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","animal reproduction biotech platform","low-pregnancy-rates-in-mammals-to-biotech-assisted-reproduction","protein biotechnology; animal reproduction","animal reproduction and livestock","core","manual_override","0.89","BR","","","pending_research","","8","medium","4","needs_current_trl_research","Brazilian animal-reproduction biotechnology company developing a protein-based technology intended to increase pregnancy rates in mammals. The available source is still a fund portfolio signal rather than a detailed company website, but the mechanism and market are clearly biological: fertility, livestock reproduction and animal productivity. It belongs inside BIO VC LATAM as animal biotech for reproductive efficiency in living production systems.","Protein-based animal reproduction biotech.","high","Include, but keep source quality medium until an official company/product source is found.","https://www.spventures.com.br/","official_portfolio_profile","2026-05-06","SP Ventures legacy portfolio describes development of a protein that increases the pregnancy rate in mammals in an unprecedented way.","medium","reviewed","2026-05-08","biocentric; regenerative","agri-food","ai-data","agroecosystem-scale; product-scale"
"inventa","Inventa","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","BR","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"invitrall","Invitrall","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","in vitro human organ models and drug testing","in-vitro human organ models for drug testing","low-predictive-preclinical-testing-to-human-relevant-organ-models","in-vitro organ models; human tissue models; toxicology; efficacy testing; drug discovery; translational medicine","drug discovery, toxicology, pharma R&D and regenerative medicine","core","manual_override","0.82","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Invitrall is a biotechnology company developing in-vitro human organ models to evaluate compound efficacy and toxicity with higher biological relevance than conventional preclinical assays. Its core is organ-model and organoid-like testing infrastructure for drug discovery, toxicology and translational medicine. It is not a food ingredient or biofactory case; it should cluster with regenerative medicine, human organ models, drug testing and therapeutic R&D infrastructure.","In-vitro human organ models for efficacy and toxicity testing.","high","Include as therapeutic R&D / organ-model infrastructure, not food biotech.","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","GRIDX portfolio says Invitrall develops in-vitro human organ models for evaluating efficacy and toxicity.","high","reviewed","2026-05-08","biocentric; human-health-bio; planetary-boundary; regenerative","agri-food; human-health; therapeutics-regenerative","therapeutics","human-scale; industrial-scale; planetary-scale; territorial-scale"
"iof","Iof","exclude","provisional","internal_structured_inference","insufficient_public_evidence_and_no_defensible_materiality_signal","peripheral or underclassified ventures","unclassified / needs review resolved","insufficiently documented venture","unknown","insufficient_public_evidence","unknown","under_review","manual_override","0.52","","Other / Unclassified","","pending_research","1","8","medium","2","country_unconfirmed","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","low","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","","portfolio_or_official_override","2026-05-08","Could not establish a defensible thesis-core signal from available public evidence.","medium","seeded","2026-05-08","","","",""
"jampp","Jampp","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","AR/US","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"jetbov","JetBov","include","confirmed","external_auditable_source","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","beef cattle management intelligence platform","manual-beef-chain-operations-to-digital-cattle-management","livestock software; herd management; traceability","beef cattle production","core","manual_override","0.8","BR","","","pending_research","","8","medium","4","needs_current_trl_research","Agtech brasileña para gestion de rodeos y digitalizacion de la cadena de ganaderia vacuna. Entra por precision agriculture intelligence aplicada a sistemas vivos de produccion animal.","Beef cattle management intelligence platform.","medium","Entra como inteligencia operacional sobre sistema material de proteina animal.","https://spventures.com.br/portfolio/jetbov/","official_portfolio_profile","2026-04-24","SP Ventures founder quote says JetBov makes the beef cattle chain more efficient and sustainable through digital technologies.","medium","reviewed","2026-05-08","biocentric","agri-food","ai-data","agroecosystem-scale"
"kangu","Kangu","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","BR","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"keclon","Keclon","include","confirmed","external_auditable_source","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","precision fermentation biosolutions platform","conventional-industrial-processing-to-microbial-biosolutions","precision fermentation; microorganisms; enzyme development","food, feed, biofuels, beauty and care","core","manual_override","0.94","AR","Digital Economy","","pending_research","2","8.5","high","3","needs_current_trl_research","Empresa biotech integrada que usa precision fermentation y microorganismos para desarrollar enzimas industriales, bioactivos y alternativas proteicas mas sustentables.","Precision fermentation biosolutions platform.","high","Entra por biomanufacturing y bioindustry.","https://keclon.com/","official_website","2026-04-22","Official site describes a fully integrated biotech company using precision fermentation and microorganisms to produce enzymes, bioactives and alternative proteins.","high","reviewed","2026-05-08","biobased; bio-enabled-industrial-transition","agri-food; biomanufacturing; industrial-biotech","ai-data; biomanufacturing; enzymes; fermentation; precision-fermentation","industrial-scale; molecular-scale"
"kigui","Kigüi","include","confirmed","external_auditable_source","official_website_signal_material_resource_efficiency","climate, energy and resource systems","climate and resource intelligence platforms","AI copilot for retail waste and rotation management","food-loss-and-retail-waste-to-better-rotation-and-lower-losses","AI task prioritization; expiry tracking; shelf validation","retail food and CPG operations","core","manual_override","0.73","MX/AR","Bio·Industry","","pending_research","1.5","9","high","4","needs_current_trl_research","Plataforma de IA para retail que detecta expiraciones, faltantes y ejecucion promocional para reducir mermas y mejorar rotacion en alimentos y consumo masivo. Se mantiene adentro como caso borde de eficiencia material y desperdicio.","AI copilot for retail waste and rotation management.","medium","Caso borde que se mantiene por su impacto material sobre desperdicio y rotacion de alimentos, no por software horizontal generalista.","https://kigui.io/en/","official_website","2026-04-22","Official site describes AI for expiry-based stock accuracy, task prioritization and promotion execution to reduce losses in retail operations.","medium","reviewed","2026-05-08","circular; planetary-boundary","agri-food; climate-resource","ai-data","planetary-scale"
"kilimo","Kilimo","include","confirmed","external_auditable_source","official_website_signal_planetary_boundary_water_stewardship","climate, energy and resource systems","water intelligence for resilient agriculture","climate ag platform","water-stress-to-efficient-irrigation","data platform; agronomy; climate measurement","agriculture and watershed management","core","manual_seed","0.7","AR","Bio·Industry","","pending_research","3","9","high","5","needs_current_trl_research","Kilimo is a Latin American water-positive agriculture and climate platform connecting companies, farmers, NGOs and public-sector actors to improve irrigation efficiency and watershed security. Its work combines technology, agronomic practices and collective action projects so farmers optimize irrigation and stressed basins recover water availability. It belongs inside BIO VC LATAM as planetary-boundary water stewardship infrastructure for agriculture and ecosystem resilience.","Water-positive irrigation and watershed stewardship platform.","high","Include as water/planetary-boundary infrastructure linked directly to agricultural production and basin resilience.","https://kilimo.com/","official_website","2026-05-06","Official site describes Kilimo as working with companies, organizations and farmers to strengthen water security in stressed basins, improve irrigation efficiency and support water-positive projects across Latin America.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food; biodiversity-nature; climate-resource","ai-data","agroecosystem-scale; industrial-scale; planetary-scale; territorial-scale"
"kresko_rnatech","Kresko RNAtech","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","fresh-food bioactive RNA ingredients","rapidly-lost-food-bioactives-to-stable-health-relevant-ingredients","bioactive RNA isolation; food extracts; functional ingredient stabilization","food, nutrition and gut health","core","manual_override","0.88","AR/US","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup food biotech que aísla RNAs bioactivos de alimentos frescos y los estabiliza en extractos funcionales. Entra en tesis por food biotech and novel ingredients.","Bioactive RNA extracts from fresh food.","high","Entra por ingrediente funcional claramente biobasado y por su interfaz con nutrición, salud y alimentos.","https://sosv.com/company/kresko-rnatech/","official_company_profile","2026-04-21","SOSV says Kresko isolates supernutrient bioactive RNAs from fresh foods and stabilizes them into extracts with health-relevant effects.","high","reviewed","2026-05-08","human-health-bio","agri-food; human-health","","human-scale; product-scale"
"krilltech","Krilltech","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","nano-biofertilizers and plant physiology","nano-biofertilizer and plant physiology platform","conventional-fertilization-to-nano-enabled-plant-performance","organic nanostructures; biofertilizer; biofortification; nutrient carrier; plant physiology; crop input","crop production, plant nutrition and agricultural biologicals","core","manual_override","0.88","BR","","","pending_research","","8","medium","4","needs_current_trl_research","Krilltech is a Brazilian agtech developing sustainable crop-input technology based on organic nanostructures that act as fertilizer, biofortificant and nutrient carrier to improve plant performance. Its Arbolin Biogenesis product is described as organic, nano-structured, non-toxic and biocompatible. It belongs inside BIO VC LATAM as crop-resilience input technology, plant physiology and nano-biofertilizer infrastructure.","Nano-biofertilizer and plant physiology platform.","high","Include as ag biologicals / crop input technology.","https://krilltech.com.br/","official_website","2026-05-08","Official website describes Arbolin Biogenesis as organic nano-structured, non-toxic and biocompatible, acting as fertilizer, biofortificant and nutrient carrier.","high","reviewed","2026-05-08","biobased; biocentric; planetary-boundary; regenerative","agri-food","ai-data; bioinputs","agroecosystem-scale; human-scale; industrial-scale; planetary-scale; product-scale"
"laurus","Laurus","include","confirmed","external_auditable_source","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","precision fermentation and recombinant biomanufacturing","animal-derived-and-less-consistent-inputs-to-animal-free-biomanufactured-proteins","precision fermentation; recombinant technology; animal-free protein manufacturing","biopharma, food, health, nutrition and personal care","core","manual_override","0.91","AR","Agri·Food·Land Use","","pending_research","1.5","8.5","high","3","needs_current_trl_research","Biomanufacturing company with deep expertise in precision fermentation, recombinant DNA technology and microbial cell factories. It produces animal-origin-free recombinant proteins, growth factors and cell-culture media supplements for biopharma, vaccines, cultured meat, regenerative medicine, food, health, nutrition and personal care. It belongs inside BIO VC LATAM as core bioindustrial infrastructure enabling animal-free inputs and scalable precision-fermentation manufacturing.","Precision fermentation and recombinant biomanufacturing company.","high","Core include: bioindustrial platform producing animal-free recombinant proteins and growth factors at manufacturing scale.","https://laurus.bio/about-us/","official_website","2026-05-06","Official site describes Laurus Bio as an integrated biomanufacturing organization with precision fermentation and recombinant DNA technology producing animal-free recombinant proteins, growth factors and CDMO services across biopharma, food, health and nutrition.","high","reviewed","2026-05-08","biobased; biocentric; bio-enabled-industrial-transition; human-health-bio; planetary-boundary; regenerative","agri-food; biomanufacturing; human-health; industrial-biotech; therapeutics-regenerative","ai-data; biomanufacturing; fermentation; precision-fermentation; therapeutics","agroecosystem-scale; human-scale; industrial-scale; molecular-scale; territorial-scale"
"laurus_ag_tech","Laurus AG Tech","include","confirmed","external_auditable_source","official_portfolio_signal_material_ag_system","climate, energy and resource systems","climate and resource intelligence platforms","autonomous urban farming network","long-food-miles-and-costly-vertical-farms-to-low-cost-urban-production","distributed autonomous farming infrastructure","fresh vegetables and urban food supply","core","manual_override","0.7","AR","Other / Unclassified","","pending_research","1","8","medium","4","needs_current_trl_research","Laurus AG Tech is an urban-farming startup building decentralized autonomous farms that produce fresh vegetables close to consumers. Its public profile describes low-CAPEX, low-OPEX systems deployed in unused city spaces to reduce logistics, increase access to affordable fresh produce and improve resource efficiency. It belongs inside BIO VC LATAM as controlled-environment food-production infrastructure, though it is an edge case rather than biotech.","Autonomous urban farming network.","medium","Include as material food-production infrastructure with biocentric living-crop systems; edge because the mechanism is farming infrastructure, not biotech.","https://www.f6s.com/company/laurusagtech","external_profile","2026-05-06","F6S profile describes autonomous urban farms producing affordable fresh vegetables in decentralized city spaces with lower capital and operating costs.","medium","reviewed","2026-05-08","biocentric; planetary-boundary","agri-food; climate-resource","ai-data","agroecosystem-scale; industrial-scale; planetary-scale; territorial-scale"
"leaf","Leaf","include","confirmed","external_auditable_source","bio_centric_agriculture_data_infrastructure","precision agriculture and resource intelligence","agriculture data infrastructure","unified API and data infrastructure for food and agriculture","fragmented-farm-data-to-interoperable-agriculture-data-infrastructure","farm data API; machine data translation; field boundaries; crop monitoring; prescriptions; irrigation data","food and agriculture software infrastructure","core","manual_override","0.84","US/BR","","","pending_research","","8","medium","4","needs_current_trl_research","Agriculture data-infrastructure company providing a unified API for food and agriculture, translating machine, field, imagery, weather and agronomic data into consistent formats. It belongs inside BIO VC LATAM as enabling infrastructure for agricultural data interoperability and planetary-boundary applications.","Unified API and data infrastructure for food and agriculture.","medium","Include: official source describes Leaf as a unified API for food and agriculture and the backbone for agricultural data.","https://withleaf.io/","official_website","2026-04-29","Official website describes a unified API for food and agriculture that retrieves and manages farm data in consistent formats across machinery, imagery, weather and other sources.","high","reviewed","2026-05-08","biocentric; planetary-boundary","agri-food","ai-data; remote-sensing","agroecosystem-scale; industrial-scale; planetary-scale"
"lemon","Lemon","exclude","provisional","internal_structured_inference","full_digital_fintech_no_bio_materiality_signal","peripheral or non-core digital ventures","crypto and consumer fintech","consumer crypto wallet and financial app","cash-and-crypto-friction-to-consumer-crypto-finance-app","crypto wallet; payments; card; fintech app","consumer fintech and crypto","peripheral","manual_override","0.82","AR","Digital Economy","","pending_research","2","9.5","high","2","","Aplicacion cripto/fintech de consumo. Queda fuera por infraestructura financiera digital sin materialidad bio, biobased o regenerativa.","Consumer crypto wallet and financial app.","low","Sale por fintech/crypto generalista.","","manual_public_signal","2026-04-23","Public signals identify Lemon as a consumer crypto-fintech app rather than a BIO startup.","low","seeded","2026-05-08","","","",""
"lemu","Lemu","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","biodiversity MRV and nature intelligence","biodiversity MRV and nature intelligence","opaque-nature-impact-to-measurable-biodiversity-MRV","biodiversity MRV; satellite imagery; ecological indicators; AI; nature intelligence; planetary monitoring","biodiversity, conservation, land stewardship and nature-positive finance","core","manual_override","0.9","CL","","","pending_research","","8","medium","4","needs_current_trl_research","Lemu is a Chilean nature-intelligence startup building Atlas, a biodiversity and nature-MRV platform that measures and manages nature-related impact using ecological indicators, satellite imagery, AI and the Lemu Nge biodiversity satellite. It is not agri-market software; it should cluster with nature restoration, biodiversity measurement, planetary monitoring and ecological intelligence infrastructure.","Nature intelligence and biodiversity MRV platform.","high","Include as planetary-boundary nature intelligence.","https://www.le.mu/","official_website","2026-05-08","Official site describes Atlas as nature intelligence combining ecological science, multi-modal sources and AI, powered by Lemu Nge, a biodiversity-focused satellite.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food; biodiversity-nature; climate-resource","ai-data; carbon-mrv; remote-sensing","agroecosystem-scale; industrial-scale; planetary-scale; territorial-scale"
"levya","Levya","include","confirmed","external_auditable_source","official_website_signal_bio_based_food_and_cosmetic_ingredients","food biotech and novel ingredients","food ingredients and biofactories","precision-fermented sustainable fats and oils","palm-cocoa-shea-dependence-to-fermentation-derived-sustainable-oils","wild yeast strains; precision fermentation; lipid profiling; food formulation","food, cosmetics and personal care ingredients","core","manual_override","0.92","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup biotech que produce grasas y aceites sostenibles con precision fermentation usando levaduras salvajes no GMO. Entra por food ingredients / biomateriales para alimentos y cosmetica.","Precision-fermented sustainable fats and oils.","high","Entra por ingrediente biofabricado de sustitucion material.","https://levyabio.com/","official_website","2026-04-23","Official site describes Levya as producing sustainable fats and oils using wild non-GMO yeasts and precision fermentation.","high","reviewed","2026-05-08","biobased; bio-enabled-industrial-transition","agri-food; biomanufacturing; biomaterials","biomaterials; fermentation; precision-fermentation","product-scale"
"lia_aeospace","LIA Aeospace","exclude","confirmed","external_auditable_source","official_site_signal_non_thesis_space_infrastructure","frontier hardware and infrastructure systems","green satellite propulsion systems","green propulsion for satellites","satellite-deployment-friction-to-greener-space-propulsion","green bipropellant propulsion; aerospace engineering","space economy","core","manual_override","0.84","AR","Other / Unclassified","","pending_research","1.5","8.5","high","1","","Empresa aeroespacial que desarrolla propulsion verde para satelites y spacecraft. Queda afuera porque, aunque habla de descarbonizar la economia espacial, sigue siendo infraestructura espacial generalista y no tesis-core.","Green propulsion for satellites.","low","Queda afuera por ser space-tech generalista con acople demasiado indirecto a limites planetarios.","https://lia-aerospace.com/","official_website","2026-04-21","Official site describes green, non-toxic propulsion systems for last-mile satellite delivery and spacecraft.","high","reviewed","2026-05-08","","","remote-sensing","industrial-scale"
"libera","Libera","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","extracellular vesicles for inflammatory disease","limited-inflammatory-disease-treatment-to-vesicle-based-biological-therapies","extracellular vesicles; inflammatory disease therapeutics","therapeutics","core","manual_override","0.83","AR","Agri·Food·Land Use","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup therapeutics que usa vesiculas extracelulares para combatir enfermedades inflamatorias. Entra en tesis por therapeutics and regenerative medicine.","Extracellular vesicles to fight inflammatory diseases.","high","Entra por biologia terapeutica clara y no por software o mercado generalista.","https://sf500.com.ar/","official_portfolio_profile","2026-04-20","SF500 portfolio describes extracellular vesicles to fight inflammatory diseases.","medium","reviewed","2026-05-08","biocentric; human-health-bio; planetary-boundary; regenerative","agri-food; human-health; therapeutics-regenerative","ai-data; therapeutics","agroecosystem-scale; human-scale; territorial-scale"
"lifit","Lifit","exclude","provisional","internal_structured_inference","consumer_software_without_thesis_core_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","consumer wellness or productivity software","manual-and-fragmented-operations-to-digital-coordination","consumer app workflows","consumer software","peripheral","manual_override","0.58","","Other / Unclassified","","pending_research","1","8","medium","2","country_unconfirmed","consumer wellness or productivity software para consumer software. Queda afuera por consumer_software_without_thesis_core_signal.","consumer wellness or productivity software para consumer software.","low","Queda afuera por consumer_software_without_thesis_core_signal.","","portfolio_or_official_override","2026-05-08","Available public signals point to a consumer app, not a thesis-core bio, regenerative or climate-material startup.","medium","seeded","2026-05-08","planetary-boundary","climate-resource","ai-data","industrial-scale; planetary-scale"
"limay_biosciences","Limay Biosciences","include","confirmed","external_auditable_source","institutional_public_source_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","portable molecular diagnostics","centralized-lab-diagnostics-to-portable-molecular-testing","portable PCR; molecular diagnostics; point-of-care devices","healthcare, veterinary medicine and food testing","core","manual_override","0.88","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup argentina de diagnostico molecular portatil que busca llevar precision tipo PCR a contextos sin laboratorio centralizado. Entra en tesis por diagnostics and medtech.","Portable molecular diagnostics company.","high","Entra por medtech diagnostica concreta y de base biologica.","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","institutional_public_source","2026-04-20","Public institutional profile says Limay develops portable molecular diagnostics that deliver PCR-accurate results in under an hour without centralized labs or specialized personnel.","high","reviewed","2026-05-08","human-health-bio","agri-food; diagnostics-medtech; human-health","diagnostics","human-scale; molecular-scale; product-scale"
"lipock","Lipock","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","drug delivery and bioactive formulation platforms","lipid nanocapsule drug-delivery and formulation platform","hard-to-formulate-actives-to-lipid-nanocapsule-delivery","lipid nanocapsules; encapsulation; drug delivery; hydrophobic actives; formulation technology","therapeutics, cosmetics and bioactive health-product formulation","core","manual_override","0.82","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Lipock develops lipid nanocapsules that improve the efficacy of volatile and hydrophobic active compounds. The core semantic signal is drug delivery and bioactive formulation: nanoscale lipid encapsulation used to stabilize, deliver or improve actives that are otherwise difficult to formulate. It belongs inside BIO VC LATAM as nanomedicine / formulation infrastructure for therapeutics, cosmetics or bioactive health products.","Lipid nanocapsule platform for volatile and hydrophobic actives.","high","Include as biomedical formulation and drug-delivery technology.","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","GRIDX portfolio says Lipock develops lipid nanocapsules that improve the efficacy of volatile and hydrophobic actives.","high","reviewed","2026-05-08","biocentric; human-health-bio; planetary-boundary; regenerative","biomaterials; human-health; therapeutics-regenerative","ai-data; therapeutics","human-scale; industrial-scale; planetary-scale; product-scale"
"logan","Logan","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","adtech and media data platform","manual-and-fragmented-operations-to-digital-coordination","mobility media; audience data; advertising technology","marketing and media","peripheral","manual_override","0.9","","Other / Unclassified","","pending_research","1","8","medium","2","country_unconfirmed","adtech and media data platform para marketing and media. Queda afuera por full_digital_no_materiality_signal.","adtech and media data platform para marketing and media.","low","Queda afuera por full_digital_no_materiality_signal.","","portfolio_or_official_override","2026-05-08","Official site describes a media and data company focused on advertising, audiences and programmatic formats.","medium","seeded","2026-05-08","","","ai-data","industrial-scale"
"logshare","LogShare","include","confirmed","external_auditable_source","official_website_signal_material_logistics_system","climate, energy and resource systems","low-emission logistics and supply-chain efficiency","collaborative freight decarbonization platform","empty-return-trips-and-fragmented-cargo-routes-to-lower-emission-logistics","collaborative freight sharing; route matching; monitoring; traceability; CO2 analytics","cargo transportation, logistics and material supply chains","core","manual_override","0.82","BR","Digital Economy","","pending_research","1.5","8.5","high","3","needs_current_trl_research","LogShare is a Brazilian collaborative logistics platform that matches freight capacity, return routes and shipper demand to reduce empty trips, transport costs and avoidable emissions. Its system adds monitoring, traceability and CO2 analytics to cargo operations. It is a border case for BIO VC LATAM, included as planetary-boundary infrastructure for material supply-chain efficiency rather than as bio-based technology.","Collaborative freight-sharing platform for lower-emission logistics.","medium","Include as a planetary-boundary and logistics-efficiency edge case; keep separate from biological or agricultural clusters.","https://www.logshare.com.br/embarcadores?lang=en","official_website","2026-05-08","Official site describes collaborative freight sharing, route coordination, monitoring, traceability and CO2 reduction for cargo transportation and return freight.","medium-high","reviewed","2026-05-08","biobased; planetary-boundary","agri-food; climate-resource","ai-data","agroecosystem-scale; industrial-scale; planetary-scale; territorial-scale"
