"Id","Label","Theme","ClusterId","Country","QualityBand","QualityScore","ReviewStatus","SourceUrl","SourceType","MarketLabel","TransitionFunction","TechnicalStack","IndustryDestination","Summary","OneLiner","SemanticScore","SemanticMargin","SemanticConfidence","Size","r","g","b"
"heartbest","Heartbest","food ingredients and biofactories","cluster_2","MX","medium","8","seeded","https://theyieldlablatam.com/companies/heartbest/","official_portfolio_profile","plant-based dairy foodtech","animal-dairy-to-plant-based-food-systems","plant-based dairy formulation; food technology","food and beverage","FoodTech enfocada en productos lácteos plant-based como quesos, leches y spreads. Entra en tesis por transición material desde sistemas lácteos animales hacia alimentos de base vegetal.","Plant-based dairy foodtech.","28","20.4","high","12.4","11","181","214"
"kresko_rnatech","Kresko RNAtech","food ingredients and biofactories","cluster_2","AR/US","medium","8","reviewed","https://sosv.com/company/kresko-rnatech/","official_company_profile","fresh-food bioactive RNA ingredients","rapidly-lost-food-bioactives-to-stable-health-relevant-ingredients","bioactive RNA isolation; food extracts; functional ingredient stabilization","food, nutrition and gut health","Startup food biotech que aísla RNAs bioactivos de alimentos frescos y los estabiliza en extractos funcionales. Entra en tesis por food biotech and novel ingredients.","Bioactive RNA extracts from fresh food.","26.6","20.6","high","12.4","11","181","214"
"laurus_ag_tech","Laurus AG Tech","food ingredients and biofactories","cluster_2","","fragile","5","seeded","https://www.f6s.com/company/laurusagtech","official_portfolio_profile","autonomous urban farming network","long-food-miles-and-costly-vertical-farms-to-low-cost-urban-production","distributed autonomous farming infrastructure","fresh vegetables and urban food supply","Startup de granjas autonomas urbanas que produce vegetales frescos mediante infraestructura distribuida de bajo CAPEX y baja huella, acercando la produccion a la ciudad.","Autonomous urban farming network.","33.6","23","high","10","11","181","214"
"michroma","Michroma","food ingredients and biofactories","cluster_2","AR/US","high","9","seeded","https://www.michroma.co/who-we-are","official_website","food ingredients; bioindustry","synthetic-to-biobased-functional-ingredients","fermentation; fungal or microbial engineering","food, beverage and consumer ingredients","Michroma uses fungal synthetic biology and precision fermentation to create natural food color ingredients. Entra en tesis por food biotech and novel ingredients. TRL actual inferido: 6.","Michroma uses fungal synthetic biology and precision fermentation to create natural food color ingredients.","42.9","22.2","high","13.2","11","181","214"
"microterra","MicroTerra","food ingredients and biofactories","cluster_2","MX","medium","8","reviewed","https://sosv.com/company/microterra/","official_company_profile","aquatic plant functional ingredients","polluting-aquaculture-to-water-cleaning-functional-ingredient-production","lemna cultivation; aquafarm integration; plant-based ingredient processing","plant-based food and food ingredients","Startup de ingredientes funcionales plant-based que cultiva lemna en acuifarms para producir ingredientes alimentarios mientras limpia agua y reduce huella hídrica. Entra en tesis por food biotech and novel ingredients.","Water-cleaning plant-based functional ingredients from lemna.","45.9","38","high","12.4","11","181","214"
"nanoingreen","Nanoingreen","food ingredients and biofactories","cluster_2","AR","high","8.5","seeded","https://nanoingreen.com","candidate_website_from_user_csv","natural ingredient encapsulation","less-effective-natural-ingredients-to-encapsulated-stable-formulations","nanotechnology; ingredient encapsulation","food, cosmetics and health","Startup de nanotecnologia que encapsula ingredientes naturales para mejorar su uso en aplicaciones alimentarias, cosmeticas o de salud. Entra en tesis por biobased chemistry and advanced materials.","Nanotechnology for encapsulating natural ingredients.","30.1","23.1","high","12.8","11","181","214"
"nat4bio","Nat4Bio","food ingredients and biofactories","cluster_2","AR","high","8.5","reviewed","https://sosv.com/company/nat4bio/","official_company_profile","edible anti-spoilage coatings for fruit","chemical-fungicides-and-waxes-to-natural-zero-residue-food-protection","microbial fermentation; bacteria and fungi-derived edible coatings; food preservation biotech","fresh produce and food supply chains","Startup food biotech que desarrolla recubrimientos comestibles, naturales y sin residuos para proteger frutas del deterioro. Entra en tesis por food biotech and novel ingredients.","Natural zero-residue edible coatings for fresh fruit.","17.5","8.1","medium","12.8","11","181","214"
"naturannova","Naturannova","food ingredients and biofactories","cluster_2","CL","medium","8","reviewed","https://naturannova.com/","official_website","ai-enabled sustainable protein ingredient platform","commodity-protein-limitations-to-novel-clean-label-ingredients","AI; bioinformatics; lab validation; microorganism-based production","food ingredients and protein innovation","Startup foodtech que usa IA, bioinformatica y microorganismos para descubrir y producir ingredientes proteicos naturales y sustentables, incluyendo proteinas dulces.","AI and bioinformatics for sustainable protein ingredients.","38.2","31.2","high","12.4","11","181","214"
"tomorrow_foods","Tomorrow Foods","food ingredients and biofactories","cluster_2","AR","high","8.5","reviewed","https://www.tomorrowfoods.com.ar/nosotros","official_website","foodtech ingredients; alternative proteins","animal-and-conventional-to-biobased-food-systems","protein formulation; ingredient processing; fermentation","food and beverage","Empresa de ingredientes plant-based que desarrolla sistemas proteicos vegetales e integrados para lanzar alimentos mas saludables y sustentables. Entra en tesis por food biotech and novel ingredients.","Plant-based ingredient company.","50.3","45.4","high","12.8","11","181","214"
"trebe_biotech","Trebe Biotech","food ingredients and biofactories","cluster_2","AR","medium","8","seeded","https://sf500.com.ar/","official_portfolio_profile","affordable complex proteins","expensive-hard-to-access-complex-proteins-to-simpler-affordable-production","complex protein production; biotech manufacturing","food and biotech ingredients","Startup que busca hacer mas simples y accesibles las proteinas complejas. Entra en tesis por food biotech and novel ingredients como plataforma ligada a produccion biologica de proteinas.","Complex proteins, simple and affordable.","22.1","13.9","high","12.4","11","181","214"
"updairy","Updairy","food ingredients and biofactories","cluster_2","SG/AR","medium","8","seeded","https://updairy.com","candidate_website_from_user_csv","animal-free dairy proteins","animal-dairy-production-to-animal-free-dairy-proteins","fermentation; dairy protein production","food industry","Startup food biotech que produce proteinas lacteas sin animales mediante fermentacion. Entra en tesis por food biotech and novel ingredients.","Animal-free dairy proteins through fermentation.","36.9","21.6","high","12.4","11","181","214"
"apexzymes","APEXzymes","industrial enzymes and bioprocess platforms","cluster_3","","medium","7.5","reviewed","https://apexzymes.com/","official_website","industrial enzyme company","high-cost-and-linear-industrial-processing-to-lower-cost-biobased-catalysis","fungal engineering; enzyme bioprocessing; circular feedstocks","food, paper, biorefinery and biofuels","Startup de biotech industrial que desarrolla enzimas de bajo costo usando hongos filamentosos y subproductos agroindustriales para hacer procesos mas sustentables. Entra en tesis por biomanufacturing and bioindustrial platforms.","Industrial enzyme company using circular feedstocks.","28.5","18.9","high","12","139","195","74"
"argentag","ArgenTAG","industrial enzymes and bioprocess platforms","cluster_3","","medium","8","reviewed","https://sosv.com/company/argentag/","official_company_profile","single-cell long-read sequencing platform","high-cost-single-cell-sequencing-to-scalable-long-read-access","single-cell genomics; long-read sequencing; sequencing workflow software and tools","biopharma, biomedical research and life-science labs","Startup de herramientas genómicas que desarrolla una solución escalable de single-cell sequencing para secuenciadores long-read. Entra en tesis por computational biology and scientific software.","Scalable single-cell long-read sequencing platform.","52.9","46.9","high","12.4","139","195","74"
"bybug","ByBug","industrial enzymes and bioprocess platforms","cluster_3","","medium","7.5","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","insect-based therapeutics biomanufacturing","conventional-biomanufacturing-to-insect-based-production","genetically modified insects; therapeutic manufacturing; biotech production","therapeutics manufacturing","Startup biotech que usa insectos geneticamente modificados para biomanufactura terapeutica. Entra en tesis por biomanufacturing and bioindustrial platforms.","Therapeutics manufacturing with engineered insects.","34.5","28","high","12","139","195","74"
"cellargen_biotech","Cellargen Biotech","industrial enzymes and bioprocess platforms","cluster_3","","medium","7","reviewed","https://www.unl.edu.ar/noticias/news/view/la_fbcb_y_cellargen_biotech_s_r_l_producir%C3%A1n_insumos_biotecnol%C3%B3gicos","institutional_public_source","recombinant biotherapeutics and vaccine biomanufacturing","animal-derived-and-classical-vaccines-to-recombinant-biotherapeutics","recombinant proteins; genetic engineering; cell culture; bioprocessing","animal and human health","Empresa biotech santafesina que desarrolla vacunas recombinantes, hormonas y otros insumos bioterapeuticos para salud humana y animal. Entra en tesis por biomanufacturing and bioindustrial platforms.","Recombinant biotherapeutics and vaccine company.","22.1","13.7","high","11.6","139","195","74"
"elytron_biotech","Elytron Biotech","industrial enzymes and bioprocess platforms","cluster_3","","fragile","5.5","reviewed","https://www.elytronbiotech.com/?lang=en","official_website","industrial biotech and biological tools","synthetic-and-fragmented-production-to-bioenabled-production","enzymes; molecular biology; microbial platforms","industrial biotech and research markets","Biotech que convierte tecnologia de frontera en productos biologicos de alto rendimiento para agricultura y bioindustria, acelerando desarrollo con una plataforma impulsada por IA. Entra en tesis por biomanufacturing and bioindustrial platforms.","Plataforma biotech para productos biologicos de alto rendimiento.","25.3","15.8","high","10.4","139","195","74"
"enzyva","Enzyva","industrial enzymes and bioprocess platforms","cluster_3","","medium","7.5","reviewed","https://www.enzyvo.com/about","official_website","programmable biology platform","petrochemical-and-fragmented-manufacturing-to-bioenabled-production","enzyme design; precision biosensors; programmable biology","industrial manufacturing, diagnostics and biosensing","TechBio que desarrolla biología programable para manufactura verde, biosensores de precisión y diseño de enzimas. Entra en tesis por biomanufacturing and bioindustrial platforms.","Programmable biology platform.","34.3","25.5","high","12","139","195","74"
"keclon","Keclon","industrial enzymes and bioprocess platforms","cluster_3","AR","medium","8","reviewed","https://keclon.com/","official_website","precision fermentation biosolutions platform","conventional-industrial-processing-to-microbial-biosolutions","precision fermentation; microorganisms; enzyme development","food, feed, biofuels, beauty and care","Empresa biotech integrada que usa precision fermentation y microorganismos para desarrollar enzimas industriales, bioactivos y alternativas proteicas mas sustentables.","Precision fermentation biosolutions platform.","35.9","14.1","high","12.4","139","195","74"
"laurus","Laurus","industrial enzymes and bioprocess platforms","cluster_3","AR","medium","8","reviewed","https://laurus.bio/about-us/","official_website","precision fermentation and recombinant biomanufacturing","animal-derived-and-less-consistent-inputs-to-animal-free-biomanufactured-proteins","precision fermentation; recombinant technology; animal-free protein manufacturing","biopharma, food, health, nutrition and personal care","Empresa de biomanufactura basada en precision fermentation y tecnologia recombinante que produce proteinas y growth factors animal-free para biopharma, food, health and nutrition. Entra en tesis por biomanufacturing and bioindustrial platforms.","Precision fermentation and recombinant biomanufacturing company.","43.4","17.4","high","12.4","139","195","74"
"mavios","Mavios","industrial enzymes and bioprocess platforms","cluster_3","AR","medium","8","reviewed","https://mavios.ai/","official_website","digital twin for bioprocesses","slow-costly-bioprocess-scale-up-to-faster-in-silico-bioprocess-optimization","AI; digital twin; in silico simulation; bioprocess modeling","precision fermentation and bioindustrial companies","Startup de infraestructura bioindustrial que desarrolla un digital twin para bioprocesos y ayuda a empresas de fermentacion de precision a escalar mas rapido con simulaciones in silico. Entra en tesis por biomanufacturing and bioindustrial platforms.","AI-based digital twin for bioprocess scale-up.","29.5","9.7","medium","12.4","139","195","74"
"neocell","Neocell","industrial enzymes and bioprocess platforms","cluster_3","AR","medium","8","reviewed","https://neocellbiotech.com/","official_website","biopharma development and biosimilar platform","high-cost-biologics-development-to-scalable-biosimilar-production","cell line development; process optimization; formulation; analytical development","biopharma and biologics manufacturing","Empresa biotech enfocada en desarrollo, transferencia y manufactura de biosimilares y biologicos, desde clones y procesos hasta lotes preclinicos y clinicos.","Biopharma development and biosimilar platform.","28.7","20.6","high","12.4","139","195","74"
"stamm","Stämm","industrial enzymes and bioprocess platforms","cluster_3","AR","high","9","seeded","https://www.stamm.bio/about-us","official_website","biomanufacturing infrastructure","decentralized and digitized bioproduction","continuous bioprocessing; bioengineering; bio ai","biologics and cell therapies","Stamm develops continuous, automated biomanufacturing infrastructure and related bioengineering and AI tools for biologics and cell therapies. Entra en tesis por biomanufacturing and bioindustrial platforms. TRL actual inferido: 7.","Stamm develops continuous, automated biomanufacturing infrastructure and related bioengineering and AI tools for biologics and cell therapies.","60.9","57.4","high","13.2","139","195","74"
"alytix","Alytix","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://alytixbiotech.com/","official_website","bacteriophage therapeutics and prevention platform","antibiotic-resistance-to-targeted-phage-based-prevention-and-treatment","bacteriophage discovery; metagenomic diagnostics; phage-cocktail design","animal and human health","Startup biotech que desarrolla soluciones basadas en bacteriofagos para prevenir y tratar infecciones bacterianas en salud animal y humana, combinando herramientas microbiologicas, genomicas y bioinformaticas. Entra en tesis por biologia aplicada a salud y agro.","Bacteriophage therapeutics and prevention platform.","16.4","0.4","low","12","38","166","154"
"apasomics","Apasomics","therapeutics and regenerative bio","cluster_6","CR","medium","8","reviewed","https://www.apasomics.com/","official_website","targeted bone therapeutics and regenerative medicine","systemic-bone-treatment-to-targeted-biomimetic-delivery","nanotechnology; bone-targeted drug delivery; hydroxyapatite nanospheres","bone health and regenerative medicine","Startup de therapeutics que desarrolla nanomedicina biomimetica para llevar farmacos directamente al hueso. Entra en tesis por therapeutics and regenerative medicine.","Bone-targeted drug delivery startup.","27.4","24.6","high","12.4","38","166","154"
"ayuvant","Ayuvant","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.ayuvant.com/","official_website","therapeutic biotech and regenerative medicine","conventional-care-to-biology-enabled-therapies","RNA nanoparticles; immunotherapy; therapeutic platforms","biotech and healthcare","Startup de biotech terapeutico que desarrolla una inmunoterapia basada en nanoparticulas de RNA para instruir al sistema inmune a atacar celulas cancerosas. Entra en tesis por therapeutics and regenerative medicine.","Biotech terapeutica basada en RNA nanoparticle immunotherapy.","28.7","24.8","high","12","38","166","154"
"biocle","BioCl","therapeutics and regenerative bio","cluster_6","AR","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","digestive health delivery platform","imprecise-gut-health-interventions-to-biological-delivery","bacterial vesicles; microbiome delivery; therapeutic biotech","digestive health and therapeutics","Startup biotech que usa vesiculas bacterianas para mejorar delivery preciso en salud digestiva. Entra en tesis por therapeutics and regenerative medicine.","Bacterial vesicles for digestive health delivery.","19.8","15.1","high","12.4","38","166","154"
"biosynaptica","BioSynaptica","therapeutics and regenerative bio","cluster_6","AR","high","8.5","reviewed","https://biosynaptica.com/","official_website","neurodegenerative biopharmaceuticals","limited-neurodegenerative-treatment-to-innovative-biopharmaceuticals","biopharmaceutical development; hEPO derivatives; neuroprotective therapeutics","therapeutics","Startup biotecnologica que desarrolla biofarmacos innovadores para enfermedades neurodegenerativas a partir de derivados de eritropoyetina humana. Entra en tesis por therapeutics and regenerative medicine.","Innovative biopharmaceuticals for neurodegenerative diseases.","28.5","19.2","high","12.8","38","166","154"
"cellrep","CellRep","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://cellrep.bio/about-us/","official_website","cell rejuvenation biotech","conventional-care-to-biology-enabled-therapies","ai-driven drug discovery; cell reprogramming; small molecules","cell therapy, oncology and longevity","Biotech de medicina celular que usa IA y small molecules para rejuvenecer células y mejorar terapias como CAR-T sin edición genética. Entra en tesis por therapeutics and regenerative medicine.","Cell rejuvenation biotech.","29.8","26.1","high","12","38","166","154"
"circa_therapeutics","Circa Therapeutics","therapeutics and regenerative bio","cluster_6","AE/AR","medium","8","reviewed","https://circatherapeutics.com/","official_website","targeted protein degradation therapeutics","undruggable-proteins-to-targeted-degradation-therapies","small-molecule degraders; E3 ligase binders; medicinal chemistry","oncology and rare diseases","Startup therapeutics que desarrolla degradadores de proteinas mediante small molecules para cancer y enfermedades raras, aprovechando el sistema natural de eliminacion proteica de la celula.","Targeted protein degradation therapeutics.","30.5","7.8","medium","12.4","38","166","154"
"dharma_bioscience","Dharma BioScience","therapeutics and regenerative bio","cluster_6","AR","medium","8","seeded","https://sf500.com.ar/","official_portfolio_profile","non-invasive tissue regeneration","invasive-or-limited-tissue-repair-to-regenerative-biological-recovery","tissue regeneration; regenerative biotech","regenerative medicine","Startup de medicina regenerativa centrada en regeneracion tisular no invasiva. Entra en tesis por therapeutics and regenerative medicine.","Non-invasive tissue regeneration.","27.8","26.6","high","12.4","38","166","154"
"dogma_biotech","Dogma Biotech","therapeutics and regenerative bio","cluster_6","CO","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","glyco-engineered therapeutics","lower-efficacy-therapeutics-to-glyco-optimized-biology","AI-discovered sugars; therapeutic optimization; glycobiology","biotech and therapeutics","Startup therapeutics que usa IA y azucares descubiertos computacionalmente para mejorar la eficacia de tratamientos biologicos. Entra en tesis por therapeutics and regenerative medicine.","AI-discovered sugars for better therapeutics.","41.1","33.2","high","12.4","38","166","154"
"eolo_pharma","Eolo Pharma","therapeutics and regenerative bio","cluster_6","UY","medium","8","reviewed","https://eolo-pharma.com/","official_website","thermogenesis-based obesity therapeutics","metabolic-dysfunction-to-energy-expenditure-based-obesity-therapy","novel molecules; thermogenesis pathway modulation","obesity and metabolic disease","Startup biotech clinica enfocada en obesidad y enfermedad metabolica, con candidatos terapeuticos que activan vias de termogenesis para tratar el balance energetico mas alla de los GLP-1.","Thermogenesis-based obesity therapeutics.","20.1","16.7","high","12.4","38","166","154"
"exomas","Exomas","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.exomas.co/","official_website","neuroregenerative exosome therapeutics","conventional-care-to-biology-enabled-therapies","neural stem cell-derived exosomes; regenerative medicine","biotech and healthcare","Startup de terapias regenerativas que desarrolla productos basados en exosomas derivados de celulas madre neurales para enfermedades neurodegenerativas. Entra en tesis por therapeutics and regenerative medicine.","Terapias neuroregenerativas basadas en exosomas.","36","23.3","high","12","38","166","154"
"eywa_biotech","Eywa Biotech","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.eywa.bio/","official_website","psychedelic biotech","conventional-care-to-biology-enabled-therapies","biosynthesis; green chemistry molecule manufacturing; psychedelic APIs","mental health and clinical research","Biotech de salud mental que produce APIs y futuros productos terapeuticos psicodelicos mediante biosintesis y quimica verde. Entra en tesis por therapeutics and regenerative medicine.","Psychedelic biotech using biosynthesis.","16.6","6.1","medium","12","38","166","154"
"fecundis","Fecundis","therapeutics and regenerative bio","cluster_6","","medium","8","reviewed","https://www.fecundis.com/","official_website","fertility biotech","inefficient-infertility-treatment-to-biology-enabled-fertility-care","reproductive biology; molecular sperm enhancement","fertility clinics and reproductive medicine","Biotech de fertilidad que desarrolla tecnologias para mejorar espermatozoides y aumentar la eficacia de tratamientos de infertilidad. Entra en tesis por therapeutics and regenerative medicine.","Fertility biotech built on reproductive biology.","28.9","23","high","12.4","38","166","154"
"galtec","Galtec Life","therapeutics and regenerative bio","cluster_6","AR","medium","8","reviewed","https://galtec.ar/en/home/","official_website","galectin-based immunotherapy platform","immune-dysregulation-to-galectin-based-therapeutics","galectin modulation; glycobiology; immunotherapy discovery","cancer, autoimmunity and chronic inflammatory disease","Startup biotech que desarrolla inmunoterapias basadas en la modulacion de galectinas para cancer, autoinmunidad y enfermedades inflamatorias cronicas.","Galectin-based immunotherapy platform.","35.1","24.2","high","12.4","38","166","154"
"inner_cosmos","Inner Cosmos","therapeutics and regenerative bio","cluster_6","US","medium","8","seeded","https://innercosmos.io","candidate_website_from_user_csv","digital neurostimulation for depression","limited-depression-treatment-to-targeted-neurostimulation","neurotechnology; digital implant therapy","mental health therapeutics","Startup neurotech que usa implantes digitales para el tratamiento de la depresion. Entra en tesis por therapeutics and regenerative medicine.","Digital implant neurotechnology for depression treatment.","28.7","23.5","high","12.4","38","166","154"
"libera","Libera","therapeutics and regenerative bio","cluster_6","AR","medium","8","seeded","https://sf500.com.ar/","official_portfolio_profile","extracellular vesicles for inflammatory disease","limited-inflammatory-disease-treatment-to-vesicle-based-biological-therapies","extracellular vesicles; inflammatory disease therapeutics","therapeutics","Startup therapeutics que usa vesiculas extracelulares para combatir enfermedades inflamatorias. Entra en tesis por therapeutics and regenerative medicine.","Extracellular vesicles to fight inflammatory diseases.","37","34.9","high","12.4","38","166","154"
"multiplai_health","MultiplAI Health","therapeutics and regenerative bio","cluster_6","AR/UK","medium","8","reviewed","https://www.multiplaihealth.com/","official_website","AI-enabled genomic screening","late-reactive-diagnosis-to-predictive-blood-screening","RNA sequencing; liquid biopsy; AI; transcriptomics","healthcare and preventive medicine","Biotech de medicina preventiva que usa RNA sequencing e IA para screening remoto de enfermedades cardiovasculares y otras enfermedades complejas. Entra en tesis por diagnostics and medtech.","RNA sequencing screening platform.","33.4","26.9","high","12.4","38","166","154"
"nanogrow_biotech","Nanogrow Biotech","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.nanogrowbiotech.com/","official_website","single-domain antibody therapeutics platform","conventional-care-to-biology-enabled-therapies","single-domain antibodies; targeted biologics; advanced delivery","biotech and pharmaceutical therapeutics","Biotech terapéutica que desarrolla tratamientos biológicos basados en anticuerpos de dominio único con estrategias avanzadas de delivery. Entra en tesis por therapeutics and regenerative medicine.","Single-domain antibody therapeutics platform.","32.5","20.1","high","12","38","166","154"
"nanoprox","NanoproX","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.nanoprox.com/","official_website","nanotech-enhanced radiotherapy platform","low-efficacy-radiotherapy-to-more-precise-cancer-treatment","bismuth sulfide nanoparticles; targeted radiosensitization; oncology medtech","oncology and radiotherapy providers","Startup oncológica que usa nanopartículas para potenciar radioterapia, mejorar eficacia y reducir efectos adversos. Entra en tesis por diagnostics and medtech.","Nanotech-enhanced radiotherapy platform.","28.1","24.6","high","12","38","166","154"
"nanotransfer","Nanotransfer","therapeutics and regenerative bio","cluster_6","AR","medium","8","reviewed","https://nanotransfer.bio/","official_website","non-viral gene delivery platform","limited-gene-therapy-access-to-safer-and-more-flexible-delivery","metal-oxide nanoparticles; non-viral gene delivery","gene therapy and genetic disease","Startup de nanobiotech que desarrolla sistemas no virales de entrega genetica para terapias genicas y edicion, basados en nanoparticulas de oxidos metalicos.","Non-viral gene delivery platform.","27","21.8","high","12.4","38","166","154"
"new_organs_biotech","New Organs Biotech","therapeutics and regenerative bio","cluster_6","AR","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","gene-edited organ regeneration","organ-shortage-to-bioengineered-organ-solutions","gene editing; regenerative medicine; precision medicine","transplant medicine and regenerative health","Startup de medicina regenerativa que combina gene editing y precision medicine para enfrentar la escasez de organos. Entra en tesis por therapeutics and regenerative medicine.","Gene-edited regenerative medicine for organ shortage.","23.5","11.5","high","12.4","38","166","154"
"ocular_bio_design","Ocular Bio Design","therapeutics and regenerative bio","cluster_6","AR","medium","8","reviewed","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","official_public_profile","bioengineered corneal tissue for vision restoration","corneal-scarcity-to-scalable-bioengineered-vision-restoration","tissue engineering; corneal cell culture; biomaterials","regenerative medicine and ophthalmology","Spin-off bioingenieril enfocada en producir tejido corneal funcional, biosintetico y trasplantable para restaurar vision y reducir costos de trasplante. Entra en tesis por ingenieria de tejidos y medicina regenerativa.","Bioengineered corneal tissue for vision restoration.","20.8","15.2","high","12.4","38","166","154"
"onco_precision","Onco Precision","therapeutics and regenerative bio","cluster_6","US/AR","medium","8","reviewed","https://www.oncoprecision.bio/","official_website","patient-centric oncology antibody discovery platform","late-patient-integration-to-better-translational-oncology-therapeutics","high-throughput biology; ai/ml; patient-derived models","oncology therapeutics","Startup de anticuerpos terapeuticos que integra high-throughput biology y AI/ML para descubrir programas oncologicos con datos derivados de pacientes desde etapas tempranas.","Patient-centric oncology antibody discovery platform.","19.4","13.5","high","12.4","38","166","154"
"plamic_biotech","Plamic Biotech","therapeutics and regenerative bio","cluster_6","","fragile","5","seeded","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","official_public_profile","microfluidic lab-on-a-chip cancer platform","trial-and-error-oncology-to-predictive-microfluidic-personalization","microfluidic chips; nanomedicine synthesis; predictive treatment testing","cancer therapeutics and personalized medicine","Startup de microfluidica aplicada a salud que diseña chips lab-on-a-chip para nanomedicina y seleccion personalizada de tratamientos oncologicos.","Microfluidic lab-on-a-chip cancer platform.","29.3","26.6","high","10","38","166","154"
"qumir_nano","Qumir Nano","therapeutics and regenerative bio","cluster_6","AR","high","8.5","seeded","https://qumirnano.bio","candidate_website_from_user_csv","nanomedicine for chronic disease","less-effective-chronic-disease-treatment-to-nanomedicine","nanomedicine; chronic disease therapeutics","therapeutics","Startup de nanomedicina enfocada en el tratamiento de enfermedades cronicas. Entra en tesis por therapeutics and regenerative medicine.","Nanomedicine for chronic disease treatment.","48.1","43.5","high","12.8","38","166","154"
"radbio","Radbio","therapeutics and regenerative bio","cluster_6","AR","medium","8","reviewed","https://radbiopharm.com/","official_website","biologic therapeutics targeting TGF-beta for fibrosis and cancer","progressive-fibrosis-and-cancer-to-biologic-tgf-beta-inhibition","protein engineering; biologics discovery; therapeutic platform","biopharma and chronic disease therapeutics","Biotech que desarrolla farmacos biologicos novedosos dirigidos a TGF-beta para fibrosis, enfermedades cronicas complejas y cancer. Entra en tesis por su plataforma terapeutica biologica y desarrollo de biomedicina de frontera.","Biologic therapeutics targeting TGF-beta for fibrosis and cancer.","38.7","32.2","high","12.4","38","166","154"
"scitherm_therapeutics","Scitherm Therapeutics","therapeutics and regenerative bio","cluster_6","MX/US","medium","8","reviewed","https://scitherm.bio/","official_website","thermogenic obesity therapeutics","lipid-accumulation-to-thermogenesis-based-metabolic-therapy","in-silico molecular design; in-vitro validation","obesity and metabolic disease","Startup therapeutics que desarrolla candidatos contra obesidad y enfermedades metabolicas a partir de termogenicos diseñados in silico para degradacion lipidica.","Thermogenic obesity therapeutics.","31.1","27.4","high","12.4","38","166","154"
"single_strand_biotech","Single Strand Biotech","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.singlestrand.com/","official_website","synthetic oligonucleotide therapeutics company","conventional-care-to-biology-enabled-therapies","synthetic oligonucleotides; immunomodulation; tissue regeneration","biotech and inflammatory disease therapeutics","Biotech terapéutica que desarrolla oligonucleótidos sintéticos para modular el sistema inmune y promover regeneración tisular. Entra en tesis por therapeutics and regenerative medicine.","Synthetic oligonucleotide therapeutics company.","23.9","17.6","high","12","38","166","154"
"spherebio","SphereBio","therapeutics and regenerative bio","cluster_6","AR","medium","8","reviewed","https://www.spherebio.co/","official_website","personalized cancer vaccine and therapeutic platform","one-size-fits-all-cancer-therapy-to-tailored-cell-training-treatments","nanotechnology; synthetic biology; bioinformatics","cancer and autoimmune disease","Startup de vacunas y terapias personalizadas que combina nanotechnology, AI y synthetic biology para entrenar celulas contra cancer y autoinmunidad.","Personalized cancer vaccine and therapeutic platform.","23","16.5","high","12.4","38","166","154"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://sor.international/antecedentes/","official_website","corneal tissue engineering","donor-tissue-scarcity-to-engineered-corneal-restoration","cell culture; tissue engineering; biomaterial scaffolds","ophthalmology and regenerative medicine","Startup de tissue engineering que produce tejido corneal transplantable para restaurar la vision y reducir dependencia de tejido donado. Entra en tesis por therapeutics and regenerative medicine.","Engineered corneal tissue platform.","19.3","15.8","high","12","38","166","154"
"tesabio_ai","Tesabio.ai","therapeutics and regenerative bio","cluster_6","","medium","7.5","reviewed","https://www.tesabio.ai/","official_website","ai-driven microRNA therapeutics platform","single-target-drug-discovery-to-network-level-therapeutics","ai drug discovery; microRNA network modulation; small molecules","oncology, neurodegeneration, anemia and immune disorders","Biotech terapéutica AI-first que identifica small molecules para reprogramar redes de microRNA en enfermedades complejas. Entra en tesis por therapeutics and regenerative medicine.","AI-driven microRNA therapeutics platform.","30.4","24.2","high","12","38","166","154"
"untech","UnTech","therapeutics and regenerative bio","cluster_6","AR","medium","8","seeded","https://untech.bio","candidate_website_from_user_csv","chronic wound treatment platform","limited-chronic-wound-care-to-innovative-treatment-platforms","wound care technology; health innovation","healthcare","Startup healthtech que desarrolla tratamientos innovadores para heridas cronicas. Entra en tesis por diagnostics and medtech.","Innovative treatments for chronic wounds.","33.7","30.5","high","12.4","38","166","154"
