"startup_id","startup_name","current_macro_theme","current_emergent_theme","semantic_beta_theme","semantic_cluster_id","semantic_beta_score","semantic_beta_margin","semantic_beta_confidence","gridx_match","antom_match","matched_signals","source_url","source_type","review_status","evidence_excerpt","startup_summary_v1"
"embryoxite","Embryoxite","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","62.9","39.1","high","Human health","intervencion clinica sobre sistemas vivos","resultados; medtech; invasivo; diagnostico","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes a non-invasive diagnostic to enhance IVF outcomes.","Startup medtech con diagnostico no invasivo para mejorar resultados en IVF. Entra en tesis por diagnostics and medtech."
"gameet","Gameet","diagnostics and medtech","reproductive health and assisted-fertility devices","clinical diagnostics and medical devices","cluster_10","36.8","21.1","high","Human health","intervencion clinica sobre sistemas vivos","strip; saludables; reproductive; reproduccion; optimiza; microdispositivos","https://www.gameet.life/","official_website","reviewed","Official site describes Gameet as a biotechnology startup optimizing healthy human embryo production through 3D-printed microdevices for assisted reproduction.","Startup biotecnologica argentina que optimiza la produccion de embriones humanos saludables mediante microdispositivos impresos en 3D para reproduccion asistida. Entra por reproductive medtech/biotech."
"HIAMET","HIAMET","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","80.6","80.6","high","Human health","intervencion clinica sobre sistemas vivos","medtech; medicos; dispositivos","https://hiamet.com","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes HIAMET as medical devices and health technology, with an official website URL attached.","Startup medtech que desarrolla dispositivos medicos y tecnologia para la salud. Entra en tesis por diagnostics and medtech."
"imvalv","Imvalv","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","61.8","52.5","high","Human health","intervencion clinica sobre sistemas vivos","tratamiento; medtech; innovadores; glaucoma; dispositivos","https://imvalv.com","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes ImValv as innovative medical devices for glaucoma treatment, with an official website URL attached.","Startup medtech que desarrolla dispositivos innovadores para tratamiento del glaucoma. Entra en tesis por diagnostics and medtech."
"microscopia","microscopIA","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","37.4","24.8","high","Human health","intervencion clinica sobre sistemas vivos","veterinario; microscopia; dispositivos; diagnostico; basadas; automatizados","https://www.f6s.com/company/microscopia","secondary_public_profile","reviewed","Public company profiles describe automated microscopy devices powered by machine learning for malaria, tropical disease and agroindustrial pathogen detection.","Startup de dispositivos automatizados con IA para diagnóstico médico, veterinario y aplicaciones agroindustriales basadas en microscopía. Entra en tesis por diagnostics and medtech."
"mzp","MZP","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","64.4","40.2","high","Human health","intervencion clinica sobre sistemas vivos","trauma; trasplantes; strip; sangrado; medtech; manejo","https://www.f6s.com/company/mzp","official_portfolio_profile","seeded","F6S profile describes advanced coagulation diagnostics for bleeding management in trauma, surgery, organ transplants and critical care.","Startup medtech que desarrolla diagnostico avanzado de coagulacion para manejo de sangrado en trauma, cirugia, trasplantes y cuidados criticos."
"samay","Samay","diagnostics and medtech","diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","58.5","19.4","high","Human health","intervencion clinica sobre sistemas vivos","strip; respiratorias; medtech; manejo; impulsadas; estadounidense","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Samay as building AI-powered solutions for respiratory disease diagnosis and management.","Startup colombo-estadounidense que desarrolla soluciones impulsadas por AI para diagnostico y manejo de enfermedades respiratorias. Entra por diagnostics and medtech."
"tell","Tell","diagnostics and medtech","diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","53.6","23.5","high","Human health","intervencion clinica sobre sistemas vivos","trastornos; strip; precozmente; neurodegenerativos; metricas; medtech","https://theganeshalab.com/startup/tell/","official_portfolio_profile","seeded","The Ganesha Lab says TELL uses advanced speech-based technology to assess brain health and detect disorders like Alzheimer’s and Parkinson’s.","Startup argentina de salud cerebral que usa métricas del habla para detectar precozmente trastornos neurodegenerativos. Entra claramente por diagnostics and medtech."
"tensor-care","Tensor Care","diagnostics and medtech","diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","54.3","31.1","high","Human health","intervencion clinica sobre sistemas vivos","utiliza; tempranas; strip; patologias; medtech; imagenologia","https://theganeshalab.com/startup/medx/","official_portfolio_profile","seeded","The Ganesha Lab describes Tensor Care as diagnosing early-stage joint pathologies and superficial lesions through algorithms and diagnostic imaging.","Startup chilena de healthtech que utiliza algoritmos e imagenología cuantitativa para diagnosticar patologías articulares en etapas tempranas. Entra por diagnostics and medtech."
"viewmind","ViewMind","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","66.2","46.9","high","Human health","intervencion clinica sobre sistemas vivos","terapias; seguimiento; ocular; neurocognitiva; movimiento; mide","https://www.viewmind.com/about/","official_website","reviewed","Official site describes ocular digital phenotyping technology to assess cognitive status through eye movement responses and specific cognitive domains.","Startup medtech que mide alteraciones del movimiento ocular para evaluar salud neurocognitiva y apoyar diagnostico, seguimiento y desarrollo de terapias. Entra en tesis por diagnostics and medtech."
"agrourbana","Agrourbana","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","38.7","28.1","high","Agri-food-land use / Bio-industry","despliegue material","vertical; suelo; strip; produce; pionera; mucho","https://chileglobalventures.cl/en/portfolio/agrourbana/","official_portfolio_profile","seeded","ChileGlobal Ventures says Agrourbana is the first vertical farming company in Latin America, harvesting local leaves year-round with 99 percent less soil and 95 percent less water.","Startup chilena pionera en agricultura vertical que produce hortalizas frescas en ambientes controlados con mucho menos suelo y agua. Entra claramente por food systems materiales y produccion biobasada eficiente."
"algaebio","algaebio+","food biotech and novel ingredients","microalgae functional ingredients","food ingredients and biofactories","cluster_4","52.4","48","high","Agri-food-land use / Bio-industry","despliegue material","produce; partir; nutraceutica; natural; microalgas; funcionales","https://algaebioplus.com/","official_website","reviewed","Official site describes scalable natural astaxanthin production from microalgae for aquaculture and human and animal health-related markets.","Startup biobasada que produce astaxantina natural a partir de microalgas para acuicultura, nutraceutica, alimentos funcionales y cosmetica. Entra en tesis por food biotech and novel ingredients."
"antarka","Antarka","biobased chemistry and advanced materials","biobased chemistry and materials","food ingredients and biofactories","cluster_7","38.9","12.6","high","Agri-food-land use / Bio-industry","despliegue material","ingredientes; uruguaya; strip; solar; reparar; piel","https://sosv.com/company/antarka/","official_portfolio_profile","reviewed","SOSV describes Antarka as using enzymes that reverse skin aging signs and repair DNA damage, sourced from Antarctic biological defenses.","Biotech uruguaya que desarrolla ingredientes activos cosmeticos a partir de microorganismos extremofilos de la Antartida para reparar dano solar en el ADN de la piel. Entra por biologia aplicada, enzimas y biomanufactura de ingredientes bioactivos."
"apexzymes","APEXzymes","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","food ingredients and biofactories","cluster_7","62.3","54.9","high","Agri-food-land use / Bio-industry","despliegue material","usando; sustentables; subproductos; procesos; hongos; hacer","https://apexzymes.com/","official_website","reviewed","Official site describes low-cost enzyme production using engineered filamentous fungi and agroindustrial byproducts.","Startup de biotech industrial que desarrolla enzimas de bajo costo usando hongos filamentosos y subproductos agroindustriales para hacer procesos mas sustentables. Entra en tesis por biomanufacturing and bioindustrial platforms."
"aquit","Aquit","ag biologicals and crop resilience","ag biologicals and animal resilience","food ingredients and biofactories","cluster_4","35.5","23.5","high","Agri-food-land use / Bio-industry","despliegue material","acuicultura; tratamientos; transicion; supervivencia; strip; reemplazar","https://www.f6s.com/company/aquit","external_profile","reviewed","F6S describes AQUIT as developing technology that enhances fish immunity, improves survival rates and replaces antibiotics in aquaculture.","Biotech chilena de acuicultura que desarrolla tratamientos preventivos para activar la inmunidad de peces, mejorar supervivencia y reemplazar antibioticos. Entra por animal health, proteinas biologicas y transicion material de acuicultura."
"arqlite","Arqlite","biobased chemistry and advanced materials","circular material systems","food ingredients and biofactories","cluster_7","27.7","9.3","medium","Agri-food-land use / Bio-industry","despliegue material","transforma; reciclar; plasticos; otros; manufactura; livianos","https://curbwaste.com/company-profiles-network/arqlite","secondary_public_profile","reviewed","Public company profiles describe technology that converts hard-to-recycle plastics into low-carbon materials and recycled aggregates for construction and manufacturing.","Empresa de materiales circulares que transforma plasticos dificiles de reciclar en agregados livianos y otros materiales de bajo carbono para construccion y manufactura. Entra en tesis por circular material systems."
"auravant","Auravant","precision agriculture and resource intelligence","precision agriculture intelligence","food ingredients and biofactories","cluster_7","19.1","4.4","medium","Agri-food-land use / Bio-industry","despliegue material","trazabilidad; sustentable; satelitales; precision; operativa; modelos","https://www.auravant.com/en/about-us/","official_website","reviewed","Official site describes precision agriculture, agronomic models, satellite imagery and traceability to make crop production more efficient, sustainable and economically viable.","Plataforma de agricultura de precision que integra modelos agronomicos, imagenes satelitales, trazabilidad y gestion operativa para hacer mas eficiente y sustentable la produccion de cultivos. Entra en tesis por su acople directo al sistema agroalimentario material."
"bioblends","BioBlends","food biotech and novel ingredients","natural food preservation systems","food ingredients and biofactories","cluster_7","20.6","9.4","medium","Agri-food-land use / Bio-industry","despliegue material","vida; util; quimicos; preservantes; naturales; hongos","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/bioblends","official_public_profile","reviewed","Official public export profile describes gas-based natural bio-preservatives that control fungi and extend shelf life without chemical additives.","Startup food-biotech que desarrolla bio-preservantes gaseosos naturales para controlar hongos y extender la vida util de alimentos sin aditivos quimicos. Entra en tesis por food biotech and novel ingredients."
"botanical-solutions","Botanical Solutions","ag biologicals and crop resilience","ag biologicals and crop resilience","food ingredients and biofactories","cluster_4","28.7","18.6","high","Agri-food-land use / Bio-industry","despliegue material","vegetales; vegetal; tejidos; proteccion; propietarias; primas","https://www.linkedin.com/company/botanical-solution","linkedin_company_profile","reviewed","LinkedIn describes Botanical Solutions as a Chilean biotech company using proprietary plant tissue culture technologies to create botanical-origin raw materials for crop protection and human health.","Startup chilena de biotecnología vegetal que desarrolla soluciones para protección de cultivos y salud humana a partir de materias primas botánicas obtenidas con tecnologías propietarias de cultivo de tejidos vegetales. Entra en tesis por ag biologicals and crop resilience."
"break_pet","BreakPET","biobased chemistry and advanced materials","biobased chemistry and materials","food ingredients and biofactories","cluster_7","61.1","61.1","high","Agri-food-land use / Bio-industry","despliegue material","recicla; ingenierizadas; enzimas; circularidad","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes recycling PET using engineered enzymes for circular plastic reuse.","Startup de circularidad de materiales que recicla PET con enzimas ingenierizadas. Entra en tesis por biobased chemistry and advanced materials."
"bsafe_biotech","Bsafe Biotech","ag biologicals and crop resilience","ag biologicals and crop resilience","food ingredients and biofactories","cluster_7","26.2","17.6","high","Agri-food-land use / Bio-industry","despliegue material","usando; plagas; nuevo; modo; microorganismos; manejo","https://www.bsafebiotech.com/","official_website","reviewed","Official site and public profiles describe a new frontier of biological control in agriculture using genetics and microorganisms.","Startup de control biologico que busca un nuevo modo de accion para manejo de plagas usando genetica y microorganismos. Entra en tesis por ag biologicals and crop resilience."
"calfix","Calfix","biobased chemistry and advanced materials","biobased chemistry and materials","food ingredients and biofactories","cluster_4","26.4","1.7","low","Agri-food-land use / Bio-industry","despliegue material","toxicas; sustitucion; strip; reparar; infraestructura; grietas","https://www.linkedin.com/company/calfix-bio","public_company_profile","seeded","LinkedIn describes Calfix Bio as biotechnology research focused on biotech solutions for concrete cracks.","Startup argentina que desarrolla soluciones biotecnologicas para reparar grietas en concreto. Entra por biomateriales/construccion biobasada y sustitucion de soluciones toxicas en infraestructura."
"caspr_biotech","Caspr Biotech","diagnostics and medtech","health diagnostics and medtech","food ingredients and biofactories","cluster_4","22.5","8","medium","Agri-food-land use / Bio-industry","despliegue material","tests; rapidos; proteinas; propietarias; partir; molecular","https://sosv.com/company/caspr-biotech/","official_public_profile","reviewed","SOSV and public profiles describe next-generation CRISPR diagnostics built from proprietary Cas proteins and adapted to portable test formats.","Startup de diagnostico molecular que desarrolla tests rapidos basados en CRISPR a partir de proteinas Cas propietarias descubiertas en extremofilos. Entra en tesis por diagnostics and medtech."
"cellva","Cellva","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","34.1","21.4","high","Agri-food-land use / Bio-industry","despliegue material","ingredientes; propietaria; omega; microencapsulacion; incluyendo; funcionalidad","https://cellva.com/","official_website","reviewed","Official site describes a new generation of ingredients delivered through proprietary microencapsulation technology, including microencapsulated omega-3 from algae.","Startup de ingredientes funcionales que usa microencapsulacion propietaria para mejorar estabilidad, biodisponibilidad y funcionalidad de ingredientes alimentarios, incluyendo omega-3 de algas. Entra en tesis por food biotech and novel ingredients."
"enzyva","Enzyva","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","food ingredients and biofactories","cluster_7","61.7","55.1","high","Agri-food-land use / Bio-industry","despliegue material","verde; techbio; programable; precision; manufactura; enzimas","https://www.enzyvo.com/about","official_website","reviewed","Official site describes programmable biology for green manufacturing, precision biosensors and the transition to a post-petroleum economy.","TechBio que desarrolla biología programable para manufactura verde, biosensores de precisión y diseño de enzimas. Entra en tesis por biomanufacturing and bioindustrial platforms."
"ergo_bioscience","Ergo Bioscience","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","35.1","22.8","high","Agri-food-land use / Bio-industry","despliegue material","vegetales; sostenibles; proteinas; ingredientes; cultivo; celulas","https://www.ergobiotech.com/who-we-are","official_website","reviewed","Official site describes a platform using plant cells to develop next-generation sustainable ingredients for food, health, beauty and agriculture.","Startup biotech que usa cultivo de celulas vegetales para desarrollar ingredientes y proteinas sostenibles para alimentos, salud, belleza y agricultura. Entra en tesis por food biotech and novel ingredients."
"eywa_biotech","Eywa Biotech","therapeutics and regenerative medicine","therapeutic and regenerative biology","food ingredients and biofactories","cluster_4","32","22.5","high","Agri-food-land use / Bio-industry","despliegue material","verde; terapeuticos; quimica; psicodelicos; productos; produce","https://www.eywa.bio/","official_website","reviewed","Official site describes clinical-grade psychedelic APIs and finished drug products produced through biosynthesis for next-generation mental health treatments.","Biotech de salud mental que produce APIs y futuros productos terapeuticos psicodelicos mediante biosintesis y quimica verde. Entra en tesis por therapeutics and regenerative medicine."
"feedvax","Feedvax","ag biologicals and crop resilience","ag biologicals and animal resilience","food ingredients and biofactories","cluster_4","28.7","9.9","medium","Agri-food-land use / Bio-industry","despliegue material","vacunas; reducir; peces; orales; operativo; evitar","https://www.feedvax.com/","official_website","reviewed","Official site describes oral fish vaccines designed to simplify production, reduce animal stress and avoid antibiotics.","Startup de animal biotech que desarrolla vacunas orales para peces para reducir estres operativo y evitar antibioticos en acuicultura. Entra en tesis por ag biologicals and crop resilience."
"glycox","GlycoX","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","32.9","16.4","high","Agri-food-land use / Bio-industry","despliegue material","vegetal; strip; resiliencia; origen; metabolico; metabolica","https://www.glycox.bio/","official_website","reviewed","Official site describes a plant-based ingredient for blood-sugar control and metabolic resilience designed for everyday use.","Startup de ingredientes funcionales que convierte compuestos de origen vegetal en cuidado metabolico cotidiano para control glucemico y resiliencia metabolica."
"harmony-biosciences","HARMONY","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_7","24.6","13.4","high","Agri-food-land use / Bio-industry","despliegue material","vaca; transition; sustentables; strip; sanas; reemplazar","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes HARMONY as disrupting infant nutrition by replacing cow milk formulas with healthier and more sustainable alternatives.","Startup brasil/usa que desarrolla formulas de nutricion infantil para reemplazar la leche de vaca con alternativas mas sanas, eticas y sustentables. Entra claramente por food transition."
"huiro","Huiro","climate, energy and resource systems","nature restoration and carbon systems","food ingredients and biofactories","cluster_4","32","19.5","high","Agri-food-land use / Bio-industry","despliegue material","restaurar; regenerativo; modelo; marinos; ecosistemas; economias","https://www.huiroregenerativo.com/en","official_website","reviewed","Official site describes regenerative seaweed farming to restore marine ecosystems, capture carbon and create sustainable economic opportunities for coastal communities.","Startup chilena que desarrolla un modelo colaborativo de cultivo regenerativo de algas para restaurar ecosistemas marinos, capturar carbono y activar economias costeras circulares. Entra en tesis por su intervencion directa sobre sistemas vivos y regeneracion de limites planetarios."
"innovai","Innovai","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","32.3","20.2","high","Agri-food-land use / Bio-industry","despliegue material","vida; util; strip; salmon; reducir; perdidas","https://theganeshalab.com/startup/innovai/","official_portfolio_profile","seeded","The Ganesha Lab says Innovai applies bioactive compounds on salmon fillets to keep them fresh for at least 50% more days.","Startup chilena de foodtech que aplica compuestos bioactivos a filetes de salmón para extender su vida útil y reducir pérdidas en cadena de frío. Entra claramente por food biotech."
"keclon","Keclon","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","food ingredients and biofactories","cluster_7","53.5","30.8","high","Agri-food-land use / Bio-industry","despliegue material","sustentables; strip; proteicas; precision; microorganismos; integrada","https://keclon.com/","official_website","reviewed","Official site describes a fully integrated biotech company using precision fermentation and microorganisms to produce enzymes, bioactives and alternative proteins.","Empresa biotech integrada que usa precision fermentation y microorganismos para desarrollar enzimas industriales, bioactivos y alternativas proteicas mas sustentables."
"kresko_rnatech","Kresko RNAtech","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","36.4","30.9","high","Agri-food-land use / Bio-industry","despliegue material","rnas; funcionales; frescos; extractos; estabiliza; bioactivos","https://sosv.com/company/kresko-rnatech/","official_company_profile","reviewed","SOSV says Kresko isolates supernutrient bioactive RNAs from fresh foods and stabilizes them into extracts with health-relevant effects.","Startup food biotech que aísla RNAs bioactivos de alimentos frescos y los estabiliza en extractos funcionales. Entra en tesis por food biotech and novel ingredients."
"laurus","Laurus","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","food ingredients and biofactories","cluster_4","42.1","25.9","high","Agri-food-land use / Bio-industry","despliegue material","recombinante; proteinas; produce; precision; nutrition; growth","https://laurus.bio/about-us/","official_website","reviewed","Official site describes an integrated research-driven biomanufacturing organization with precision fermentation and recombinant technology producing animal-free proteins and growth factors.","Empresa de biomanufactura basada en precision fermentation y tecnologia recombinante que produce proteinas y growth factors animal-free para biopharma, food, health and nutrition. Entra en tesis por biomanufacturing and bioindustrial platforms."
"laurus_ag_tech","Laurus AG Tech","climate, energy and resource systems","climate and resource intelligence platforms","food ingredients and biofactories","cluster_4","35.1","15.9","high","Agri-food-land use / Bio-industry","despliegue material","vegetales; urbanas; strip; produce; mediante; infraestructura","https://www.f6s.com/company/laurusagtech","official_portfolio_profile","seeded","F6S profile describes autonomous urban farms that produce affordable fresh vegetables in decentralized city spaces with lower capital and operating costs.","Startup de granjas autonomas urbanas que produce vegetales frescos mediante infraestructura distribuida de bajo CAPEX y baja huella, acercando la produccion a la ciudad."
"levya","Levya","food biotech and novel ingredients","food ingredients and biofactories","food ingredients and biofactories","cluster_4","45.1","28.6","high","Agri-food-land use / Bio-industry","despliegue material","usando; strip; sostenibles; salvajes; produce; precision","https://levyabio.com/","official_website","reviewed","Official site describes Levya as producing sustainable fats and oils using wild non-GMO yeasts and precision fermentation.","Startup biotech que produce grasas y aceites sostenibles con precision fermentation usando levaduras salvajes no GMO. Entra por food ingredients / biomateriales para alimentos y cosmetica."
"matchetune","Matchetune","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","40.5","27.2","high","Agri-food-land use / Bio-industry","despliegue material","toma; strip; origen; nutraceuticos; natural; nanotecnologia","https://chileglobalventures.cl/portafolio/matchetune/","official_portfolio_profile","seeded","ChileGlobal Ventures describes Matchetune as using nature-derived compounds and nanotechnology to offer functional products, including a nanoencapsulated curcumin-based superfood shot.","Startup chilena que toma compuestos funcionales de origen natural y usa nanotecnologia para formular nutraceuticos con mayor estabilidad y absorcion. Entra por food biotech / functional ingredients."
"michroma","Michroma","food biotech and novel ingredients","fermented functional ingredients","food ingredients and biofactories","cluster_4","29.5","22.4","high","Agri-food-land use / Bio-industry","despliegue material","synthetic; precision; natural; michroma; ingredients; fungal","https://www.michroma.co/who-we-are","official_website","seeded","Michroma uses fungal synthetic biology and precision fermentation to create natural food color ingredients.","Michroma uses fungal synthetic biology and precision fermentation to create natural food color ingredients. Entra en tesis por food biotech and novel ingredients. TRL actual inferido: 6."
"migma","MIGMA","food biotech and novel ingredients","food shelf-life extension and antioxidant systems","food ingredients and biofactories","cluster_4","23.5","10.9","medium","Agri-food-land use / Bio-industry","despliegue material","vida; util; strip; reducen; quimica; personalizados","https://ar.linkedin.com/company/migma-co","linkedin_company_profile","seeded","LinkedIn describes MIGMA as using AI to discover synergistic antioxidant combinations and design tailored blends for food, animal nutrition and cosmetics.","Startup de Mendoza que combina IA, quimica y R&D para disenar sistemas antioxidantes personalizados que extienden vida util y reducen desperdicio en alimentos, nutricion animal y cosmetica."
"naturannova","Naturannova","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_7","32.8","11.5","high","Agri-food-land use / Bio-industry","despliegue material","sustentables; strip; proteinas; proteicos; producir; naturales","https://naturannova.com/","official_website","reviewed","Official site describes AI, bioinformatics, experimental validation and microorganism-based production of novel plant-protein ingredients such as sweet proteins.","Startup foodtech que usa IA, bioinformatica y microorganismos para descubrir y producir ingredientes proteicos naturales y sustentables, incluyendo proteinas dulces."
"neocell","Neocell","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","food ingredients and biofactories","cluster_7","36","20.9","high","Agri-food-land use / Bio-industry","despliegue material","transferencia; strip; procesos; preclinicos; manufactura; lotes","https://neocellbiotech.com/","official_website","reviewed","Official site describes end-to-end development, tech transfer and manufacturing support for biologics and biosimilars including clone selection and process development.","Empresa biotech enfocada en desarrollo, transferencia y manufactura de biosimilares y biologicos, desde clones y procesos hasta lotes preclinicos y clinicos."
"ocular_bio_design","Ocular Bio Design","therapeutics and regenerative medicine","therapeutic and regenerative biology","food ingredients and biofactories","cluster_4","26.1","16.6","high","Agri-food-land use / Bio-industry","despliegue material","vision; trasplante; trasplantable; tejido; spin; restaurar","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","official_public_profile","reviewed","Tecnologico de Monterrey describes Ocular Bio Design as a tissue engineering spin-off creating functional, biosynthetic and biocompatible corneal tissue to restore vision.","Spin-off bioingenieril enfocada en producir tejido corneal funcional, biosintetico y trasplantable para restaurar vision y reducir costos de trasplante. Entra en tesis por ingenieria de tejidos y medicina regenerativa."
"patagon-fiber","Patagon Fiber","biobased chemistry and advanced materials","biobased chemistry and materials","food ingredients and biofactories","cluster_4","33.2","2.4","low","Agri-food-land use / Bio-industry","despliegue material","biomateriales; toxicos; tintas; sustitucion; strip; sostenibles","https://theganeshalab.com/startup/patagon-fiber/","official_portfolio_profile","seeded","The Ganesha Lab says Patagon Fiber develops zero-emission inks derived from non-pathogenic bacteria as an eco-friendly alternative to harmful traditional inks.","Startup chilena de biomateriales y tintas sostenibles derivadas de bacterias no patogenas y residuos agricolas. Entra claramente por biomateriales, quimica biobasada y sustitucion de insumos toxicos."
"pregen","PreGen","diagnostics and medtech","health diagnostics and medtech","food ingredients and biofactories","cluster_7","23.5","7.9","medium","Agri-food-land use / Bio-industry","despliegue material","usando; tests; pronosticar; locales; laboratorios; inicial","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","official_public_profile","reviewed","GRIDX describes PreGen as an accessible genomic test that predicts prostate cancer aggressiveness from the initial biopsy using AI trained on more than 5,000 tumors.","Startup argentina que desarrolla tests genomicos accesibles para pronosticar agresividad del cancer desde la biopsia inicial usando IA y tecnologia PCR disponible en laboratorios locales. Entra en tesis por precision oncology y diagnostico molecular."
"protiva","Protiva","biobased chemistry and advanced materials","circular material systems","food ingredients and biofactories","cluster_7","24","5.1","medium","Agri-food-land use / Bio-industry","despliegue material","validados; trazables; textiles; reales; quimica; procesos","https://www.protiva.bio/","official_website","reviewed","Official site describes traceable, certified bio-based pigments validated in textile applications that reduce reliance on hazardous chemistry.","Startup de biomateriales y quimica biobasada que desarrolla pigmentos bio-based trazables y validados para procesos textiles reales. Entra en tesis por biobased chemistry and advanced materials."
"soygreen","SoyGREEN","ag biologicals and crop resilience","extremophile microbial ag inputs","food ingredients and biofactories","cluster_7","27.4","16.4","high","Agri-food-land use / Bio-industry","despliegue material","sustentables; insumos; biologicos; agrobiotech; agro","https://soygreen.com.ar","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes SoyGREEN as biological inputs and sustainable solutions for agriculture, with an official website URL attached.","Startup agrobiotech que desarrolla insumos biologicos y soluciones sustentables para el agro. Entra en tesis por ag biologicals and crop resilience."
"synthetic_ocular_restoration","Synthetic Ocular Restoration","therapeutics and regenerative medicine","therapeutic and regenerative biology","food ingredients and biofactories","cluster_4","40.7","31.2","high","Agri-food-land use / Bio-industry","despliegue material","tejido; vision; transplantable; tissue; restaurar; reducir","https://sor.international/antecedentes/","official_website","reviewed","Official materials describe a project producing transplantable corneal tissue from cultured cells on a biocompatible membrane, with preclinical progress toward human trials.","Startup de tissue engineering que produce tejido corneal transplantable para restaurar la vision y reducir dependencia de tejido donado. Entra en tesis por therapeutics and regenerative medicine."
"tintte","Tintte","biobased chemistry and advanced materials","biobased chemistry and materials","food ingredients and biofactories","cluster_4","31.3","2.3","low","Agri-food-land use / Bio-industry","despliegue material","toxicos; tintes; textil; strip; sinteticos; reemplazar","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/tintte","official_public_profile","reviewed","Cancilleria describes Tintte as an Argentine biotech producing microbial biopigments for sustainable textile dyeing.","Startup biotech argentina que produce biopigmentos con microorganismos para reemplazar tintes sinteticos y reducir agua, energia y quimicos toxicos en textil. Entra claramente por biomateriales/bioprocesos."
"tomorrow_foods","Tomorrow Foods","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_7","30.1","16.1","high","Agri-food-land use / Bio-industry","despliegue material","vegetales; sustentables; saludables; proteicos; plant; lanzar","https://www.tomorrowfoods.com.ar/nosotros","official_website","reviewed","Official site describes integrated plant-protein systems and ingredient solutions for healthier and more sustainable foods.","Empresa de ingredientes plant-based que desarrolla sistemas proteicos vegetales e integrados para lanzar alimentos mas saludables y sustentables. Entra en tesis por food biotech and novel ingredients."
"trebe_biotech","Trebe Biotech","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_7","27.3","13.1","high","Agri-food-land use / Bio-industry","despliegue material","simples; proteinas; hacer; complejas; busca; accesibles","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes complex proteins, simple and affordable.","Startup que busca hacer mas simples y accesibles las proteinas complejas. Entra en tesis por food biotech and novel ingredients como plataforma ligada a produccion biologica de proteinas."
"updairy","Updairy","food biotech and novel ingredients","food transition ingredients and proteins","food ingredients and biofactories","cluster_4","36.1","21.3","high","Agri-food-land use / Bio-industry","despliegue material","proteinas; produce; mediante; lacteas; fermentacion; animales","https://updairy.com","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes Updairy as animal-free dairy proteins produced through fermentation, with an official website URL attached.","Startup food biotech que produce proteinas lacteas sin animales mediante fermentacion. Entra en tesis por food biotech and novel ingredients."
