"startup_id","startup_name","semantic_single_theme","semantic_single_cluster_id","semantic_single_score","semantic_single_margin","semantic_single_confidence","semantic_single_override","semantic_single_override_reason","source_url","review_status","technology_features","industry_features"
"biosynaptica","BioSynaptica","therapeutics and regenerative bio","k12_cluster_1","24.6","13.5","high","no","","https://biosynaptica.com/","reviewed","biopharmaceuticals; erythropoietin; derivatives; neuropharmaceuticals; neurodegenerative; disease","neurology; therapeutics; pharmaceutical"
"cell_farm","Cell Farm","therapeutics and regenerative bio","k12_cluster_1","32.9","19.8","high","no","","https://www.cell.farm/","reviewed","cellular","cultivated; meat; cellular"
"cytbac","Cytbac","therapeutics and regenerative bio","k12_cluster_1","19.9","13.1","high","no","","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","reviewed","predictive; genomics; engineered; insect; virus; vectors","human; animal"
"dharma_bioscience","Dharma BioScience","therapeutics and regenerative bio","k12_cluster_1","34.6","18.5","high","no","","https://sf500.com.ar/","reviewed","regenerative; medicine; tissue; regeneration; repair; therapeutics","tissue; repair; regenerative; medicine; therapeutics"
"eolo_pharma","Eolo Pharma","therapeutics and regenerative bio","k12_cluster_1","24.5","20.7","high","no","","https://eolo-pharma.com/","reviewed","novel; molecules; thermogenesis; pathway; modulation","obesity; metabolic; disease"
"invitrall","Invitrall","therapeutics and regenerative bio","k12_cluster_1","38.2","26.3","high","no","","https://www.gridexponential.com/portfolio","reviewed","vitro; organ; models; human; tissue; toxicology","drug; discovery; toxicology; pharma; regenerative; medicine"
"metabix-biotech","metaBIX Biotech","therapeutics and regenerative bio","k12_cluster_1","17.9","11.2","high","no","","https://mtec-sc.org/life-sciences/metabix-biotech","reviewed","environmental; sampling; biotechnology; hardware; disease; prediction","animal; plant; human; biosecurity"
"microin","MicroIN","therapeutics and regenerative bio","k12_cluster_1","30.8","22","high","no","","https://www.gridexponential.com/portfolio","reviewed","microencapsulation; bioinputs; formulation",""
"momentum-therapeutics","Momentum Therapeutics","therapeutics and regenerative bio","k12_cluster_1","42.3","16.5","high","no","","https://zentynel.com/en/portfolio/","reviewed","proteomics; biological; models; drug; discovery","neurodegeneration; aging; therapeutics"
"nanoprox","NanoproX","therapeutics and regenerative bio","k12_cluster_1","21.7","13.7","high","no","","https://www.nanoprox.com/","reviewed","bismuth; sulfide; nanoparticles; targeted; radiosensitization; oncology","oncology; radiotherapy; providers"
"nanotransfer","Nanotransfer","therapeutics and regenerative bio","k12_cluster_1","29.2","12.2","high","no","","https://nanotransfer.bio/","reviewed","metal; oxide; nanoparticles; viral; gene","gene; therapy; genetic; disease"
"new_organs_biotech","New Organs Biotech","therapeutics and regenerative bio","k12_cluster_1","25.5","15.9","high","no","","https://www.gridexponential.com/portfolio","reviewed","gene; editing; precision; medicine; regenerative; organ","transplant; medicine; regenerative; organ; replacement"
"outpost","Outpost","therapeutics and regenerative bio","k12_cluster_1","18.1","4","low","no","","https://www.outpost.bio/","reviewed","microbiome; modeling; microbiology; machine; learning; foundation","pharma; consumer; microbiome"
"pepton","Pepton","therapeutics and regenerative bio","k12_cluster_1","19.1","12","high","no","","https://cites-gss.com/en/alianza-estrategica-con-uovo-para-impulsar-pepton-y-revolucionar-la-biotecnologia-en-argentina/","reviewed","biomolecular; discovery; antimicrobial; animal; human","human; animal"
"phylumtech","PhylumTech","therapeutics and regenerative bio","k12_cluster_1","25.8","17.8","high","no","","https://www.phylumtech.com/home/en/company/","reviewed","biotechnology; automation; bioinformatics; behavioral; screening","drug; discovery; biomedical"
"pill_ar","Pill.AR","therapeutics and regenerative bio","k12_cluster_1","18","9.1","medium","no","","https://pill.ar/","reviewed","printing; personalized; medicine; pharmaceutical; formulation; dose","pharmacies; centers; personalized; therapeutics"
"plamic","Plamic","therapeutics and regenerative bio","k12_cluster_1","34.9","23.9","high","no","","https://www.argentina.gob.ar/ciencia/seppCTI/desarrollo-tecnologico-e-innovacion/diseno-fabricacion-y-caracterizacion-de-chips-o","reviewed","microfluidics; chip; nanomedicine; drugdelivery; formulation; characterization","pharmaceutical; manufacturing"
"plamic_biotech","Plamic Biotech","therapeutics and regenerative bio","k12_cluster_1","23.1","12.4","high","no","","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","reviewed","microfluidic; chips; nanomedicine; synthesis; predictive; treatment","cancer; therapeutics; personalized; medicine"
"qnity","Qnity","therapeutics and regenerative bio","k12_cluster_1","20.3","5.6","medium","no","","https://www.qnity.bio/","reviewed","quantum; electrochemistry; electrochemical; sensors; drug; discovery","drug; discovery; pharma"
"radbio","Radbio","therapeutics and regenerative bio","k12_cluster_1","45","15.2","high","no","","https://radbiopharm.com/","reviewed","biologic; therapeutics; beta; modulation; biomolecule; development","fibrosis; oncology; complex; chronic; disease; therapeutics"
"resistia","Resistia","therapeutics and regenerative bio","k12_cluster_1","22.8","12","high","no","","https://www.linkedin.com/company/resistia","reviewed","microbiota; compounds; antimicrobial; formulations; biofilm","human; infectious; disease; antimicrobial; resistance"
"scitherm_therapeutics","Scitherm Therapeutics","therapeutics and regenerative bio","k12_cluster_1","36.4","12.5","high","no","","https://scitherm.bio/","reviewed","silico; molecular; design; vitro; validation","obesity; metabolic; disease"
"single_strand_biotech","Single Strand Biotech","therapeutics and regenerative bio","k12_cluster_1","31.9","15.5","high","no","","https://www.singlestrand.com/","reviewed","synthetic; oligonucleotides; immunomodulation; tissue; regeneration","inflammatory; disease; therapeutics"
"tesabio_ai","Tesabio.ai","therapeutics and regenerative bio","k12_cluster_1","38.7","16.5","high","no","","https://www.tesabio.ai/","reviewed","drug; discovery; microrna; network; modulation; molecules","oncology; neurodegeneration; anemia; immune; disorders"
"trebe_biotech","Trebe Biotech","therapeutics and regenerative bio","k12_cluster_1","28.2","14.7","high","no","","https://sf500.com.ar/","reviewed","complex; proteins; biomanufacturing; biotechnology; fermentation; adjacent","ingredients; biological; manufacturing"
"untech","UnTech","therapeutics and regenerative bio","k12_cluster_1","25.1","20.1","high","no","","https://www.untech.bio/our-solution/","reviewed","wound; innovation","healthcare"
"vexxel_biotech","Vexxel Biotech","therapeutics and regenerative bio","k12_cluster_1","28.6","19.4","high","no","","https://www.gridexponential.com/portfolio","reviewed","proteins; encapsulation; biological","bioinputs"
