startup_id,canonical_name,bio_theme,mscale,mscale_name,mscale_x,mparadigm,confidence,data_source,mscale_scores,top_keywords,one_liner
laurus_ag_tech,Laurus AG Tech,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 4}",farm; farming,Autonomous urban farming network.
leaf,Leaf,Farm Intelligence,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 7}",field; agronomic,Unified API and data infrastructure for food and agriculture.
lemu,Lemu,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 3, 6: 17}",satellite imager; biodiversity; planetary,Nature intelligence and biodiversity MRV platform.
levita-magnetics-cl,Levita Magnetics,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",surgery,
levya,Levya,Food Systems & Alt Proteins,2,Celular,-7.2,1.0,medium,primary,"{1: 0, 2: 16, 3: 0, 4: 10, 5: 0, 6: 0}",fermentation; precision fermentation; yeast; ferment,Precision-fermented sustainable fats and oils.
libera,Libera,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 0, 2: 0, 3: 4, 4: 0, 5: 2, 6: 2}",,Extracellular vesicles to fight inflammatory diseases.
limay,Limay,Diagnostics & Health Access,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",molecular diagnostic,
limay_biosciences,Limay Biosciences,Diagnostics & Health Access,1,Molecular,-12.0,2.0,medium,primary,"{1: 5, 2: 0, 3: 4, 4: 2, 5: 0, 6: 0}",molecular diagnostic,Portable molecular diagnostics company.
linda_lifetech,Linda Lifetech,Diagnostics & Health Access,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
lipock,Lipock,Therapeutics,3,Organismo,-2.4,1.5,low,primary,"{1: 2, 2: 2, 3: 4, 4: 4, 5: 0, 6: 2}",,Lipid nanocapsule platform for volatile and hydrophobic actives.
living-ink-us,Living Ink,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
lizarbio,LizarBio,Therapeutics,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
logshare,LogShare,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 3, 6: 9}",planetary,Collaborative freight-sharing platform for lower-emission logistics.
luyef-biotechnologies-cl,Luyef Biotechnologies,Food Systems & Alt Proteins,2,Celular,-7.2,2.0,high,primary,"{1: 0, 2: 9, 3: 0, 4: 0, 5: 0, 6: 0}",fermentation; precision fermentation; ferment,
m4life,M4Life,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 4, 6: 0}",,Biological plant resilience enhancer to abiotic stress.
migma,MIGMA,Food Systems & Alt Proteins,3,Organismo,-2.4,1.67,medium,primary,"{1: 0, 2: 0, 3: 5, 4: 4, 5: 0, 6: 0}",animal nutrition,AI-designed antioxidant systems for shelf-life extension.
muta,MUTA,Biomaterials & Circular Economy,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 5}",planetary,B2B circular recycling and traceability platform.
mzp,MZP,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 2, 3: 10, 4: 0, 5: 0, 6: 0}",point-of-care; surgery,Advanced coagulation diagnostics for critical care.
mzp-tecnologia-ar,MZP Tecnologia,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",point-of-care,
magnamed,Magnamed,Diagnostics & Health Access,3,Organismo,-2.4,2.0,medium,primary,"{1: 0, 2: 2, 3: 7, 4: 2, 5: 0, 6: 4}",hospital,Mechanical ventilation and respiratory critical-care devices.
matchetune,Matchetune,Food Systems & Alt Proteins,4,Lote/Producto,2.4,1.67,high,primary,"{1: 2, 2: 0, 3: 0, 4: 16, 5: 0, 6: 2}",food ingredient; functional food; nutraceutical; food ingredient,Nanoencapsulated functional food ingredients platform.
mavios,Mavios,Biomanufacturing & Fermentation Economy,2,Celular,-7.2,2.0,high,primary,"{1: 2, 2: 18, 3: 0, 4: 0, 5: 3, 6: 2}",fermentation; precision fermentation; bioprocess; ferment,AI-based digital twin for bioprocess scale-up.
mendelics,Mendelics,Diagnostics & Health Access,1,Molecular,-12.0,2.0,high,primary,"{1: 6, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}", dna ; genomic,
merken-biotech-cl,Merken Biotech,Therapeutics,2,Celular,-7.2,2.0,high,primary,"{1: 0, 2: 3, 3: 0, 4: 0, 5: 0, 6: 0}",microbiology,
mesenchyal_t,Mesenchyal-T,Therapeutics,2,Celular,-7.2,2.0,medium,primary,"{1: 2, 2: 5, 3: 4, 4: 2, 5: 0, 6: 0}",cell therapy,AI-powered mesenchymal stem-cell therapy for bone regeneration.
metabix_bio,Metabix Bio,Nature & Ecosystem Tech,4,Lote/Producto,2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 3, 5: 0, 6: 0}",food system,
meton,Meton,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",drug design,
mirscience-therapeutics-br,MiRscience Therapeutics,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 6, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",nucleotid; oligonucleotide,
michroma,Michroma,Biomaterials & Circular Economy,2,Celular,-7.2,1.4,medium,primary,"{1: 4, 2: 17, 3: 0, 4: 11, 5: 3, 6: 0}",fermentation; precision fermentation; ferment,Fungal precision-fermentation platform for natural ingredients.
micro_meat,Micro Meat,Food Systems & Alt Proteins,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",protein ,
microin,MicroIN,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,medium,primary,"{1: 2, 2: 0, 3: 0, 4: 2, 5: 4, 6: 0}",,Microencapsulation for bioinputs.
microterra,MicroTerra,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 14, 5: 5, 6: 0}",food ingredient; plant-based; food ingredient; novel ingredient,Water-cleaning plant-based functional ingredients from lemna.
microendo,Microendo,Bioinputs & Crop Resilience,2,Celular,-7.2,1.0,low,primary,"{1: 0, 2: 6, 3: 0, 4: 0, 5: 6, 6: 0}",microorganism; microbiology,
microgenesis,Microgenesis,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 4, 4: 0, 5: 0, 6: 0}",,Fertility diagnostics and reproductive age assessment.
mirai_3d,Mirai 3D,Diagnostics & Health Access,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
mombak,Mombak,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 19}",biodiversity; planetary; reforestation; nature-based; habitat,Large-scale native biodiverse reforestation platform.
momentum-therapeutics,Momentum Therapeutics,Therapeutics,1,Molecular,-12.0,2.33,medium,primary,"{1: 5, 2: 0, 3: 4, 4: 0, 5: 0, 6: 0}",protein ,Neurodegeneration proteostasis therapeutics platform.
monte-caldera-technology,Monte Caldera Technology,Biomaterials & Circular Economy,1,Molecular,-12.0,2.33,medium,primary,"{1: 4, 2: 2, 3: 0, 4: 2, 5: 0, 6: 0}",,Advanced-physics materials discovery platform.
moolec,Moolec,Food Systems & Alt Proteins,5,Campo/Sistema,7.2,2.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 3, 5: 6, 6: 0}",farm; farming,
moondo,Moondo,Food Systems & Alt Proteins,2,Celular,-7.2,2.0,high,primary,"{1: 0, 2: 3, 3: 0, 4: 0, 5: 0, 6: 0}",cell culture,
moss,Moss,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 12}",carbon credit; planetary,Carbon credit and nature-finance infrastructure.
mothership-materials-cl,Mothership Materials,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
multiplai_health,MultiplAI Health,Diagnostics & Health Access,1,Molecular,-12.0,3.0,high,primary,"{1: 13, 2: 2, 3: 4, 4: 0, 5: 0, 6: 2}", rna ; genomic; transcriptom,RNA sequencing and AI screening for cardiovascular disease.
mycorium_biotech,Mycorium Biotech,Biomaterials & Circular Economy,2,Celular,-7.2,1.0,low,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 0, 6: 0}",,Upcycling waste using mycelium to produce bio-leather.
naiad-drug-design-br,NAIAD Drug Design,Therapeutics,1,Molecular,-12.0,2.0,high,primary,"{1: 6, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",drug discovery; drug design,
naiad,Naiad,Therapeutics,1,Molecular,-12.0,2.0,medium,primary,"{1: 6, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",drug discovery; drug design,
nairotech,Nairotech,Biomaterials & Circular Economy,1,Molecular,-12.0,1.5,low,primary,"{1: 4, 2: 4, 3: 2, 4: 2, 5: 0, 6: 2}",,Antimicrobial polymer and nanotechnology materials platform.
nanojump_bio,Nano Jump Bio,Diagnostics & Health Access,1,Molecular,-12.0,2.0,low,primary,"{1: 5, 2: 0, 3: 4, 4: 0, 5: 5, 6: 0}",molecular tool,Portable genetic material extraction tool.
nanotropic_tecnologia,NanoTropic Tecnologia,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",healthcare,
nanoblast,Nanoblast,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",dermatology,
nanofreeze,Nanofreeze,Biomaterials & Circular Economy,1,Molecular,-12.0,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",compound ,
nanogrow_biotech,Nanogrow Biotech,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 3, 2: 0, 3: 7, 4: 2, 5: 0, 6: 0}",therapeutic ,Single-domain antibody therapeutics platform.
nanoingreen,Nanoingreen,Food Systems & Alt Proteins,2,Celular,-7.2,1.4,medium,primary,"{1: 4, 2: 15, 3: 2, 4: 8, 5: 3, 6: 2}",fermentation; ferment; microorganism,Microbial fermentation platform for sustainable food ingredients.
nanopharmacia-group-mx,Nanopharmacia Group,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",genomic,
nanoprox,NanoproX,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 5, 2: 0, 3: 9, 4: 2, 5: 4, 6: 2}",oncology,Bismuth-sulfide nanoparticle radiosensitizer for oncology.
nanotica,Nanotica,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 4, 2: 2, 3: 0, 4: 0, 5: 16, 6: 4}",farm; field; farmer,In-field nanoencapsulation system for agricultural inputs.
nanotransfer,Nanotransfer,Therapeutics,1,Molecular,-12.0,1.57,high,primary,"{1: 10, 2: 0, 3: 4, 4: 0, 5: 0, 6: 0}",gene ; nanoparticle,Non-viral gene delivery platform.
nanovetores_group,Nanovetores Group,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",therapeutic ,
nat4bio,Nat4Bio,Food Systems & Alt Proteins,5,Campo/Sistema,7.2,1.57,medium,primary,"{1: 7, 2: 5, 3: 0, 4: 2, 5: 8, 6: 4}",harvest; citrus,Natural zero-residue edible coatings for fresh fruit.
nativas,Nativas,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 3, 6: 10}",ecosystem; ecosystem service,Regenerative agriculture and ecosystem-services platform.
naturannova,Naturannova,Food Systems & Alt Proteins,4,Lote/Producto,2.4,3.0,medium,primary,"{1: 5, 2: 3, 3: 0, 4: 8, 5: 2, 6: 2}",foodtech; protein ingredient,AI and bioinformatics for sustainable protein ingredients.
neomed-br,NeoMed,Diagnostics & Health Access,3,Organismo,-2.4,3.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",hospital,
neocell,Neocell,Biomanufacturing & Fermentation Economy,1,Molecular,-12.0,1.5,medium,primary,"{1: 5, 2: 4, 3: 2, 4: 2, 5: 0, 6: 0}",biosimilar,Biopharma development and biosimilar platform.
neocrop-technologies,Neocrop Technologies,Bioinputs & Crop Resilience,1,Molecular,-12.0,2.0,medium,primary,"{1: 7, 2: 0, 3: 0, 4: 0, 5: 6, 6: 2}",gene ,Precision gene editing crop platform.
neoprospecta-br,Neoprospecta,Biomanufacturing & Fermentation Economy,1,Molecular,-12.0,3.0,high,primary,"{1: 8, 2: 0, 3: 2, 4: 0, 5: 0, 6: 3}", dna ; genomic,"Microbial risk mapping for food and pharma using DNA sequencing, PCR-LAMP and AI to predict contamination before it happ"
neuralmed,NeuralMed,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",healthcare,
neurognos,Neurognos,Diagnostics & Health Access,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
new_organs_biotech,New Organs Biotech,Therapeutics,1,Molecular,-12.0,1.67,low,primary,"{1: 7, 2: 2, 3: 7, 4: 0, 5: 0, 6: 2}",gene ,Gene-edited regenerative medicine for organ shortage.
nexxto,Nexxto,Nature & Ecosystem Tech,2,Celular,-7.2,3.0,low,primary,"{1: 0, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2}",,IoT monitoring for health-product cold-chain quality.
nideport,Nideport,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 27}",ecosystem; biodiversity; planetary; reforestation; conservation,Nature restoration and carbon-credit platform.
nilus,Nilus,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 3, 5: 0, 6: 4}",,Food rescue and low-cost food access platform.
nintx-br,Nintx,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 0, 4: 3, 5: 0, 6: 3}",drug discovery,
nocarbon_milk,NoCarbon Milk,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,medium,primary,"{1: 3, 2: 0, 3: 0, 4: 5, 5: 2, 6: 2}",novel ingredient,Carbon-neutral organic dairy brand.
notfossil,NotFossil,Nature & Ecosystem Tech,2,Celular,-7.2,3.0,low,primary,"{1: 2, 2: 5, 3: 0, 4: 0, 5: 2, 6: 5}",microorganism,Microbial biofilters for hydrocarbon degradation.
novagenic_affinity,Novagenic Affinity,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",personalized medicine,
novalact,Novalact,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,2.0,medium,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 6, 6: 3}",farm; farming,
nude,Nude,Food Systems & Alt Proteins,4,Lote/Producto,2.4,1.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 13, 5: 0, 6: 2}",plant-based; foodtech; food brand,Oat-based plant dairy and climate-transparent food brand.
nunatak_biotech,Nunatak Biotech,Bioinputs & Crop Resilience,2,Celular,-7.2,2.0,medium,primary,"{1: 2, 2: 7, 3: 0, 4: 0, 5: 3, 6: 5}",microorganism,Plant-microbiome platform for soil restoration and crop resilience.
nutrition-from-water-cl,Nutrition from Water,Food Systems & Alt Proteins,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 3, 3: 0, 4: 3, 5: 0, 6: 0}",protein ,
omics,OMICS,Therapeutics,3,Organismo,-2.4,2.33,high,primary,"{1: 2, 2: 3, 3: 10, 4: 0, 5: 2, 6: 0}",veterinary; animal health,Veterinary stem-cell therapy platform.
ocular_bio_design,Ocular Bio Design,Therapeutics,3,Organismo,-2.4,1.0,medium,primary,"{1: 2, 2: 2, 3: 4, 4: 2, 5: 0, 6: 2}",,Bioengineered corneal tissue for vision restoration.
odd_industries,Odd Industries,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 9}",ecosystem; conservation; earth observation,
olho_do_dono,Olho do Dono,Farm Intelligence,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
omica,Omica,Diagnostics & Health Access,3,Organismo,-2.4,2.5,high,primary,"{1: 4, 2: 2, 3: 12, 4: 3, 5: 3, 6: 4}",patient; therapeutic ,Digital biobank for underrepresented patient populations.
onco_precision,Onco Precision,Therapeutics,3,Organismo,-2.4,2.2,high,primary,"{1: 3, 2: 0, 3: 13, 4: 0, 5: 0, 6: 0}",patient; therapeutic ; oncology,Patient-centric oncology antibody discovery platform.
oncoliq,Oncoliq,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 10, 4: 0, 5: 0, 6: 0}",healthcare; oncology,Non-invasive early cancer detection.
outpost,Outpost,Biomanufacturing & Fermentation Economy,3,Organismo,-2.4,1.67,medium,primary,"{1: 2, 2: 5, 3: 9, 4: 2, 5: 0, 6: 5}",medical device,Closed-loop microbiome predictive-biology platform.
php_biotech,PHP Biotech,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",oncology,
polymera,POLYMERA,Biomaterials & Circular Economy,2,Celular,-7.2,1.62,medium,primary,"{1: 2, 2: 6, 3: 0, 4: 2, 5: 5, 6: 2}",,Bio-based biodegradable superabsorbent polymers.
pow_foods,POW! Foods,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,high,primary,"{1: 3, 2: 0, 3: 0, 4: 9, 5: 0, 6: 3}",plant-based; meat alternative; food system,
prosperia,PROSPERiA,Diagnostics & Health Access,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
panarum,Panarum,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 9, 4: 0, 5: 0, 6: 0}",clinical use; therapeutic ; healthcare,
pannex_therapeutics,Pannex Therapeutics,Therapeutics,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
patagon-fiber,Patagon Fiber,Biomaterials & Circular Economy,2,Celular,-7.2,1.0,low,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 2, 6: 0}",,Bacteria-derived sustainable inks and textile biomaterials.
patagonia-biotechnology-cl,Patagonia Biotechnology,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 3, 6: 0}",crop yield,
pathovet,Pathovet,Diagnostics & Health Access,3,Organismo,-2.4,2.0,medium,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 3, 6: 0}",veterinary; animal health,
peptidus-biotech-br,Peptidus Biotech,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 3, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",veterinary; therapeutic ,
pepton,Pepton,Therapeutics,3,Organismo,-2.4,1.67,medium,primary,"{1: 5, 2: 2, 3: 10, 4: 0, 5: 2, 6: 2}",human health; animal health,Advanced biomolecular alternatives to antibiotics.
phagelab,PhageLab,Diagnostics & Health Access,5,Campo/Sistema,7.2,2.33,medium,primary,"{1: 5, 2: 0, 3: 6, 4: 0, 5: 7, 6: 0}",farm,AI-guided bacteriophage animal-health platform.
pharmalens-br,Pharmalens,Therapeutics,3,Organismo,-2.4,3.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,Applies computer vision and machine learning to automate visual defect detection and quality control in pharmaceutical a
photio,Photio,Nature & Ecosystem Tech,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
phylumtech,PhylumTech,Therapeutics,1,Molecular,-12.0,2.6,medium,primary,"{1: 8, 2: 2, 3: 4, 4: 0, 5: 2, 6: 0}",drug discovery; compound ,Small-animal drug discovery automation platform.
pickcells,Pickcells,Diagnostics & Health Access,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",healthcare,
pill_ar,Pill.AR,Diagnostics & Health Access,3,Organismo,-2.4,1.67,high,primary,"{1: 0, 2: 2, 3: 12, 4: 4, 5: 0, 6: 2}",patient; personalized medicine,3D-printed personalized medicines platform.
pink-farms,Pink Farms,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 5, 5: 8, 6: 4}",farm; farming,Vertical urban farming platform.
pixed,Pixed,Diagnostics & Health Access,6,Paisaje/Planeta,12.0,2.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 3}",biome,
plamic,Plamic,Therapeutics,6,Paisaje/Planeta,12.0,1.4,medium,primary,"{1: 5, 2: 4, 3: 4, 4: 2, 5: 3, 6: 7}",biome,Microfluidic lab-on-a-chip platform for nanomedicine manufacturing.
plamic_biotech,Plamic Biotech,Therapeutics,3,Organismo,-2.4,1.67,high,primary,"{1: 2, 2: 2, 3: 12, 4: 0, 5: 0, 6: 0}",personalized medicine; oncology,Microfluidic lab-on-a-chip cancer platform.
polybion,Polybion,Biomaterials & Circular Economy,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
poas_bioenergy,Poás Bioenergy,Nature & Ecosystem Tech,6,Paisaje/Planeta,12.0,3.0,high,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 6}",,Residue-to-energy and biochar platform.
praxis-biotech-cl,Praxis Biotech,Therapeutics,1,Molecular,-12.0,1.0,medium,primary,"{1: 3, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0}",drug discovery,"Drug discovery company targeting apoptosis and cell survival pathways for cancer and neurodegenerative diseases, spun fr"
pregen,PreGen,Diagnostics & Health Access,1,Molecular,-12.0,3.0,low,primary,"{1: 7, 2: 0, 3: 7, 4: 0, 5: 2, 6: 2}",genomic,Affordable genomic cancer prognosis tests.
precision_ag,Precision Ag,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 12, 6: 7}",field; crop management; crop monitoring,Agricultural drone spraying and crop-monitoring services.
produzindo-certo,Produzindo Certo,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 9, 6: 2}",agribusiness; agricultural production,Agribusiness transparency and compliance platform.
progal,Progal,Food Systems & Alt Proteins,4,Lote/Producto,2.4,2.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 6, 5: 0, 6: 3}",food ingredient; food ingredient,
promip,Promip,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.0,high,primary,"{1: 0, 2: 2, 3: 0, 4: 0, 5: 8, 6: 2}",pest management,Biological pest-control products and integrated pest management.
protiva,Protiva,Biomaterials & Circular Economy,4,Lote/Producto,2.4,1.8,high,primary,"{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0}",,Bio-based colors for textile processes.
puna_bio,Puna Bio,Bioinputs & Crop Resilience,5,Campo/Sistema,7.2,1.57,low,primary,"{1: 2, 2: 5, 3: 5, 4: 0, 5: 7, 6: 7}",field,Extremophile microbial seed treatments for crop resilience.
qnity,Qnity,Therapeutics,1,Molecular,-12.0,2.33,high,primary,"{1: 5, 2: 0, 3: 2, 4: 2, 5: 2, 6: 0}",drug discovery,Quantum-electrochemical molecular screening for drug discovery.
quantis-br,Quantis,Therapeutics,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0}",protein ,
qumir_nano,Qumir Nano,Bioinputs & Crop Resilience,1,Molecular,-12.0,1.5,medium,primary,"{1: 10, 2: 2, 3: 2, 4: 8, 5: 4, 6: 2}",metabolit; cell-free,Microbial-metabolite nanodelivery platform for crop inputs.
recepta_biopharma,RECEPTA Biopharma,Therapeutics,3,Organismo,-2.4,2.0,high,primary,"{1: 0, 2: 0, 3: 6, 4: 0, 5: 0, 6: 0}",therapeutic ; oncology,
rnatech-ar,RNAtech,Food Systems & Alt Proteins,1,Molecular,-12.0,2.0,low,primary,"{1: 3, 2: 0, 3: 0, 4: 3, 5: 0, 6: 0}", rna ,Discovers RNA-based bioactive functional ingredients from natural sources using the Serkanto-AI platform for supplements
radbio,Radbio,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 3, 2: 0, 3: 9, 4: 0, 5: 2, 6: 5}",therapeutic ,TGF-beta biologic therapeutics for fibrosis and cancer.
radial,Radial,Biomaterials & Circular Economy,2,Celular,-7.2,1.57,low,primary,"{1: 0, 2: 2, 3: 0, 4: 2, 5: 0, 6: 2}",,Fungal biomaterials made from residues.
reddot-bio-br,Reddot Bio,Farm Intelligence,3,Organismo,-2.4,2.0,low,primary,"{1: 3, 2: 0, 3: 6, 4: 0, 5: 6, 6: 0}",animal health; point-of-care,
resistia,Resistia,Therapeutics,3,Organismo,-2.4,2.0,medium,primary,"{1: 2, 2: 0, 3: 4, 4: 2, 5: 2, 6: 0}",,Anti-biofilm antimicrobial biotech platform.
rizoflora_biotechnology_acq_by_stoller,Rizoflora Biotechnology (acq. by Stoller)),Bioinputs & Crop Resilience,3,Organismo,-2.4,2.0,low,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}",,
rumina,Rumina,Nature & Ecosystem Tech,5,Campo/Sistema,7.2,3.0,medium,primary,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 8, 6: 5}",farm; farming,Technology platform for sustainable dairy production.
ruuts,Ruuts,Nature & Ecosystem Tech,4,Lote/Producto,2.4,3.0,medium,primary,"{1: 0, 2: 2, 3: 0, 4: 8, 5: 6, 6: 7}",food ingredient; food ingredient,Regenerative agriculture incentives and ecological outcome measurement.
samay,Samay,Diagnostics & Health Access,3,Organismo,-2.4,3.0,high,primary,"{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0}",,AI respiratory diagnosis and monitoring platform.
