"startup_id","startup_name","scope_decision","scope_status","macro_theme","emergent_theme","review_status","data_quality_score_10","quality_band","source_url","source_type","missing_signals","startup_summary_v1","business_one_liner","thesis_scope_note"
"travelx","TravelX","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"uala","Ualá","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"untech","UnTech","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"updairy","Updairy","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"vercel","Vercel","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"viewmind","ViewMind","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"vixtra","Vixtra","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","import financing fintech para fintech and international trade. Queda afuera por full_digital_no_materiality_signal.","import financing fintech para fintech and international trade.","Queda afuera por full_digital_no_materiality_signal."
"vmind","VMind","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"vu","Vu","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","portfolio_or_official_override","","digital identity and fraud prevention platform para cybersecurity and fintech. Queda afuera por full_digital_no_materiality_signal.","digital identity and fraud prevention platform para cybersecurity and fintech.","Queda afuera por full_digital_no_materiality_signal."
"webee","Webee","include","provisional","ag biologicals and crop resilience","data-driven pollination systems","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","agriculture biotech para fruit and specialty crop agriculture. Entra en tesis por ag biologicals and crop resilience.","agriculture biotech para fruit and specialty crop agriculture.","Entra en tesis por ag biologicals and crop resilience."
"werkenvac","WerkénVac","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"wisy","Wisy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","portfolio_or_official_override","","crypto investment bundles app para consumer fintech. Queda afuera por full_digital_no_materiality_signal.","crypto investment bundles app para consumer fintech.","Queda afuera por full_digital_no_materiality_signal."
"workana","Workana","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"zipnova","Zipnova","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
