"startup_id","startup_name","scope_decision","scope_reason","macro_theme","emergent_theme","structured_sector","structured_country","degree","confidence","data_quality_score_10","quality_band","research_priority","entity_basics_score","taxonomy_confidence_score","scope_clarity_score","maturity_evidence_score","graph_context_score","assignment_method","evidence_source","has_current_trl","missing_signals"
"single_strand_biotech","Single Strand Biotech","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","1","0.93","8","medium","4","2","2","2","1","1","manual_override","single_strand_official_site_2026","False","needs_current_trl_research"
"sioma","Sioma","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","CO","0","0.84","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"smartbreeder","SmartBreeder","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","BR","0","0.83","8","medium","4","2","2","2","1","1","manual_override","kptl_smartbreeder_2026","False","needs_current_trl_research"
"solfium","Solfium","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","distributed clean-energy deployment","Other / Unclassified","MX/AR","4","0.82","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"solinftec","Solinftec","include","bio_centric_precision_agriculture_and_resource_efficiency","precision agriculture and resource intelligence","autonomous agriculture and resource-efficient farming","","BR/LatAm","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"solubio","Solubio Tecnologias Agricolas","include","core_bio_ag_biologicals_and_bioinputs","ag biologicals and crop resilience","on-farm bioinput production","","BR","0","0.88","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"soygreen","SoyGREEN","include","candidate_website_signal_material_ag_system","ag biologicals and crop resilience","extremophile microbial ag inputs","Other / Unclassified","AR","2","0.76","8","medium","4","2","2","2","1","1","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"spaceag","SpaceAG","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","PE","0","0.83","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"speclab","SpecLab","include","bio_centric_analytical_infrastructure","diagnostics and medtech","analytical diagnostics and spectral sensing","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"symbiomics","Symbiomics","include","core_bio_ag_biologicals_and_ai_discovery","ag biologicals and crop resilience","ag biologicals and microbial discovery","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","external_profile","False","needs_current_trl_research"
"syocin-biotech","Syocin Biotech","include","official_website_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","","AR","0","0.92","8","medium","4","2","2","2","1","1","manual_override","syocin_official_site_2026","False","needs_current_trl_research"
"tbit","TBIT","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","seed and grain quality intelligence","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"tell","Tell","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","diagnostics and medtech","Other / Unclassified","AR","2","0.88","8","medium","4","2","2","2","1","1","manual_override","ganesha_tell_2026","False","needs_current_trl_research"
"tensor-care","Tensor Care","include","external_source_signal_bio_based_or_biocentric","diagnostics and medtech","diagnostics and medtech","","CL","0","0.84","8","medium","4","2","2","2","1","1","manual_override","tensorcare_public_profiles_2026","False","needs_current_trl_research"
"terramagna","TerraMagna","include","bio_centric_ag_finance_and_risk_infrastructure","climate, energy and resource systems","agricultural credit and risk intelligence","","BR","0","0.82","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"tesabio_ai","Tesabio.ai","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","2","0.92","8","medium","4","2","2","2","1","1","manual_override","tesabio_official_site_2026","False","needs_current_trl_research"
"the-earth-says","The Earth Says","include","external_source_signal_biocentric_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","CL","0","0.86","8","medium","4","2","2","2","1","1","manual_override","theearthsays_public_profiles_2026","False","needs_current_trl_research"
"traive","Traive","include","bio_centric_ag_finance_and_risk_infrastructure","climate, energy and resource systems","agricultural credit and risk intelligence","","BR","0","0.82","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"tuplaza","TuPlaza","include","bio_centric_food_supply_chain_efficiency","climate, energy and resource systems","fresh food supply-chain infrastructure","","CO","0","0.7","8","medium","4","2","2","2","1","1","manual_override","external_profile","False","needs_current_trl_research"
"um_grau_e_meio","Um Grau e Meio","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","planetary monitoring and resilience systems","","BR","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"verqor","Verqor","include","official_portfolio_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","","MX","0","0.7","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"voa","Voa","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture and resource intelligence","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"waterplan","Waterplan","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","water risk and stewardship intelligence","","AR/US","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"werk-nvac","WerkénVac","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and animal resilience","","AR","0","0.85","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"xeptiva","Xeptiva","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","","UY","0","0.9","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"tech","@Tech","include","official_portfolio_signal_biocentric_material_system","precision agriculture and resource intelligence","precision agriculture intelligence","Digital Economy","BR","1","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"agree","Agree","include","official_website_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","Digital Economy","AR","4","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","agree_official_site_2026","False","needs_current_trl_research"
"agrired","Agrired","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","ag-input market infrastructure","Digital Economy","AR","4","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","agrired_official_site_2026","False","needs_current_trl_research"
"agroforte","Agroforte","include","official_portfolio_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","Digital Economy","BR","4","0.68","8.5","high","3","2","2","2","1","1.5","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"antarka","Antarka","include","external_source_signal_bio_based_extremophile_biotech_latam","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","UY","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","antarka_public_profiles_2026","False","needs_current_trl_research"
"apasomics","Apasomics","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","CR","2","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","official_website_2026","False","needs_current_trl_research"
"aquit","Aquit","include","external_source_signal_bio_based_aquaculture_animal_health_latam","ag biologicals and crop resilience","ag biologicals and animal resilience","Digital Economy","CL","4","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","aquit_public_profiles_2026","False","needs_current_trl_research"
"arakion","Arakion","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Other / Unclassified","AR","5","0.86","8.5","high","4","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"arcomed","Arcomed","include","official_website_signal_medtech_clinical_system","diagnostics and medtech","health diagnostics and medtech","Human Health","CL","2","0.66","8.5","high","3","2","2","2","1","1.5","manual_override","arcomed_official_site_2026","False","needs_current_trl_research"
"ardan","Ardan","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","UY/AR","3","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","ardan_pharma_official_2026","False","needs_current_trl_research"
"argentag","ArgenTAG","include","official_website_signal_life_science_tools","computational biology and scientific software","computational biology and life-science software","Other / Unclassified","AR","9","0.94","8.5","high","4","2","2","2","1","1.5","manual_override","argentag_official_site_2026","False","needs_current_trl_research"
"avatar_medtech","AVaTAR MedTech","include","official_website_signal_tissue_based_medtech","diagnostics and medtech","diagnostics and medtech","Human Health","AR/US","3","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","avatar_medtech_official_site_2026","False","needs_current_trl_research"
"beeflow","Beeflow","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","data-driven pollination systems","Other / Unclassified","US/AR","18","0.8","8.5","high","5","2","2","2","1","1.5","manual_seed","official_website","False","needs_current_trl_research"
"bioblends","BioBlends","include","official_public_profile_signal_bio_based_or_biocentric","food biotech and novel ingredients","natural food preservation systems","Other / Unclassified","AR","5","0.88","8.5","high","4","2","2","2","1","1.5","manual_override","cancilleria_next_argentina_2026","False","needs_current_trl_research"
"biocle","BioCl","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AR","2","0.8","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"bioeutectics","Bioeutectics","include","official_website_signal_biobased_chemistry","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","AR/US","4","0.9","8.5","high","3","2","2","2","1","1.5","manual_seed","official_website","False","needs_current_trl_research"
"bioheuris","Bioheuris","include","official_site_signal_bio_based_or_biocentric","ag biologicals and crop resilience","genome-enabled crop resilience","Other / Unclassified","AR/US","7","0.88","8.5","high","4","2","2","2","1","1.5","manual_seed","official_website","False","needs_current_trl_research"
"biometallum","BioMetallum","include","official_website_signal_climate_materiality_and_resource_transition","climate, energy and resource systems","critical materials and resource systems","Digital Economy","AR","3","0.93","8.5","high","3","2","2","2","1","1.5","manual_override","biometallum_official_site_2026","False","needs_current_trl_research"
"branch_energy","Branch Energy","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","distributed clean-energy infrastructure","Bio·Industry","US","1","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","official_public_profile","False","needs_current_trl_research"
"calfix","Calfix","include","public_profile_signal_bio_based_construction_materials","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","AR","1","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","calfix_linkedin_2026","False","needs_current_trl_research"
"cellva","Cellva","include","official_site_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","BR","1","0.87","8.5","high","3","2","2","2","1","1.5","manual_override","cellva_official_site_2026","False","needs_current_trl_research"
"chemtest","Chemtest","include","official_website_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Digital Economy","AR","1","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","chemtest_official_site_2026","False","needs_current_trl_research"
"circa_therapeutics","Circa Therapeutics","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AE/AR","3","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","circa_official_site_2026","False","needs_current_trl_research"
"cyanomin","CyanoMin","include","official_website_signal_bio_based_or_biocentric","climate, energy and resource systems","resource recovery and bioremediation systems","Digital Economy","AR","3","0.94","8.5","high","3","2","2","2","1","1.5","manual_override","cyanomin_official_site_2026","False","needs_current_trl_research"
"cytbac","Cytbac","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","vaccine and immunotherapy platforms","Digital Economy","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","external_profile","False","needs_current_trl_research"
"dharma_bioscience","Dharma BioScience","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","non-invasive tissue regeneration","Digital Economy","AR","3","0.72","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"dogma_biotech","Dogma Biotech","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","CO","4","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"done_properly","Done Properly","include","official_site_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Deep·Biotech","CL","2","0.94","8.5","high","3","2","2","2","1","1.5","manual_override","done_properly_official_site_2026","False","needs_current_trl_research"
"dprotein","DProtein","include","external_profile_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Digital Economy","AR","3","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","dprotein_linkedin_2026","False","needs_current_trl_research"
"dymaxion_labs","Dymaxion Labs","include","official_website_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Agri·Food·Land Use","AR","2","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","dymaxion_official_site_2026","False","needs_current_trl_research"
"eiwa","Eiwa","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Other / Unclassified","AR","5","0.92","8.5","high","4","2","2","2","1","1.5","manual_override","eiwa_official_site_2026","False","needs_current_trl_research"
"elytron_biotech","Elytron Biotech","include","official_website_signal_bioindustrial_products","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Other / Unclassified","AR","6","0.86","8.5","high","4","2","2","2","1","1.5","manual_override","elytron_official_site_2026","False","needs_current_trl_research"
"eolo_pharma","Eolo Pharma","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","UY","4","0.93","8.5","high","3","2","2","2","1","1.5","manual_override","eolo_official_site_2026","False","needs_current_trl_research"
"ergo_bioscience","Ergo Bioscience","include","official_website_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","AR","3","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","ergo_bioscience_official_site_2026","False","needs_current_trl_research"
"fecundis","Fecundis","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","5","0.92","8.5","high","4","2","2","2","1","1.5","manual_override","fecundis_official_site_2026","False","needs_current_trl_research"
"feedvax","Feedvax","include","official_site_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and animal resilience","Other / Unclassified","US/AR","6","0.91","8.5","high","4","2","2","2","1","1.5","manual_override","feedvax_official_site_2026","False","needs_current_trl_research"
"fungi_life","Fungi Life","include","official_site_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","AR","4","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","fungi_life_official_site_2026","False","needs_current_trl_research"
"future_biome","Future Biome","include","source_backed_material_bio_or_planetary_signal","food biotech and novel ingredients","food biofactories and functional ingredients","Digital Economy","AR","2","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"galtec","Galtec Life","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","galectin immunotherapy platforms","Digital Economy","AR","1","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"gameet","Gameet","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","reproductive biotech and assisted reproduction devices","Digital Economy","AR","2","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"geoprot","Geoprot","include","official_portfolio_signal_deep_biotech_scientific_infrastructure","computational biology and scientific software","protein biology and scientific infrastructure","Agri·Food·Land Use","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_geoprot_2026","False","needs_current_trl_research"
"gigablue","Gigablue","include","official_website_signal_climate_materiality_and_resource_transition","climate, energy and resource systems","nature restoration and carbon systems","Bio·Industry","AR","3","0.93","8.5","high","3","2","2","2","1","1.5","manual_override","gigablue_official_site_2026","False","needs_current_trl_research"
"gisens_biotech","Gisens Biotech","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Human Health","AR","4","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"glycox","GlycoX","include","official_website_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Digital Economy","AR","1","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","glycox_official_site_2026","False","needs_current_trl_research"
"heartbest","Heartbest","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","MX","1","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","yieldlab_heartbest_2026","False","needs_current_trl_research"
"hybridon","Hybridon","include","bioactive_materials_and_antimicrobial_nanotechnology_signal","biobased chemistry and advanced materials","bioactive materials and surface technologies","Digital Economy","AR","1","0.8","8.5","high","3","2","2","2","1","1.5","manual_override","official_website_or_public_profile","False","needs_current_trl_research"
"imvalv","Imvalv","include","candidate_website_signal_biocentric_health_system","diagnostics and medtech","health diagnostics and medtech","Human Health","AR","2","0.81","8.5","high","3","2","2","2","1","1.5","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"inbioar","Inbioar","include","official_website_signal_bio_based_or_biocentric","ag biologicals and crop resilience","genome-enabled crop resilience","Agri·Food·Land Use","AR","3","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","inbioar_official_site_2026","False","needs_current_trl_research"
"infira","Infira","include","official_public_signal_agrobiotech_and_crop_resilience","ag biologicals and crop resilience","genome-enabled crop resilience","Digital Economy","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","infira_public_profiles_2026","False","needs_current_trl_research"
"inmet","INMET","include","source_backed_material_bio_or_planetary_signal","biobased chemistry and advanced materials","PHB biopolymers and compostable materials","Bio·Industry","AR","2","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"inner_cosmos","Inner Cosmos","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","neurotherapeutic medical devices","Human Health","US","1","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"invitrall","Invitrall","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","in vitro human organ models and drug testing","Digital Economy","AR","2","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"keclon","Keclon","include","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Digital Economy","AR","4","0.94","8.5","high","3","2","2","2","1","1.5","manual_override","keclon_official_site_2026","False","needs_current_trl_research"
"kresko_rnatech","Kresko RNAtech","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Digital Economy","AR/US","4","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","sosv_company_profile_2026","False","needs_current_trl_research"
"laurus","Laurus","include","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Agri·Food·Land Use","AR","1","0.91","8.5","high","3","2","2","2","1","1.5","manual_override","laurus_official_site_2026","False","needs_current_trl_research"
"levya","Levya","include","official_website_signal_bio_based_food_and_cosmetic_ingredients","food biotech and novel ingredients","food ingredients and biofactories","Digital Economy","AR","1","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","levya_official_2026","False","needs_current_trl_research"
"libera","Libera","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Agri·Food·Land Use","AR","3","0.83","8.5","high","3","2","2","2","1","1.5","manual_override","sf500_portfolio_2026","False","needs_current_trl_research"
"limay_biosciences","Limay Biosciences","include","institutional_public_source_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Digital Economy","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","cancilleria_2026","False","needs_current_trl_research"
"lipock","Lipock","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","drug delivery and bioactive formulation platforms","Digital Economy","AR","2","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"logshare","LogShare","include","official_website_signal_material_logistics_system","climate, energy and resource systems","low-emission logistics and supply-chain efficiency","Digital Economy","BR","1","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","logshare_official_site_2026","False","needs_current_trl_research"
"m4life","M4Life","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Digital Economy","AR","2","0.81","8.5","high","3","2","2","2","1","1.5","manual_override","sf500_portfolio_2026","False","needs_current_trl_research"
"mavios","Mavios","include","official_site_signal_bioindustrial_infrastructure","biomanufacturing and bioindustrial platforms","bioprocess intelligence and digital twins","Agri·Food·Land Use","AR","2","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","mavios_official_site_2026","False","needs_current_trl_research"
"mesenchyal_t","Mesenchyal-T","include","core_bio_therapeutics_and_regenerative_medicine","therapeutics and regenerative medicine","therapeutics and regenerative bio","Digital Economy","AR","2","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"microin","MicroIN","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","extremophile microbial ag inputs","Digital Economy","AR","3","0.8","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"microterra","MicroTerra","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Digital Economy","MX","4","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","sosv_company_profile_2026","False","needs_current_trl_research"
"multiplai_health","MultiplAI Health","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","transcriptomic screening and precision diagnostics","Human Health","AR/UK","2","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"mycorium_biotech","Mycorium Biotech","include","official_portfolio_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","AR","3","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","sf500_portfolio_2026","False","needs_current_trl_research"
"nairotech","Nairotech","include","source_backed_material_bio_or_planetary_signal","biobased chemistry and advanced materials","functional advanced materials and biointerface surfaces","Digital Economy","AR","2","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","government_public_profile","False","needs_current_trl_research"
"nanotica","Nanotica","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","ag-input delivery and nanoencapsulation","Agri·Food·Land Use","AR","1","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"nanotransfer","Nanotransfer","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AR","4","0.91","8.5","high","3","2","2","2","1","1.5","manual_override","nanotransfer_official_site_2026","False","needs_current_trl_research"
"naturannova","Naturannova","include","official_website_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","CL","1","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","naturannova_official_site_2026","False","needs_current_trl_research"
"neocell","Neocell","include","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Digital Economy","AR","2","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","neocell_official_site_2026","False","needs_current_trl_research"
"new_organs_biotech","New Organs Biotech","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","gene-edited regenerative medicine and organ replacement","Human Health","AR","2","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"notfossil","NotFossil","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","bioremediation and microbial resource recovery","Digital Economy","AR","2","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"nunatak_biotech","Nunatak Biotech","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","plant microbiome and soil restoration","Digital Economy","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"ocular_bio_design","Ocular Bio Design","include","official_public_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Human Health","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","ocular_bio_design_public_profile_2026","False","needs_current_trl_research"
"omica","Omica","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","digital biobank and multiomics infrastructure","Digital Economy","AR","1","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"onco_precision","Onco Precision","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","US/AR","1","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","oncoprecision_official_site_2026","False","needs_current_trl_research"
"pepton","Pepton","include","external_source_signal_antimicrobial_biotech_latam","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AR","2","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","pepton_public_profiles_2026","False","needs_current_trl_research"
"phylumtech","PhylumTech","include","official_website_signal_life_science_research_tools_latam","computational biology and scientific software","computational biology and life-science software","Digital Economy","AR","4","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","phylumtech_official_2026","False","needs_current_trl_research"
"pill_ar","Pill.AR","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","personalized medicine manufacturing","Digital Economy","AR","2","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"plamic","Plamic","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","microfluidic nanomedicine manufacturing","Agri·Food·Land Use","AR","3","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","government_public_profile","False","needs_current_trl_research"
"polymera","POLYMERA","include","external_source_signal_bio_based_materials_latam","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","UY","3","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","polymera_public_profiles_2026","False","needs_current_trl_research"
"pregen","PreGen","include","official_public_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Agri·Food·Land Use","AR","2","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","pregen_public_profile_2026","False","needs_current_trl_research"
"radbio","Radbio","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","biologic therapeutics for fibrosis and cancer","Digital Economy","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"resistia","Resistia","include","external_source_signal_antimicrobial_biotech_latam","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AR","2","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","resistia_public_profiles_2026","False","needs_current_trl_research"
