"priority_rank_score","startup_name","current_theme","semantic_confidence","semantic_margin","data_quality_score_10","quality_band","review_status","source_type","source_url","curation_reasons","current_one_liner","current_summary","evidence_excerpt","suggested_action"
"979","Ergo Foods","drug discovery and disease therapeutics","high","19.3","8","medium","reviewed","official_website","https://www.ergobiotech.com/","summary_not_normalized_to_english","Plant cell biotechnology ingredients platform.","Empresa de plant cell biotechnology que desarrolla ingredientes de nueva generación, proteínas recombinantes y herramientas de breeding a partir de células vegetales. Entra en tesis por food biotech and novel ingredients.","Official site describes plant cell biotechnology for next-generation ingredients, recombinant proteins and crop innovation tools.","spot-check"
"979","Gameet","clinical diagnostics and medical devices","high","19.4","8.5","high","reviewed","official_website","https://www.gameet.life/","summary_not_normalized_to_english","3D-printed microdevice platform for assisted reproduction.","Gameet is an Argentine reproductive-biotech startup developing 3D-printed microdevices to optimize the production of healthy human embryos in assisted-reproduction workflows. Its technology sits at the intersection of medtech, embryology and reproductive biology: a physical microdevice designed to improve biological outcomes in fertility treatment. It belongs inside BIO VC LATAM as reproductive medtech and bioinstrumentation.","Official site describes Gameet as a biotechnology startup optimizing healthy human embryo production through 3D-printed microdevices for assisted reproduction.","spot-check"
"979","Agrotoken","grain traceability and producer infrastructure","high","20","9","high","reviewed","official_website","https://landing.test.agrotoken.io/en/home","summary_not_normalized_to_english","Real-world asset and traceability infrastructure for agribusiness.","Infraestructura para tokenizar granos y otros activos del agro, habilitando pagos, financiamiento, colateral y trazabilidad sobre activos materiales reales. Entra en tesis por acople fuerte a cadenas agro-materiales y capa de trazabilidad/sustentabilidad.","Official site describes digitization of grains into agrotokens and additional traceability and sustainability explorer tools for material supply chains.","spot-check"
"979","Feedvax","food ingredients and biofactories","high","20.1","8.5","high","reviewed","official_website","https://www.feedvax.com/","summary_not_normalized_to_english","Oral vaccine platform for aquaculture.","Startup de animal biotech que desarrolla vacunas orales para peces para reducir estres operativo y evitar antibioticos en acuicultura. Entra en tesis por ag biologicals and crop resilience.","Official site describes oral fish vaccines designed to simplify production, reduce animal stress and avoid antibiotics.","spot-check"
"979","Nanoingreen","food ingredients and biofactories","high","20.1","9","high","reviewed","official_website","https://www.nanoingreen.com/","summary_not_normalized_to_english","Microbial fermentation platform for sustainable food ingredients.","NanoInGreen is a food-biotech ingredient startup using microorganism strains and fermentation as natural biofactories to create sustainable, bioavailable ingredients for the food industry. Its public site describes a bioplatform of more than 150 microorganism strains, GMO-free and clean-label formulas, natural preservatives and absorbable mineral ingredients. It belongs inside BIO VC LATAM as microbial food-ingredient biomanufacturing and functional nutrition infrastructure.","Official site says NanoInGreen uses microorganisms to create sustainable bioavailable food ingredients, has a platform of 150+ strains and develops natural preservatives and absorbable minerals.","spot-check"
"979","Apasomics","therapeutics and regenerative bio","high","20.3","8.5","high","reviewed","official_website","https://www.apasomics.com/","summary_not_normalized_to_english","Bone-targeted drug delivery startup.","Startup de therapeutics que desarrolla nanomedicina biomimetica para llevar farmacos directamente al hueso. Entra en tesis por therapeutics and regenerative medicine.","Official site describes hydroxyapatite nanospheres that target bone and improve the delivery of drugs such as bisphosphonates for osteoporosis and other bone diseases.","spot-check"
"979","Cell Farm","therapeutics and regenerative bio","high","20.5","9","high","reviewed","official_website","https://www.cell.farm/","summary_not_normalized_to_english","Cultivated meat production infrastructure.","Startup food biotech que construye infraestructura de produccion para carne cultivada, con foco en escalado modular y manufactura on-demand. Entra en tesis por su acople directo a agricultura celular y transicion proteica.","Official site says cell.farm is building modular, on-demand production infrastructure for cultivated meat to reach global scale.","spot-check"
"979","Ocular Bio Design","resource recovery and remediation","high","20.5","8.5","high","reviewed","official_public_profile","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","summary_not_normalized_to_english","Bioengineered corneal tissue for vision restoration.","Spin-off bioingenieril enfocada en producir tejido corneal funcional, biosintetico y trasplantable para restaurar vision y reducir costos de trasplante. Entra en tesis por ingenieria de tejidos y medicina regenerativa.","Tecnologico de Monterrey describes Ocular Bio Design as a tissue engineering spin-off creating functional, biosynthetic and biocompatible corneal tissue to restore vision.","spot-check"
"979","Gênica","ag biologicals and crop resilience","high","20.6","8","medium","reviewed","official_website","https://genica.com.br/","summary_not_normalized_to_english","Soil health and agricultural biologicals platform.","Gênica is a Brazilian ag-biologicals company developing bioinputs and soil-health technologies for regenerative crop management. Its R&D spans bioprospection of new organisms and microbial groups, molecular techniques, bioinformatics and products based on organic molecules from microorganisms or other sources. The company emphasizes biological products that reduce chemical pesticide and nitrogen-fertilizer dependence, protect soil and groundwater, and regenerate productive systems. It belongs inside BIO VC LATAM as core agricultural biologicals.","Official site describes bioinputs, bioprospection, molecular techniques and bioinformatics; its ESG page says bioinputs reduce chemical pesticides and fossil nitrogen fertilizers, preserve soil and groundwater, and support biological regeneration.","spot-check"
"979","Seedz","grain traceability and producer infrastructure","high","20.6","8","medium","reviewed","official_website","https://www.seedz.ag/","summary_not_normalized_to_english","Agribusiness loyalty, marketplace and producer-intelligence platform.","Seedz is a Brazilian agtech platform for agribusiness loyalty, producer engagement, commercial intelligence, rewards, payments and credit access. Its relevance is infrastructural rather than biological: it organizes the commercial layer around farms, input channels and producer relationships in agricultural value chains. It belongs inside BIO VC LATAM as agri-market and producer-engagement infrastructure directly attached to material biological production.","Official site describes technology for agribusiness, including producer rewards, commercial intelligence, incentives, payments and credit access.","spot-check"
"979","Onco Precision","agri intelligence and traceable markets","high","21","8.5","high","reviewed","official_website","https://www.oncoprecision.bio/","summary_not_normalized_to_english","Patient-centric oncology antibody discovery platform.","Startup de anticuerpos terapeuticos que integra high-throughput biology y AI/ML para descubrir programas oncologicos con datos derivados de pacientes desde etapas tempranas.","Official site describes a platform therapeutics company using high-throughput biology and AI/ML to discover oncology antibody programs with patient-derived data.","spot-check"
"979","Eolo Pharma","therapeutics and regenerative bio","high","21.1","8.5","high","reviewed","official_website","https://eolo-pharma.com/","summary_not_normalized_to_english","Thermogenesis-based obesity therapeutics.","Startup biotech clinica enfocada en obesidad y enfermedad metabolica, con candidatos terapeuticos que activan vias de termogenesis para tratar el balance energetico mas alla de los GLP-1.","Official site describes Eolo Pharma as a clinical-stage biotech developing obesity and metabolic disease therapies based on thermogenesis and energy expenditure pathways.","spot-check"
"979","Leaf","agri intelligence and traceable markets","high","21.8","8","medium","reviewed","official_website","https://withleaf.io/","summary_not_normalized_to_english","Unified API and data infrastructure for food and agriculture.","Agriculture data-infrastructure company providing a unified API for food and agriculture, translating machine, field, imagery, weather and agronomic data into consistent formats. It belongs inside BIO VC LATAM as enabling infrastructure for agricultural data interoperability and planetary-boundary applications.","Official website describes a unified API for food and agriculture that retrieves and manages farm data in consistent formats across machinery, imagery, weather and other sources.","spot-check"
"979","Bsafe Biotech","ag biologicals and crop resilience","high","21.9","8","medium","reviewed","official_website","https://www.bsafebiotech.com/","summary_not_normalized_to_english","Biological control company for agriculture.","Startup de control biologico que busca un nuevo modo de accion para manejo de plagas usando genetica y microorganismos. Entra en tesis por ag biologicals and crop resilience.","Official site and public profiles describe a new frontier of biological control in agriculture using genetics and microorganisms.","spot-check"
"979","Qumir Nano","ag biologicals and crop resilience","high","21.9","9","high","reviewed","official_website","https://www.qumirnano.com/","summary_not_normalized_to_english","Microbial-metabolite nanodelivery platform for crop inputs.","Qumir Nano is an Argentine bio-nanotechnology startup developing agricultural bio-nano inputs through precision nanodelivery of microbial metabolites. Its official site describes a cell-free technology that integrates bioactive microbial metabolites into nanostructured delivery systems for crop protection, plant health, nutrition, resilience and lower chemical-input reliance. It belongs inside BIO VC LATAM as ag biologicals / bio-nanoinputs, not human nanomedicine or food ingredients.","Official site describes bio-nanosolutions for agriculture, microbial-metabolite nanodelivery, crop protection, plant resilience and field trials in Argentina, Brazil and Paraguay.","spot-check"
"979","Precision Ag","ag biologicals and crop resilience","high","23.5","8","medium","reviewed","official_website","https://www.precision.agr.br/en","summary_not_normalized_to_english","Agricultural drone spraying and crop-monitoring services.","Precision Ag is a Brazilian precision-agriculture services company providing outsourced crop spraying and field operations with agricultural drones in Rio Grande do Sul. Its services cover liquid and solid pesticide/fertilizer application, seed and solid-fertilizer dispersion, pasture, reforestation, crop monitoring and plant diagnosis. It belongs inside BIO VC LATAM as edge-case resource-efficiency infrastructure for more precise input use and lower-impact crop management.","Official site describes drone-enabled agricultural spraying, solid and liquid input application, seed and fertilizer dispersion, monitoring and plant diagnosis for crop operations in Rio Grande do Sul.","spot-check"
"979","Naturannova","food ingredients and biofactories","high","23.5","8.5","high","reviewed","official_website","https://naturannova.com/","summary_not_normalized_to_english","AI and bioinformatics for sustainable protein ingredients.","Startup foodtech que usa IA, bioinformatica y microorganismos para descubrir y producir ingredientes proteicos naturales y sustentables, incluyendo proteinas dulces.","Official site describes AI, bioinformatics, experimental validation and microorganism-based production of novel plant-protein ingredients such as sweet proteins.","spot-check"
"979","GlycoX","food ingredients and biofactories","high","23.6","8.5","high","reviewed","official_website","https://www.glycox.bio/","summary_not_normalized_to_english","Metabolic health functional ingredient platform.","Startup de ingredientes funcionales que convierte compuestos de origen vegetal en cuidado metabolico cotidiano para control glucemico y resiliencia metabolica.","Official site describes a plant-based ingredient for blood-sugar control and metabolic resilience designed for everyday use.","spot-check"
"979","Epiliquid","clinical diagnostics and medical devices","high","24.2","8","medium","reviewed","public_company_profile","https://ar.linkedin.com/company/epiliquid","summary_not_normalized_to_english","Liquid-biopsy biomarker platform for early cancer detection.","Epiliquid is an Argentine diagnostics startup developing an accessible liquid-biopsy platform for early cancer detection using blood-based biomarkers. Its public company profile positions the company around non-invasive biomarker detection, which makes it a clinical molecular-diagnostics case rather than general biotech. It belongs inside BIO VC LATAM as cancer screening and liquid-biopsy infrastructure.","Company profile describes an accessible liquid biopsy biomarker detection platform for early cancer detection.","spot-check"
"979","Kigüi","biobased materials and waste valorization","high","25.4","9","high","reviewed","official_website","https://kigui.io/en/","summary_not_normalized_to_english","AI copilot for retail waste and rotation management.","Plataforma de IA para retail que detecta expiraciones, faltantes y ejecucion promocional para reducir mermas y mejorar rotacion en alimentos y consumo masivo. Se mantiene adentro como caso borde de eficiencia material y desperdicio.","Official site describes AI for expiry-based stock accuracy, task prioritization and promotion execution to reduce losses in retail operations.","spot-check"
"979","Agrivalle","ag biologicals and crop resilience","high","25.5","8","medium","reviewed","official_website","https://agrivalle.com.br/","summary_not_normalized_to_english","Biological fertilizers, inoculants and biostimulants company.","Agrivalle is a Brazilian bioinputs company developing biological agricultural products, inoculants, biological control products, biofertilizers, biostimulants, adjuvants and regenerative-soil solutions across crops. Its official site and company pages describe more than two decades in agricultural biologicals, a broad portfolio and investments in bioreactor-based microbial production. It belongs inside BIO VC LATAM as core ag biologicals and regenerative-agriculture inputs infrastructure.","Official site describes bioinputs for activation, protection, soil revitalization and plant performance; company pages describe products biologicals, inoculants, nutrition and adjuvants.","spot-check"
"979","ZoomAgri","agri intelligence and traceable markets","high","25.8","9","high","reviewed","official_website","https://zoomagri.com/en/home/","summary_not_normalized_to_english","Computer-vision inspection and certification for agri commodities and food.","Startup agtech que digitaliza inspeccion, testeo y certificacion de commodities agricolas y alimentos mediante computer vision y machine learning. Entra en tesis por precision agriculture and resource intelligence.","Official site says ZoomAgri is transforming testing, inspection and certification of agri commodities and food via computer vision and machine learning.","spot-check"
"979","Protiva","biobased materials and waste valorization","high","26","8","medium","reviewed","official_website","https://www.protiva.bio/","summary_not_normalized_to_english","Bio-based colors for textile processes.","Startup de biomateriales y quimica biobasada que desarrolla pigmentos bio-based trazables y validados para procesos textiles reales. Entra en tesis por biobased chemistry and advanced materials.","Official site describes traceable, certified bio-based pigments validated in textile applications that reduce reliance on hazardous chemistry.","spot-check"
"979","SphereBio","drug discovery and disease therapeutics","high","27.6","8.5","high","reviewed","official_website","https://www.spherebio.co/","summary_not_normalized_to_english","Personalized cancer vaccine and therapeutic platform.","Startup de vacunas y terapias personalizadas que combina nanotechnology, AI y synthetic biology para entrenar celulas contra cancer y autoinmunidad.","Official site describes a platform combining nanotechnology, AI and synthetic biology to create personalized vaccines and therapeutics for cancer and autoimmune diseases.","spot-check"
"979","Incluirtec","grain traceability and producer infrastructure","high","28","8","medium","reviewed","official_website","https://www.incluirtec.co/","summary_not_normalized_to_english","Agfintech infrastructure for smallholder credit inclusion.","IncluirTec is a Colombian agfintech-as-a-service platform enabling formal credit for small agricultural producers, rural microentrepreneurs and financial institutions. Its official site describes a digital bridge between producers and banks, microfinance institutions, NGOs and non-bank lenders, using alternative risk evaluation and 100% digital loan workflows. It belongs inside BIO VC LATAM as edge but defensible agricultural capital infrastructure tied to rural productive systems.","Official site describes IncluirTec as an agrofintech that transforms access to formal financing for small agricultural producers through digital workflows and alternative risk evaluation.","spot-check"
"979","BEAM CropTech","ag biologicals and crop resilience","high","28.1","8","medium","reviewed","official_website","https://beamcroptech.com/en/home-en/","summary_not_normalized_to_english","Crop trait biotech based on plant photobiology.","Agrobiotech que desarrolla tecnologias geneticas basadas en fotobiologia para mejorar fotosintesis, productividad y resiliencia de cultivos. Entra en tesis por ag biologicals and crop resilience.","Official site describes technologies to improve photosynthesis, yield and drought resilience in crops through advanced photobiology and biotechnology.","spot-check"
"979","Exomas","drug discovery and disease therapeutics","high","28.9","8","medium","reviewed","official_website","https://www.exomas.co/","summary_not_normalized_to_english","Terapias neuroregenerativas basadas en exosomas.","Startup de terapias regenerativas que desarrolla productos basados en exosomas derivados de celulas madre neurales para enfermedades neurodegenerativas. Entra en tesis por therapeutics and regenerative medicine.","Official site describes neural stem cell-derived exosomes to treat neurodegenerative diseases; CONICET coverage reinforces the science base.","spot-check"
"979","Sylvarum","ag biologicals and crop resilience","high","29","8.5","high","reviewed","official_website","https://www.sylvarum.co/","summary_not_normalized_to_english","Non-thermal plasma seed-performance platform.","Sylvarum is an Argentine agtech using non-thermal plasma and plant electro-hacking to improve seed quality, germination, vigor, pathogen control and yield without genetic modification or chemical residue. The technology is a physical-biological seed treatment that stimulates natural plant potential and reduces pesticide dependence. It should cluster with crop resilience, seed treatment, plant physiology and agricultural biologicals, not with climate monitoring.","Official site describes non-thermal plasma seed treatment, chemical-free dry processing, germination/vigor improvement, pathogen control and yield improvement.","spot-check"
"979","Verqor","grain traceability and producer infrastructure","high","29.7","8","medium","reviewed","official_website","https://verqor.com/sobre-verqor","summary_not_normalized_to_english","Digital agricultural finance and input-credit platform.","Verqor is a Mexican agfintech providing formal, digital and productive financing for farmers and agricultural SMEs, especially for inputs, machinery and working capital. Its official site describes credit adapted to crop cycles, digital onboarding, input purchases and producer/supplier workflows; public impact material adds regenerative-practice adoption and access to biological agro-inputs. It belongs inside BIO VC LATAM as edge agricultural capital infrastructure.","Official site describes Verqor as digital financing for agricultural inputs and crop production, with impact on thousands of farmers and regenerative practices.","spot-check"
"979","Huiro","resource recovery and remediation","high","30.2","9","high","reviewed","official_website","https://www.huiroregenerativo.com/en","summary_not_normalized_to_english","Regenerative seaweed cultivation for marine restoration and coastal livelihoods.","Startup chilena que desarrolla un modelo colaborativo de cultivo regenerativo de algas para restaurar ecosistemas marinos, capturar carbono y activar economias costeras circulares. Entra en tesis por su intervencion directa sobre sistemas vivos y regeneracion de limites planetarios.","Official site describes regenerative seaweed farming to restore marine ecosystems, capture carbon and create sustainable economic opportunities for coastal communities.","spot-check"
"979","Caspr Biotech","clinical diagnostics and medical devices","high","30.9","8","medium","reviewed","official_public_profile","https://sosv.com/company/caspr-biotech/","summary_not_normalized_to_english","CRISPR diagnostics company.","Startup de diagnostico molecular que desarrolla tests rapidos basados en CRISPR a partir de proteinas Cas propietarias descubiertas en extremofilos. Entra en tesis por diagnostics and medtech.","SOSV and public profiles describe next-generation CRISPR diagnostics built from proprietary Cas proteins and adapted to portable test formats.","spot-check"
"979","Circa Therapeutics","drug discovery and disease therapeutics","high","31.3","8.5","high","reviewed","official_website","https://circatherapeutics.com/","summary_not_normalized_to_english","Targeted protein degradation therapeutics.","Startup therapeutics que desarrolla degradadores de proteinas mediante small molecules para cancer y enfermedades raras, aprovechando el sistema natural de eliminacion proteica de la celula.","Official site describes small-molecule degraders and E3 ligase binders to eliminate disease-causing proteins in rare diseases and oncology.","spot-check"
"979","Bioheuris","ag biologicals and crop resilience","high","31.4","8.5","high","reviewed","official_website","https://bioheuris.com/aboutus","summary_not_normalized_to_english","Crop trait biotech for resilient agriculture.","Biotech agricola que desarrolla herramientas geneticas y traits editados para mejorar control de malezas y productividad de cultivos. Entra en tesis por ag biologicals and crop resilience.","Official site describes biotech tools for weed control and crop production, including genome-edited crop solutions and partnerships with seed companies.","spot-check"
"979","Chemtest","clinical diagnostics and medical devices","high","32.4","8.5","high","reviewed","official_website","https://www.chemtest.net/","summary_not_normalized_to_english","Infectious disease diagnostics company.","Startup de diagnostics que desarrolla soluciones innovadoras para la deteccion simple y precisa de enfermedades infecciosas, con una plataforma que minimiza el uso de agentes riesgosos. Entra en tesis por diagnostics and medtech.","Official site describes innovative solutions for simple and precise detection of infectious diseases and highlights lower environmental and biological risk in production.","spot-check"
"979","algaebio+","food ingredients and biofactories","high","33.7","8","medium","reviewed","official_website","https://algaebioplus.com/","summary_not_normalized_to_english","Microalgae functional ingredients company.","Startup biobasada que produce astaxantina natural a partir de microalgas para acuicultura, nutraceutica, alimentos funcionales y cosmetica. Entra en tesis por food biotech and novel ingredients.","Official site describes scalable natural astaxanthin production from microalgae for aquaculture and human and animal health-related markets.","spot-check"
"979","TerraMagna","grain traceability and producer infrastructure","high","33.7","8","medium","reviewed","official_website","https://terramagna.com.br/","summary_not_normalized_to_english","Agricultural credit and receivables infrastructure.","Brazilian agrifintech providing credit, receivables and fund infrastructure for agricultural input distributors and the broader agro chain. It belongs inside BIO VC LATAM as enabling capital infrastructure directly tied to agricultural production systems.","Official site describes TerraMagna as providing credit for input distributors, receivables and Fiagro/FIDC structures serving agribusiness.","spot-check"
"979","Microgenesis","clinical diagnostics and medical devices","high","33.8","9","high","reviewed","official_website","https://www.microgenesis.net/","summary_not_normalized_to_english","Fertility diagnostics and reproductive age assessment.","Startup de fertility diagnostics que combina evaluacion inflamatoria, edad reproductiva biologica y planes personalizados para acompanamiento de fertilidad y fallos de FIV.","Official site describes fertility support tools including reproductive age testing, inflammatory profiling and personalized interpretation for IVF-related decisions.","spot-check"
"979","Poás Bioenergy","resource recovery and remediation","high","33.9","8","medium","reviewed","official_website","https://www.poasbioenergy.com/","summary_not_normalized_to_english","Residue-to-energy and biochar platform.","Climate-tech regenerativa que convierte residuos agrícolas húmedos en energía térmica limpia y biochar, devolviendo carbono al suelo. Entra en tesis por climate, energy and resource systems.","Official site describes carbon-negative systems that convert wet biomass into clean on-site energy and biochar, restoring soils while locking away carbon.","spot-check"
"979","Sette","grain traceability and producer infrastructure","high","34.1","8","medium","reviewed","official_website","https://www.sette.ag/","summary_not_normalized_to_english","Agricultural guarantees and credit-risk infrastructure.","Brazilian agrifintech infrastructure platform digitizing agricultural guarantees, CPR registration, certificates, signatures and credit-risk workflows with AI, geospatial and field-analysis capabilities. It belongs inside BIO VC LATAM as capital infrastructure directly coupled to agricultural production.","Official Sette site describes digital signatures, CPR registration, collateral/certificate workflows, crop classification and productivity models for agricultural finance.","spot-check"
"979","Enzyva","biomanufacturing and molecular platforms","high","34.7","8","medium","reviewed","official_website","https://www.enzyvo.com/about","summary_not_normalized_to_english","Programmable biology platform.","TechBio que desarrolla biología programable para manufactura verde, biosensores de precisión y diseño de enzimas. Entra en tesis por biomanufacturing and bioindustrial platforms.","Official site describes programmable biology for green manufacturing, precision biosensors and the transition to a post-petroleum economy.","spot-check"
"979","Traive","grain traceability and producer infrastructure","high","34.8","8","medium","reviewed","official_website","https://traive.com.br/en/","summary_not_normalized_to_english","AI-enabled agricultural credit and receivables infrastructure.","Brazilian agrifintech connecting agribusiness and investors through AI-powered agricultural credit, risk analysis, receivables and traceability infrastructure. It belongs inside BIO VC LATAM as capital/finance infrastructure directly coupled to agricultural production systems.","Official website describes Traive as connecting agribusiness and investors, using data and technology to transform agricultural credit into liquid qualified assets.","spot-check"
"979","Lemu","resource recovery and remediation","high","35.2","8","medium","reviewed","official_website","https://www.le.mu/","summary_not_normalized_to_english","Nature intelligence and biodiversity MRV platform.","Lemu is a Chilean nature-intelligence startup building Atlas, a biodiversity and nature-MRV platform that measures and manages nature-related impact using ecological indicators, satellite imagery, AI and the Lemu Nge biodiversity satellite. It is not agri-market software; it should cluster with nature restoration, biodiversity measurement, planetary monitoring and ecological intelligence infrastructure.","Official site describes Atlas as nature intelligence combining ecological science, multi-modal sources and AI, powered by Lemu Nge, a biodiversity-focused satellite.","spot-check"
"979","Unibaio","biobased chemistry and circular materials","high","36.2","9","high","reviewed","official_company_profile","https://sosv.com/company/unibaio/","summary_not_normalized_to_english","Natural microparticles that make agrochemicals and biologicals more efficient.","Startup agtech que desarrolla micropartículas naturales para mejorar el desempeño de agroinsumos y reducir dosis de químicos hasta en 80%. Entra en tesis por ag biologicals and crop resilience.","SOSV says Unibaio uses natural microparticles to enhance crop protectants and reduce chemical application doses by up to 80%.","spot-check"
"979","POLYMERA","biobased materials and waste valorization","high","37.8","8.5","high","reviewed","public_company_profile","https://www.linkedin.com/company/polymera","summary_not_normalized_to_english","Bio-based biodegradable superabsorbent polymers.","Startup uruguaya de biomateriales que desarrolla polimeros superabsorbentes bio-based y biodegradables para reemplazar materiales petroquimicos en higiene, agricultura y otras industrias. Entra por materiales biobasados y descarbonizacion industrial.","LinkedIn describes POLYMERA as a deep-tech biomaterials platform replacing petrochemical polymers with high-performance bio-based materials, starting with bio-based superabsorbent polymers.","spot-check"
"979","Kresko RNAtech","food ingredients and biofactories","high","39.6","8.5","high","reviewed","official_company_profile","https://sosv.com/company/kresko-rnatech/","summary_not_normalized_to_english","Bioactive RNA extracts from fresh food.","Startup food biotech que aísla RNAs bioactivos de alimentos frescos y los estabiliza en extractos funcionales. Entra en tesis por food biotech and novel ingredients.","SOSV says Kresko isolates supernutrient bioactive RNAs from fresh foods and stabilizes them into extracts with health-relevant effects.","spot-check"
"979","Fungi Life","biomanufacturing and molecular platforms","high","39.8","8.5","high","reviewed","official_website","https://www.fungilife.net/","summary_not_normalized_to_english","Fungal biosurfactants to replace petroleum-derived surfactants.","Startup biotech que reemplaza surfactantes sinteticos derivados del petroleo por biosurfactantes de origen fungico obtenidos por fermentacion. Entra en tesis por biobased chemistry and advanced materials.","Official site describes replacing synthetic petroleum-derived surfactants with ingredients obtained from fungal biotechnology and producing sophorolipids in a scalable process.","spot-check"
"979","Dymaxion Labs","agri intelligence and traceable markets","high","40.2","8.5","high","reviewed","official_website","https://dymaxionlabs.com/","summary_not_normalized_to_english","AI and data science for agronomic operations.","Startup agtech que usa IA, ciencia de datos y vision computacional para escalar procesos agronomicos, ensayos de campo y decisiones regionales en agricultura. Entra en tesis por precision agriculture and resource intelligence.","Official site describes AI and data science solutions built exclusively for agriculture, from field trials and computer vision to regional climate and production risk analytics.","spot-check"
"979","Bioplastix","biomanufacturing and molecular platforms","high","41.3","8","medium","reviewed","official_website","https://bio-plastix.com/","summary_not_normalized_to_english","Bioplastics production technology company.","Startup climate-bio que desarrolla bioplasticos de alto desempeño mediante bacterias ingenierizadas, fermentacion de precision y feedstocks baratos o residuales. Entra en tesis por circular material systems.","Official site describes engineered bacteria, precision fermentation and low-cost feedstocks to produce customizable bioplastics at scale.","spot-check"
"979","Gigablue","resource recovery and remediation","high","41.5","8.5","high","reviewed","official_website","https://www.gigablue.co/about","summary_not_normalized_to_english","Ocean carbon removal and marine resilience platform.","Startup de ocean carbon removal que combina ciencia marina, biogeoquimica, monitoreo y plataformas de inteligencia oceanografica para remover carbono y restaurar balance oceanico. Entra en tesis por su acople directo a sistemas planetarios.","Official site describes Gigablue as a science-led ocean carbon removal company using microalgae carbon fixation and sinking, oceanographic intelligence and environmental monitoring to restore ocean balance.","spot-check"
"979","Eiwa","agri intelligence and traceable markets","high","41.6","8.5","high","reviewed","official_website","https://eiwa.ag/en/about-us/","summary_not_normalized_to_english","Agronomic data intelligence platform.","Plataforma agtech para integrar, estandarizar y analizar datos agronomicos a escala en investigacion, desarrollo de mercado y produccion. Entra en tesis por precision agriculture and resource intelligence.","Official site describes a platform to accelerate agronomic knowledge generation through integrated field, trial and production data.","spot-check"
"979","Agricapital","grain traceability and producer infrastructure","high","42.8","8","medium","reviewed","official_website","https://agricapital.com.co/","summary_not_normalized_to_english","Smallholder agricultural financing platform.","AgriCapital is a Colombian agrifintech providing digital AgroCrédito for farmers, rural workers and agro-businesses through mobile workflows and a network of partner agro-stores. Its credit lets producers buy inputs, tools and machinery, pay according to harvest cycles and access financing in rural areas without heavy paperwork. It belongs inside BIO VC LATAM as agricultural finance infrastructure directly coupled to crop productivity and smallholder resilience.","Official site says AgriCapital provides fast AgroCrédito for Colombian producers through mobile applications and partner agro-stores, with harvest-aligned payment and credit for inputs, tools and machinery.","spot-check"
"979","Agrired","grain traceability and producer infrastructure","high","42.8","8.5","high","reviewed","official_website","https://www.agrired.com.ar/","summary_not_normalized_to_english","B2B ag-input market infrastructure.","Infraestructura B2B para la compra, venta y logistica de semillas, fertilizantes y agroquimicos entre empresas del agro. Entra en tesis como capa digital fuertemente acoplada a flujos materiales de insumos agricolas.","Official site describes an exclusive business marketplace for agricultural inputs, with logistics and business intelligence for seeds, fertilizers and agrochemicals.","spot-check"
"979","Limay Biosciences","clinical diagnostics and medical devices","high","43","8.5","high","reviewed","institutional_public_source","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","summary_not_normalized_to_english","Portable molecular diagnostics company.","Startup argentina de diagnostico molecular portatil que busca llevar precision tipo PCR a contextos sin laboratorio centralizado. Entra en tesis por diagnostics and medtech.","Public institutional profile says Limay develops portable molecular diagnostics that deliver PCR-accurate results in under an hour without centralized labs or specialized personnel.","spot-check"
"979","microscopIA","clinical diagnostics and medical devices","high","43","8","medium","reviewed","secondary_public_profile","https://www.f6s.com/company/microscopia","summary_not_normalized_to_english","AI-enabled automated microscopy devices.","Startup de dispositivos automatizados con IA para diagnóstico médico, veterinario y aplicaciones agroindustriales basadas en microscopía. Entra en tesis por diagnostics and medtech.","Public company profiles describe automated microscopy devices powered by machine learning for malaria, tropical disease and agroindustrial pathogen detection.","spot-check"
"979","Semion","ag biologicals and crop resilience","high","44","8.5","high","reviewed","official_website","https://semionbio.com/","summary_not_normalized_to_english","Biotech to activate natural plant defenses.","Startup agrobiotech que activa mecanismos naturales de defensa de las plantas perdidos durante la domesticacion para mejorar resiliencia frente a plagas sin modificar geneticamente los cultivos. Entra en tesis por ag biologicals and crop resilience.","Official site says Semion restores natural defense mechanisms lost during domestication and develops targeted solutions to activate plant defenses instead of killing pests or using GM.","spot-check"
"979","Mavios","biomanufacturing and molecular platforms","high","44.2","8.5","high","reviewed","official_website","https://mavios.ai/","summary_not_normalized_to_english","AI-based digital twin for bioprocess scale-up.","Startup de infraestructura bioindustrial que desarrolla un digital twin para bioprocesos y ayuda a empresas de fermentacion de precision a escalar mas rapido con simulaciones in silico. Entra en tesis por biomanufacturing and bioindustrial platforms.","Official site says Mavios helps precision fermentation companies scale faster and more cost-effectively with an AI-based digital twin for bioprocesses and in silico simulations.","spot-check"
"979","Einsted","resource recovery and remediation","high","44.4","8","medium","reviewed","official_website","https://einsted.bio/","summary_not_normalized_to_english","Plasma pyrolysis for clean hydrogen and conductive carbon.","Startup de clean-tech industrial que usa plasma pyrolysis para convertir metano en hidrogeno limpio y carbono de alta conductividad, reduciendo emisiones y valorizando subproductos materiales. Entra en tesis por climate and resource systems.","Official site describes plasma pyrolysis technology that converts methane into hydrogen and carbon, enabling on-site decarbonization without harmful emissions or water consumption.","spot-check"
