"Id","Label","NodeType","CanonicalType","Slug","IntegratedSources","SourcePresence","EntityConfidence","ScopeDecision","ScopeStatus","QualityBand","QualityScore","SourceUrl","SemanticTheme","SemanticClusterId","SemanticConfidence","Summary","OneLiner","Country","r","g","b","Size"
"po-s-bioenergy","PoÃ¡s Bioenergy","startup","startup","po-s-bioenergy","canonical|historical","graphml","0.6","","","","","","","","","","","","150","150","150","7"
"pregen","PreGen","startup","startup","pregen","canonical|historical","graphml","0.6","include","confirmed","medium","8","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","clinical diagnostics and medical devices","cluster_5","high","Startup argentina que desarrolla tests genomicos accesibles para pronosticar agresividad del cancer desde la biopsia inicial usando IA y tecnologia PCR disponible en laboratorios locales. Entra en tesis por precision oncology y diagnostico molecular.","Affordable genomic cancer prognosis tests.","AR","31","78","108","12.4"
"prolific-machines","Prolific Machines","startup","startup","prolific-machines","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"Protiva","Protiva","startup","startup","protiva","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","7.5","https://www.protiva.bio/","climate and resource intelligence platforms","cluster_7","high","Startup de biomateriales y quimica biobasada que desarrolla pigmentos bio-based trazables y validados para procesos textiles reales. Entra en tesis por biobased chemistry and advanced materials.","Bio-based colors for textile processes.","","255","112","67","12"
"puna-bio","Puna Bio","startup","startup","puna-bio","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"purple-dental","Purple Dental","startup","startup","purple-dental","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"Qnity","Qnity","startup","startup","qnity","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","advanced electronics materials company para semiconductor industry. Queda afuera por non_bio_non_biocentric_hardware_materials_outside_thesis.","advanced electronics materials company para semiconductor industry.","","150","150","150","12.4"
"qumir-nano","Qumir Nano","startup","startup","qumir-nano","canonical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"RadBio","RadBio","startup","startup","radbio","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://radbiopharm.com/","therapeutics and regenerative bio","cluster_6","high","Biotech que desarrolla farmacos biologicos novedosos dirigidos a TGF-beta para fibrosis, enfermedades cronicas complejas y cancer. Entra en tesis por su plataforma terapeutica biologica y desarrollo de biomedicina de frontera.","Biologic therapeutics targeting TGF-beta for fibrosis and cancer.","AR","38","166","154","12.4"
"Radial","Radial","startup","startup","radial","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","ambiguous non thesis venture signal para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","ambiguous non thesis venture signal para unknown.","","150","150","150","12.4"
"resistia","Resistia","startup","startup","resistia","canonical|historical","graphml","0.6","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","AR","150","150","150","11.6"
"Retidiag","Retidiag","startup","startup","retidiag","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"retrypay","Retrypay","startup","startup","retrypay","canonical|historical","graphml","0.6","exclude","provisional","medium","8","","","","","payment orchestration platform para fintech and ecommerce. Queda afuera por full_digital_no_materiality_signal.","payment orchestration platform para fintech and ecommerce.","","150","150","150","12.4"
"risas-pendientes","Risas Pendientes","startup","startup","risas-pendientes","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"ruedata","Ruedata","startup","startup","ruedata","canonical|historical","graphml","0.6","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","CO/AR","150","150","150","11.6"
"Ruuts","Ruuts","startup","startup","ruuts","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","","150","150","150","12.4"
"satellites-on-fire","Satellites On Fire","startup","startup","satellites-on-fire","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"Satellogic","Satellogic","startup","startup","satellogic","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","7.5","https://satellogic.com/earth-observation/environment-climate/","climate and resource intelligence platforms","cluster_7","medium","Empresa de observacion terrestre que opera satelites e imagenes de alta frecuencia para monitoreo ambiental, clima, recursos y desastres. Entra por su acople directo a monitoreo planetario y gestion de recursos.","Earth observation for planetary monitoring.","AR/UY","255","112","67","12"
"SciPhage","SciPhage","startup","startup","sciphage","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"scitherm-therapeutics","Scitherm Therapeutics","startup","startup","scitherm-therapeutics","canonical|historical","graphml","0.6","","","","","","","","","","","","150","150","150","7"
"seedmatriz","SeedMatriz","startup","startup","seedmatriz","canonical|historical","graphml","0.6","include","confirmed","high","8.5","https://seedmatriz.com/en/","agri intelligence and traceable markets","cluster_4","high","Startup agtech que desarrolla tecnologia de encapsulacion de semillas y agronomia en tiempo real para mejorar uniformidad, nutricion, proteccion y rendimiento con menor impacto ambiental. Entra en tesis por ag biologicals and crop resilience.","Seed encapsulation and agronomy platform.","AR","217","112","179","12.8"
"Semion","Semion","startup","startup","semion","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://semionbio.com/","ag biologicals and crop resilience","cluster_1","high","Startup agrobiotech que activa mecanismos naturales de defensa de las plantas perdidos durante la domesticacion para mejorar resiliencia frente a plagas sin modificar geneticamente los cultivos. Entra en tesis por ag biologicals and crop resilience.","Biotech to activate natural plant defenses.","AR","126","87","194","12.4"
"Semtive","Semtive","startup","startup","semtive","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"sensei","Sensei","startup","startup","sensei","canonical|historical","graphml","0.6","exclude","provisional","medium","8","","","","","consumer ecommerce retailer para consumer retail. Queda afuera por consumer_retail_outside_thesis.","consumer ecommerce retailer para consumer retail.","","150","150","150","12.4"
"sensify","Sensify","startup","startup","sensify","canonical|historical","graphml","0.6","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","AR","150","150","150","11.6"
"SF500","SF500","capital","investor","sf500","canonical|historical","nodes_csv|graphml","0.9","","","","","","","","","","","","37","182","106","18"
"sillicon-catalyst","Sillicon Catalyst","capital","investor","sillicon-catalyst","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"SiloReal","SiloReal","startup","startup","siloreal","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","7.5","https://www.siloreal.com/en/","climate and resource intelligence platforms","cluster_7","medium","Infraestructura para verificar, digitalizar y valorizar activos agrícolas en campo, habilitando seguro, financiamiento y transacción sobre inventario real. Entra en tesis por acople fuerte a activos materiales del agro.","Agricultural asset verification infrastructure.","","255","112","67","12"
"single-strand-biotech","Single Strand Biotech","startup","startup","single-strand-biotech","canonical|historical","graphml","0.6","","","","","","","","","","","","150","150","150","7"
"Skyloom","Skyloom","startup","startup","skyloom","canonical|historical","nodes_csv|graphml","0.9","exclude","confirmed","medium","7.5","https://www.skyloom.co/","","","","Empresa de comunicaciones opticas espaciales para transporte de datos en orbita. Queda afuera por ser infraestructura espacial y telecom generalista.","Space optical communications.","US/AR","150","150","150","12"
"Smartex","Smartex","startup","startup","smartex","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"smart-tissues","Smart Tissues","startup","startup","smart-tissues","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"Soleit","Soleit","startup","startup","soleit","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"solfium","Solfium","startup","startup","solfium","canonical|historical","graphml","0.6","include","confirmed","medium","7","https://solfium.com/en/","climate and resource intelligence platforms","cluster_7","high","Plataforma y proveedor de soluciones para energia solar, almacenamiento y e-mobility en residencial, empresas, industria y corporativos, con foco explicito en descarbonizar cadenas de valor. Entra en tesis por climate, energy and resource systems.","Solar energy, storage and e-mobility platform.","MX/AR","255","112","67","11.6"
"sosv","SOSV","capital","investor","sosv","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"sosv-indiebio","SOSV_IndieBio","capital","investor","sosv-indiebio","canonical","nodes_csv","0.6","","","","","","","","","","","","37","182","106","18"
"SoyGREEN","SoyGREEN","startup","startup","soygreen","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","7.5","https://soygreen.com.ar","ag biologicals and crop resilience","cluster_1","high","Startup agrobiotech que desarrolla insumos biologicos y soluciones sustentables para el agro. Entra en tesis por ag biologicals and crop resilience.","Biological ag inputs and sustainable solutions for agriculture.","","126","87","194","12"
"Spectrum","Spectrum","startup","startup","spectrum","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","startup services and founder tools para startup services. Queda afuera por services_platform_outside_thesis.","startup services and founder tools para startup services.","","150","150","150","12.4"
"SphereBio","SphereBio","startup","startup","spherebio","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://www.spherebio.co/","therapeutics and regenerative bio","cluster_6","high","Startup de vacunas y terapias personalizadas que combina nanotechnology, AI y synthetic biology para entrenar celulas contra cancer y autoinmunidad.","Personalized cancer vaccine and therapeutic platform.","AR","38","166","154","12.4"
"Splight","Splight","startup","startup","splight","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","high","8.5","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","agri intelligence and traceable markets","cluster_4","high","Startup climate-tech que usa IA para optimizar redes electricas e integracion de energias renovables. Entra en tesis por climate, energy and resource systems.","AI for grid optimization and renewable energy integration.","US/AR","217","112","179","12.8"
"sp-ventures","SP Ventures","capital","investor","sp-ventures","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"starlight-ventures","Starlight Ventures","startup","startup","starlight-ventures","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"st-mm","Stämm","startup","startup","st-mm","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"Stradot","Stradot","startup","startup","stradot","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","FR/AR","150","150","150","11.6"
"Sylvarum","Sylvarum","startup","startup","sylvarum","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://sylvarum.com","agri intelligence and traceable markets","cluster_4","high","Startup agtech que usa electroestimulacion en plantas para optimizar metabolismo y productividad. Entra en tesis por ag biologicals and crop resilience.","Electrostimulation in plants to optimize metabolism and productivity.","AR","217","112","179","12.4"
"synergic-bio-solutions","Synergic Bio Solutions","startup","startup","synergic-bio-solutions","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"synthetic-ocular-restoration","Synthetic Ocular Restoration","startup","startup","synthetic-ocular-restoration","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"syocin-biotech","Syocin Biotech","startup","startup","syocin-biotech","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"tech","@Tech","startup","startup","tech","canonical|historical","graphml","0.6","include","confirmed","medium","7","https://theyieldlablatam.com/companies/atech/","agri intelligence and traceable markets","cluster_4","high","Startup agtech que usa IA, data science e IoT para optimizar la produccion de proteina animal y trazar animales a lo largo de la cadena. Entra en tesis por su acople biocentrico y material a sistemas vivos de produccion animal.","Animal protein optimization and traceability with AI and IoT.","AR","217","112","179","11.6"
"TELL","TELL","startup","startup","tell","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","open banking or digital health information platform para fintech or digital health information services. Queda afuera por full_digital_no_materiality_signal.","open banking or digital health information platform para fintech or digital health information services.","","150","150","150","12.4"
"tensor-care","Tensor Care","startup","startup","tensor-care","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"teramot","Teramot","startup","startup","teramot","canonical|historical","graphml","0.6","exclude","provisional","high","8.5","","","","","AI powered data infrastructure platform para data infrastructure. Queda afuera por full_digital_no_materiality_signal.","AI powered data infrastructure platform para data infrastructure.","AR","150","150","150","12.8"
"tesabio-ai","Tesabio.ai","startup","startup","tesabio-ai","canonical|historical","graphml","0.6","","","","","","","","","","","","150","150","150","7"
"the-earth-says","The Earth Says","startup","startup","the-earth-says","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"the-ganesha-lab","The Ganesha Lab","capital","investor","the-ganesha-lab","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","37","182","106","18"
"the-yield-lab-latam","The Yield Lab LATAM","capital","investor","the-yield-lab-latam","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"thrive","Thrive","capital","investor","thrive","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"Tintte","Tintte","startup","startup","tintte","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","AR","150","150","150","11.6"
"tissue-dynamics","Tissue Dynamics","startup","startup","tissue-dynamics","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"tomorrow-foods","Tomorrow Foods","startup","startup","tomorrow-foods","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"tracestory","Tracestory","startup","startup","tracestory","canonical|historical","graphml","0.6","include","confirmed","medium","8","https://www.tracestory.com/en/home","climate and resource intelligence platforms","cluster_7","high","Infraestructura de trazabilidad colaborativa y pasaporte digital de producto para cadenas agroalimentarias e industriales. Entra en tesis por transparencia y MRV aplicado a cadenas materiales.","Plataforma de trazabilidad y transparencia para cadenas productivas.","","255","112","67","12.4"
"TravelX","TravelX","startup","startup","travelx","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","US/AR","150","150","150","11.6"
"trears-biomarkers","Trears Biomarkers","startup","startup","trears-biomarkers","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"trebe-biotech","Trebe Biotech","startup","startup","trebe-biotech","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"ubique-bio","Ubique Bio","startup","startup","ubique-bio","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"UNIBAIO","UNIBAIO","startup","startup","unibaio","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","high","8.5","https://sosv.com/company/unibaio/","agri intelligence and traceable markets","cluster_4","high","Startup agtech que desarrolla micropartículas naturales para mejorar el desempeño de agroinsumos y reducir dosis de químicos hasta en 80%. Entra en tesis por ag biologicals and crop resilience.","Natural microparticles that make agrochemicals and biologicals more efficient.","AR","217","112","179","12.8"
"unleash-immuno-oncolytics","Unleash Immuno Oncolytics","startup","startup","unleash-immuno-oncolytics","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"unSpun","unSpun","startup","startup","unspun","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"untech","UnTech","startup","startup","untech","canonical|historical","graphml","0.6","include","confirmed","medium","8","https://untech.bio","therapeutics and regenerative bio","cluster_6","high","Startup healthtech que desarrolla tratamientos innovadores para heridas cronicas. Entra en tesis por diagnostics and medtech.","Innovative treatments for chronic wounds.","AR","38","166","154","12.4"
"UpDairy","UpDairy","startup","startup","updairy","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://updairy.com","food ingredients and biofactories","cluster_2","high","Startup food biotech que produce proteinas lacteas sin animales mediante fermentacion. Entra en tesis por food biotech and novel ingredients.","Animal-free dairy proteins through fermentation.","SG/AR","11","181","214","12.4"
"Vali","Vali","startup","startup","vali","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"varana-capital","Varana Capital","capital","investor","varana-capital","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"vectr","VECTR","capital","investor","vectr","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"vexxel-biotech","Vexxel Biotech","startup","startup","vexxel-biotech","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"ViewMind","ViewMind","startup","startup","viewmind","canonical|historical","nodes_csv|graphml","0.9","include","confirmed","medium","8","https://www.viewmind.com/about/","clinical diagnostics and medical devices","cluster_5","high","Startup medtech que mide alteraciones del movimiento ocular para evaluar salud neurocognitiva y apoyar diagnostico, seguimiento y desarrollo de terapias. Entra en tesis por diagnostics and medtech.","Neurocognitive diagnostics through ocular digital phenotyping.","AR/US","31","78","108","12.4"
"Vmind","Vmind","startup","startup","vmind","canonical|historical","nodes_csv|graphml","0.9","exclude","provisional","medium","8","","","","","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","","150","150","150","12.4"
"vx-fund","VX Fund","capital","investor","vx-fund","canonical|historical","graphml","0.6","","","","","","","","","","","","37","182","106","18"
"webee","Webee","startup","startup","webee","canonical|historical","graphml","0.6","exclude","confirmed","high","8.5","https://www.webee.io/","","","","Plataforma de IIoT e IA para manufactura, mantenimiento predictivo y optimizacion operativa en smart factories. Queda afuera por no ser una startup biobasada, biocentrica ni de restauracion de sistemas planetarios.","Industrial IoT and AI platform for manufacturing operations.","US/AR","150","150","150","12.8"
"werk-nvac","WerkénVac","startup","startup","werk-nvac","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"wiagro","Wiagro","startup","startup","wiagro","canonical|historical","graphml","0.6","include","confirmed","medium","8","https://www.wiagro.com/","agri intelligence and traceable markets","cluster_4","high","Startup agtech que monitorea granos almacenados y silobolsas con sensores, conectividad satelital, modelos predictivos y trazabilidad digital para evitar perdidas postcosecha. Entra en tesis por precision agriculture and resource intelligence.","Post-harvest grain monitoring and traceability platform.","AR","217","112","179","12.4"
"wisy","Wisy","startup","startup","wisy","canonical|historical","graphml","0.6","exclude","provisional","high","8.5","","","","","crypto investment bundles app para consumer fintech. Queda afuera por full_digital_no_materiality_signal.","crypto investment bundles app para consumer fintech.","US/AR","150","150","150","12.8"
"zavia-bio","Zavia Bio","startup","startup","zavia-bio","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"zev-biotech","ZEV Biotech","startup","startup","zev-biotech","canonical|historical","nodes_csv","0.6","","","","","","","","","","","","150","150","150","7"
"zipnova","Zipnova","startup","startup","zipnova","canonical|historical","graphml","0.6","exclude","provisional","medium","7","","","","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","AR","150","150","150","11.6"
"zoomagri","ZoomAgri","startup","startup","zoomagri","canonical|historical","graphml","0.6","include","confirmed","high","8.5","https://zoomagri.com/en/home/","agri intelligence and traceable markets","cluster_4","high","Startup agtech que digitaliza inspeccion, testeo y certificacion de commodities agricolas y alimentos mediante computer vision y machine learning. Entra en tesis por precision agriculture and resource intelligence.","Computer-vision inspection and certification for agri commodities and food.","AR/ES","217","112","179","12.8"
